config_name,logging_level,long_auto_unstuck_ema_dist,long_auto_unstuck_wallet_exposure_threshold,long_backwards_tp,long_ddown_factor,long_ema_span_0,long_ema_span_1,long_enabled,long_initial_eprice_ema_dist,long_initial_qty_pct,long_markup_range,long_min_markup,long_n_close_orders,long_rentry_pprice_dist,long_rentry_pprice_dist_wallet_exposure_weighting,long_wallet_exposure_limit,short_auto_unstuck_ema_dist,short_auto_unstuck_wallet_exposure_threshold,short_backwards_tp,short_ddown_factor,short_ema_span_0,short_ema_span_1,short_enabled,short_initial_eprice_ema_dist,short_initial_qty_pct,short_markup_range,short_min_markup,short_n_close_orders,short_rentry_pprice_dist,short_rentry_pprice_dist_wallet_exposure_weighting,short_wallet_exposure_limit,file_name,long_auto_unstuck_delay_minutes,long_auto_unstuck_qty_pct,short_auto_unstuck_delay_minutes,short_auto_unstuck_qty_pct
recursive_grid_0days,0,-0.007546772323784617,0.07543184214261493,True,2.884773698921062,358.64489034940874,374.63322114320323,True,-0.015507785248354354,0.023497359368563682,0.0059003252570182544,0.009527177537736823,6,0.02844320103069345,7.729952596175254,0.3,-0.05923107969909211,0.06141887784417438,True,2.343512986243514,140.54266283178447,1435.659297566101,False,-0.06854497171019,0.08180026387567504,0.010540773293314933,0.004795730340771251,2,0.032878476428344496,26.90920556958391,1.0,APTUSDT,,,,
recursive_grid_0days,0,-0.007105879962374373,0.05777310204983936,True,2.0479197152155595,348.69283018444094,10.0,True,0.007398415002443879,0.055264170683295095,0.005580263099941092,0.0019535519702642595,6,0.019761152747363512,0.0,1.0,-0.09557508131042622,0.06687515783108111,True,0.8631572636887596,164.21588347408746,280.04009274838216,False,-0.09055079001899094,0.028194002380821648,0.029601924309125907,0.0016683559735727266,6,0.02012994561347238,13.213078074241347,1.0,AVAXUSDT,,,,
recursive_grid_0days,0,0.005,0.09480154970420623,True,2.881285051641479,11.691057098753411,1005.3068500054108,True,-0.08225295178920294,0.014740591095745144,0.001593346846686456,0.002205851527662587,2,0.0314361598892265,0.0,0.3,-0.027269939844979815,0.05756174438697592,True,0.7440418845986189,137.86733546520236,985.1691822213912,False,-0.07006200862940032,0.020656813678424833,0.010324447765374587,0.00823117484940027,2,0.03132475183824099,16.789760876983657,1.0,XTZUSDT,,,,
recursive_grid_0days,0,0.0038521256454645174,0.08361582903665886,True,2.5365421683402767,179.02932945328178,277.5545427515846,True,0.005333259031717952,0.012760836394587785,0.0055458419443268955,0.006504062259540576,13,0.030063700804259713,0.9765434435340986,0.3,-0.022180881949750514,0.05775706658195097,True,2.167299599913848,453.0838193448147,1109.4241551399202,False,-0.009403886007935652,0.04765213391148987,0.05878980238795463,0.0040151001065582784,10,0.042355049752285705,30.240100642970347,1.0,OCEANUSDT,,,,
recursive_grid_0days,0,-0.0019338194830099788,0.05702405158559803,True,1.6889454880791501,584.1523596717551,686.0334472224671,True,0.0005325780479437502,0.028550928579085946,0.0068618388532958215,0.003008694306173104,15,0.012946433716160562,1.4928015879342649,0.3,-0.04235052089756032,0.04233380186855089,True,2.128057574409814,429.60769028244755,249.80354653827817,False,-0.04052792957783142,0.09176993295800283,0.03813832350784514,0.004534931418306118,2,0.03727928781881594,16.980972842848864,1.0,RNDRUSDT,,,,
recursive_grid_0days,0,0.002604455047341362,0.07618442419356346,True,2.98304742575272,146.77279681066548,311.28084544630445,True,0.010906051157069031,0.0134485593840621,0.006905579622790077,0.0052167673868495764,8,0.02239181606120736,1.56669053622814,0.3,-0.029503179137942537,0.045775712604030995,True,2.9100708533231536,636.3329648919536,1007.4328334513577,False,-0.038112657785284706,0.0907069497365252,0.05877683768126504,0.0017914528921712876,13,0.040250664256499535,17.395992936056178,1.0,SANDUSDT,,,,
recursive_grid_0days,0,0.0,0.0,True,0.4348833651529247,992.4220146675138,1198.797346013984,True,0.00128014809502413,0.007056408913928601,0.0031430018298840524,0.00598718349471009,12,0.03893893604506986,4.09072741564178,1.0,0.0,0.0,True,1.5711293121575305,1102.533011935786,1159.670713011878,True,-0.00039406516653839156,0.006250185809971405,0.004727095975296477,0.0029801108397235327,7,0.04911273095661961,1.0408346568183535,1.0,GMTUSDT,0.0,0.0,0.0,0.0
recursive_grid_0days,0,-0.0007964583660707548,0.08377629286458885,True,2.3723027345864236,403.12112948578476,302.0323576789232,True,0.002848731494333669,0.02581336294116997,0.0059093479459143465,0.004173823552099494,16,0.031638794920261566,1.9686502180776324,0.3,-0.0904367227538272,0.07670087382716037,True,1.6807870327450878,412.10173655254283,340.3406023785525,False,-0.033471213469503464,0.06831782118414477,0.03359292909444958,0.00399650014687945,10,0.012634064496759915,8.017645671591037,1.0,SUSHIUSDT,,,,
recursive_grid_0days,0,-0.007835560579468796,0.055172179543387226,True,2.3227866896158265,521.2746945234414,866.0273160693731,True,0.008538322195960787,0.03311221978719866,0.004026736296616055,0.00317256402266852,7,0.043021660904217066,1.4754212091250491,0.3,-0.01535250804215424,0.07316051294466076,True,0.43334536138841506,522.183267374334,1291.537551314162,False,-0.06309356347443777,0.047892133919267436,0.032809084904597906,0.005894157302103298,16,0.04188270836796774,32.64385100923843,1.0,LTCUSDT,,,,
recursive_grid_0days,0,0.0029923462649749807,0.02841017921415526,True,2.351727306116786,142.07022636864866,1362.0149781621465,True,-0.05984544253457682,0.011832697085837302,3.258535487250963e-05,0.002201055500836755,8,0.02862167849469212,4.77209537800166,1.0,0.0,0.04075945900832553,True,1.1404549840244773,1355.5495231062775,846.0439894134338,True,-0.0046426080373854,0.019032016019779902,0.013227242328960614,0.006446785827338818,11,0.030160044798955437,3.862030942834296,1.0,GALUSDT,,,,
