date,1INCHUSDT,AAVEUSDT,ADAUSDT,AGIXUSDT,ALGOUSDT,ALPHAUSDT,ANKRUSDT,APEUSDT,APTUSDT,ARUSDT,ATOMUSDT,AUDIOUSDT,AVAXUSDT,AXSUSDT,BNBUSDT,CHRUSDT,CHZUSDT,COMPUSDT,COTIUSDT,CRVUSDT,DOGEUSDT,DOTUSDT,DYDXUSDT,EGLDUSDT,ENJUSDT,ENSUSDT,EOSUSDT,ETCUSDT,FETUSDT,FTMUSDT,GALAUSDT,GALUSDT,GMTUSDT,GRTUSDT,HBARUSDT,HNTUSDT,HOTUSDT,IMXUSDT,INJUSDT,KAVAUSDT,KSMUSDT,LINKUSDT,LTCUSDT,MANAUSDT,MATICUSDT,NEARUSDT,OCEANUSDT,OMGUSDT,ONEUSDT,OPUSDT,RENUSDT,RNDRUSDT,ROSEUSDT,RSRUSDT,RUNEUSDT,SANDUSDT,SKLUSDT,SNXUSDT,SUSHIUSDT,SXPUSDT,THETAUSDT,TRXUSDT,UNIUSDT,VETUSDT,WAVESUSDT,WOOUSDT,XRPUSDT,XTZUSDT,ZECUSDT,ZILUSDT,ZRXUSDT
2020-02-08,,,10311.888058572,,,,,,,,10005.312971116002,,,,,,,,,,,,,,,,10178.028579799982,10976.168909929991,,,,,,,,,,,,,,10868.421129433997,10842.699708211996,,,,,,,,,,,,,,,,,,,10229.760277153977,,,,,11169.601335669995,10028.450613759998,10022.003964562,,
2020-02-09,,,10319.819625171998,,,,,,,,10017.551345218,,,,,,,,,,,,,,,,10181.840289299982,10982.103382341984,,,,,,,,,,,,,,10912.259872916,10854.839434347998,,,,,,,,,,,,,,,,,,,10236.624090527974,,,,,11179.878039285994,10028.450613759998,10030.351418456003,,
2020-02-10,,,10448.279322571998,,,,,,,,10023.662958466004,,,,,,,,,,,,,,,,10186.943210459984,10992.180343401982,,,,,,,,,,,,,,10947.951568690003,10886.521028556,,,,,,,,,,,,,,,,,,,10244.983137613975,,,,,11233.781916917991,10029.613241079996,10038.651695276005,,
2020-02-11,,,10456.538716291998,,,,,,,,10027.458624510004,,,,10001.644550640001,,,,,,,,,,,,10188.223479739985,10998.831681831974,,,,,,,,,,,,,,10952.040265006004,10898.722758482001,,,,,,,,,,,,,,,,,,,10250.700833863972,,,,,11245.08205310999,10029.613241079996,10044.652728846006,,
2020-02-12,,,10464.205240771997,,,,,,,,10029.098528718005,,,,10005.654431280003,,,,,,,,,,,,10192.098054419983,11000.979899891974,,,,,,,,,,,,,,10976.483240134003,10905.936040712,,,,,,,,,,,,,,,,,,,10258.343368095964,,,,,11250.15026569399,10029.613241079996,10049.428840738006,,
2020-02-13,,,10718.935277337992,,,,,,,,10045.583527718012,,,,10034.72958553,,,,,,,,,,,,10201.081974619983,11041.896780645971,,,,,,,,,,,,,,11280.431719874,11256.80812054,,,,,,,,,,,,,,,,,,,10311.006815401968,,,,,11411.164885111986,10092.334655479995,10064.953534686007,,
2020-02-14,,,10754.428933937992,,,,,,,,10055.895151214014,,,,10040.329229530002,,,,,,,,,,,,10206.24168049998,11050.857202339963,,,,,,,,,,,,,,11300.304312959996,11288.586727099997,,,,,,,,,,,,,,,,,,,10323.77589806396,,,,,11508.094177685987,10098.258997079996,10070.956303276005,,
2020-02-15,,,10754.390239792001,,,,,,,,10274.63282658201,,,,10113.976184268002,,,,,,,,,,,,10242.71490385998,11257.55994650796,,,,,,,,,,,,,,11564.731262507987,11335.823410913998,,,,,,,,,,,,,,,,,,,10350.374450259967,,10176.528625714796,,,11937.05677457,10214.745927060001,10113.162678786011,,
2020-02-16,,,11139.958477865994,,,,,,,,10340.749284920012,,,,10235.852811808,,,,,,,,,,,,10294.309616879984,11362.289414003957,,,,,,,,,,,,,,12020.970965555993,11580.386648550008,,,,,,,,,,,,,,,,,,,10492.619230491951,,10350.357574728005,,,12475.054498213996,10437.104140400004,10215.604857238013,,
2020-02-17,,,11369.065362757994,,,,,,,,10363.170432120009,,,,10276.935880641997,,,,,,,,,,,,10319.080598859988,11408.499290309941,,,,,,,,,,,,,,12657.544800165982,11660.023711282007,,,,,,,,,,,,,,,,,,,10515.660083379944,,10520.602886877994,,,12672.574470965998,10510.836221079999,10261.237298354017,,
2020-02-18,,,11425.303996021994,,,,,,,,10380.335724366001,,,,10283.510288706006,,,,,,,,,,,,10324.299132059989,11415.059847213945,,,,,,,,,,,,,,12712.595642009983,11694.024347794004,,,,,,,,,,,,,,,,,,,10531.156098089943,,10538.558543060599,,,12744.358763837998,10512.070738839999,10277.172727778012,,
2020-02-19,,,11696.48920225599,,,,,,,,10391.133692734003,,,,10393.024921920003,,,,,,,,,,,,10397.628161339988,11437.697912971948,,,,,,,,,,,,,,12848.398645992766,11828.07980728201,,,,,,,,,,,,,,,,,,,10556.844829877937,,10662.263030648002,,,12959.738908655996,10532.645177600001,10299.095956590008,,
2020-02-20,,,11847.606579791991,,,,,,,,10408.059661082001,,,,10414.155089473998,,,,,,,,,,,,10421.219742119985,11494.665342931945,,,,,,,,,,,,,,13215.736873519976,11977.671646656016,,,,,,,,,,,,,,,,,,,10569.724017869927,,10694.972047910804,,,13158.295867743995,10559.93075508,10338.86810173801,,
2020-02-21,,,11857.18777707199,,,,,,,,10412.90552421,,,,10423.912902994001,,,,,,,,,,,,10430.452339939984,11499.893386575943,,,,,,,,,,,,,,13248.615580065976,12024.318471036018,,,,,,,,,,,,,,,,,,,10576.58288248593,,10708.715034684808,,,13189.264842165998,10573.100190319998,10360.190763764009,,
2020-02-22,,,11896.573771791987,,,,,,,,10413.691988433999,,,,10428.149956774001,,,,,,,,,,,,10435.721510479983,11509.276218707942,,,,,,,,,,,,,,13295.183982517978,12057.677530258017,,,,,,,,,,,,,,,,,,,10578.568254943928,,10718.168597719612,,,13201.239500903996,10589.643398999999,10362.68593971201,,
2020-02-23,,,11896.573771791987,,,,,,,,10418.300519897999,,,,10428.979240214003,,,,,,,,,,,,10439.629056039983,11513.085760779944,,,,,,,,,,,,,,13305.051961589978,12064.380962422018,,,,,,,,,,,,,,,,,,,10584.197168519922,,10726.825614601008,,,13219.355912409996,10592.112387539997,10372.511703812008,,
2020-02-24,,,11956.097468931986,,,,,,,,10473.704480114002,,,,10441.936348551999,,,,,,,,,,,,10453.962760939983,11523.721469269944,,,,,,,,,,,,,,13542.942178209974,12135.684587394018,,,,,,,,,,,,,,,,,,,10606.585609295915,,10771.692144283008,,,13312.251341211995,10706.529751659993,10382.38488002201,,
2020-02-25,,,12019.452058031986,,,,,,,,10479.303143492005,,,,10468.904322243998,,,,,,,,,,,,10461.950385519982,11530.073163551942,,,,,,,,,,,,,,13898.080040301975,12185.272562650021,,,,,,,,,,,,,,,,,,,10613.384033257922,,10876.959050157804,,,13451.748877923996,10822.567696699994,10394.84476109201,,
2020-02-26,,,12018.962542851987,,,,,,,,10561.51912078201,,,,10576.555326446,,,,,,,,,,,,10522.752409739986,11560.004546017935,,,,,,,,,,,,,,14218.62885411998,12328.69919740002,,,,,,,,,,,,,,,,,,,10613.310624653923,,11085.356985808196,,,13901.980701108,10962.764829559996,10461.766715570007,,
2020-02-27,,,11490.138252394707,,,,,,,,10621.544534818,,,,10592.989649029996,,,,,,,,,,,,10538.68282353998,11556.188387441936,,,,,,,,,,,,,,14340.755428555975,12476.366426696022,,,,,,,,,,,,,,,,,,,10607.626013332061,,11182.070116885796,,,13952.898591656,10990.833827939996,10496.870729820013,,
2020-02-28,,,11051.709943166194,,,,,,,,10659.143398457993,,,,10618.318750862,,,,,,,,,,,,10559.84615453998,11578.750295523947,,,,,,,,,,,,,,14490.203462021971,12615.38325637602,,,,,,,,,,,,,,,,,,,10606.759029051665,,11245.111512350193,,,14050.344504056004,11032.053291259994,10546.798807544013,,
2020-02-29,,,10635.48180869398,,,,,,,,10664.733012249993,,,,10622.401125421997,,,,,,,,,,,,10566.550082779982,11583.709993741944,,,,,,,,,,,,,,14506.29653889597,12622.423775256022,,,,,,,,,,,,,,,,,,,10605.457060756282,,11254.325354691793,,,14056.716873574005,11033.348479579994,10548.068089200015,,
2020-03-01,,,10662.72427271398,,,,,,,,10685.404019167998,,,,10634.690387891997,,,,,,,,,,,,10569.209391219983,11590.143714213937,,,,,,,,,,,,,,14832.552939957968,12694.040046324017,,,,,,,,,,,,,,,,,,,10604.02376747358,,11277.635154679394,,,14093.332982574007,11048.454519639996,10568.158284208012,,
2020-03-02,,,10692.305925913979,,,,,,,,10687.960570799996,,,,10637.131709371994,,,,,,,,,,,,10573.176980979983,11590.841161509932,,,,,,,,,,,,,,14838.087532607968,12701.263474380015,,,,,,,,,,,,,,,,,,,10637.341015013924,,11317.206413921394,,,14124.52360771201,11056.393574519992,10573.242653512012,,
2020-03-03,,,10715.65846351398,,,,,,,,10699.847244941999,,,,10642.397780251995,,,,,,,,,,,,10578.539105099982,11596.97048189592,,,,,,,,,,,,,,14854.454069889971,12781.063330330018,,,,,,,,,,,,,,,,,,,10641.562062363924,,11343.574881714996,,,14124.39766545601,11066.788947619994,10579.62652643801,,
2020-03-04,,,10723.33329799398,,,,,,,,10703.299298806001,,,,10645.86421969199,,,,,,,,,,,,10579.891954659981,11616.630930761927,,,,,,,,,,,,,,14884.370193189972,12788.319341560018,,,,,,,,,,,,,,,,,,,10644.736817599922,,11363.568540146398,,,14152.855534270011,11066.788947619994,10582.12767718201,,
2020-03-05,,,10731.03013191398,,,,,,,,10705.880352598002,,,,10645.83064619199,,,,,,,,,,,,10582.570531399979,11617.600223623933,,,,,,,,,,,,,,14912.032676769975,12802.739181696019,,,,,,,,,,,,,,,,,,,10647.592610543923,,11372.698617661796,,,14152.72934207201,11066.766793219995,10592.238190996008,,
2020-03-06,,,10731.03013191398,,,,,,,,10708.398184898002,,,,10648.397259971991,,,,,,,,,,,,10585.265408519977,11624.979527817926,,,,,,,,,,,,,,14949.454909171976,12816.991681556021,,,,,,,,,,,,,,,,,,,10650.185518183922,,11389.747221913995,,,14165.965425758011,11071.935043879994,10597.267488202006,,
2020-03-07,,,10843.895212713984,,,,,,,,10712.626423646001,,,,10669.473242951992,,,,,,,,,,,,10587.937803039977,11629.669481789932,,,,,,,,,,,,,,15028.918471261979,12824.285260372022,,,,,,,,,,,,,,,,,,,10677.877281839928,,11458.389197753793,,,14165.839112900012,11077.433979519994,10597.221903688005,,
2020-03-08,,,10843.453669413984,,,,,,,,10711.928027246002,,,,10669.405988487992,,,,,,,,,,,,10591.85546161067,11715.743366271932,,,,,,,,,,,,,,15700.936563491985,12823.161173128023,,,,,,,,,,,,,,,,,,,10737.538256293928,,11684.204912506586,,,14165.364974288013,11238.586234759992,10597.085163098005,,
2020-03-09,,,10751.394516130087,,,,,,,,10682.386552347545,,,,10651.413955077569,,,,,,,,,,,,10591.67358451067,11751.793899277922,,,,,,,,,,,,,,16396.559079835988,12563.730650490566,,,,,,,,,,,,,,,,,,,10756.37215984393,,11900.300095454382,,,14022.427652165063,11427.899373119993,10597.085163098005,,
2020-03-10,,,9976.848533996494,,,,,,,,10650.899190120022,,,,10572.147246829316,,,,,,,,,,,,10563.332329399973,11761.392405291932,,,,,,,,,,,,,,16455.80518782399,12563.505685126567,,,,,,,,,,,,,,,,,,,10761.589165615926,,11923.995932436377,,,13609.90824165162,11430.597411119996,10597.085163098005,,
2020-03-11,,,9089.386790723967,,,,,,,,10598.347367954837,,,,10496.56465488792,,,,,,,,,,,,10577.847151339975,11787.519901899926,,,,,,,,,,,,,,16779.67134308,12006.22994432759,,,,,,,,,,,,,,,,,,,10766.943188309926,,12096.699717901782,,,12593.612859768005,11479.543820779998,10597.085163098005,,
2020-03-12,,,9089.276610363968,,,,,,,,0.01,,,,10407.87397700185,,,,,,,,,,,,10577.813843339974,11806.75870059792,,,,,,,,,,,,,,17848.36736506003,11776.799886646624,,,,,,,,,,,,,,,,,,,10766.900065453927,,12240.87071030198,,,12999.100869655998,11717.921861780002,0.01,,
2020-03-13,,,0.01,,,,,,,,0.01,,,,10407.87397700185,,,,,,,,,,,,10464.055013459541,11736.295000589846,,,,,,,,,,,,,,0.01,11776.799886646624,,,,,,,,,,,,,,,,,,,0.01,,0.01,,,12633.700963221212,0.01,0.01,,
2020-03-14,,,0.01,,,,,,,,0.01,,,,10407.87397700185,,,,,,,,,,,,9041.647993887696,10513.290150905837,,,,,,,,,,,,,,0.01,11776.799886646624,,,,,,,,,,,,,,,,,,,0.01,,0.01,,,11693.821063460084,0.01,0.01,,
2020-03-15,,,0.01,,,,,,,,0.01,,,,10407.87397700185,,,,,,,,,,,,8169.196909175272,9907.34003371118,,,,,,,,,,,,,,0.01,11776.799886646624,,,,,,,,,,,,,,,,,,,0.01,,0.01,,,10081.569115255495,0.01,0.01,,
2020-03-16,,,0.01,,,,,,,,0.01,,,,10407.87397700185,,,,,,,,,,,,7944.792273681355,9659.806392599918,,,,,,,,,,,,,,0.01,11776.799886646624,,,,,,,,,,,,,,,,,,,0.01,,0.01,,,10375.757252956002,0.01,0.01,,
2020-03-17,,,0.01,,,,,,,,0.01,,,,10407.87397700185,,,,,,,,,,,,7644.249836139977,9682.792011995905,,,,,,,,,,,,,,0.01,11776.799886646624,,,,,,,,,,,,,,,,,,,0.01,,0.01,,,10415.644623380002,0.01,0.01,,
2020-03-18,,,0.01,,,,,,,,0.01,,,,10407.87397700185,,,,,,,,,,,,7656.149331699979,9699.93809290993,,,,,,,,,,,,,,0.01,11776.799886646624,,,,,,,,,,,,,,,,,,,0.01,,0.01,,,10490.548676494,0.01,0.01,,
2020-03-19,,,0.01,,,,,,,,0.01,,,,10407.87397700185,,,,,,,,,,,,7657.137909899979,9700.14691308193,,,,,,,,,,,,,,0.01,11776.799886646624,,,,,,,,,,,,,,,,,,,0.01,,0.01,,,10495.503609805999,0.01,0.01,,
2020-03-20,,,0.01,,,,,,,,0.01,,,,10407.87397700185,,,,,,,,,,,,7709.988754619981,9729.913505423925,,,,,,,,,,,,,,0.01,11776.799886646624,,,,,,,,,,,,,,,,,,,0.01,,0.01,,,10787.576354457991,0.01,0.01,,
2020-03-21,,,0.01,,,,,,,,0.01,,,,10407.87397700185,,,,,,,,,,,,7722.767745119979,9743.22569734593,,,,,,,,,,,,,,0.01,11776.799886646624,,,,,,,,,,,,,,,,,,,0.01,,0.01,,,10870.360893265988,0.01,0.01,,
2020-03-22,,,0.01,,,,,,,,0.01,,,,10407.87397700185,,,,,,,,,,,,7733.512791999978,9772.129033133937,,,,,,,,,,,,,,0.01,11776.799886646624,,,,,,,,,,,,,,,,,,,0.01,,0.01,,,10981.190529895986,0.01,0.01,,
2020-03-23,,,0.01,,,,,,,,0.01,,,,10407.87397700185,,,,,,,,,,,,7743.281419219977,9778.11947998393,,,,,,,,,,,,,,0.01,11776.799886646624,,,,,,,,,,,,,,,,,,,0.01,,0.01,,,11050.479599891984,0.01,0.01,,
2020-03-24,,,0.01,,,,,,,,0.01,,,,10407.87397700185,,,,,,,,,,,,7747.2934960199755,9784.866657467926,,,,,,,,,,,,,,0.01,11776.799886646624,,,,,,,,,,,,,,,,,,,0.01,,0.01,,,11075.804453591983,0.01,0.01,,
2020-03-25,,,0.01,,,,,,,,0.01,,,,10407.87397700185,,,,,,,,,,,,7750.216086459976,9796.955621547919,,,,,,,,,,,,,,0.01,11776.799886646624,,,,,,,,,,,,,,,,,,,0.01,,0.01,,,11097.256326709981,0.01,0.01,,
