date,1000BONKUSDT,1000FLOKIUSDT,1000LUNCUSDT,1000PEPEUSDT,1000RATSUSDT,1000SATSUSDT,1000SHIBUSDT,1000XECUSDT,1INCHUSDT,AAVEUSDT,ACEUSDT,ACHUSDT,ADAUSDT,AGIXUSDT,AGLDUSDT,AIUSDT,ALGOUSDT,ALICEUSDT,ALPHAUSDT,ALTUSDT,AMBUSDT,ANKRUSDT,ANTUSDT,APEUSDT,API3USDT,ARBUSDT,ARKMUSDT,ARKUSDT,ARPAUSDT,ARUSDT,ASTRUSDT,ATAUSDT,AUCTIONUSDT,AVAXUSDT,AXLUSDT,BADGERUSDT,BAKEUSDT,BALUSDT,BANDUSDT,BATUSDT,BCHUSDT,BEAMXUSDT,BELUSDT,BICOUSDT,BIGTIMEUSDT,BLUEBIRDUSDT,BLURUSDT,BLZUSDT,BNBUSDT,BNTUSDT,BNXUSDT,BONDUSDT,BSVUSDT,BTCDOMUSDT,BTCUSDT,C98USDT,CAKEUSDT,CELOUSDT,CELRUSDT,CFXUSDT,CHRUSDT,CHZUSDT,CKBUSDT,COMBOUSDT,COMPUSDT,COTIUSDT,CRVUSDT,CTKUSDT,CTSIUSDT,CVXUSDT,CYBERUSDT,DARUSDT,DASHUSDT,DEFIUSDT,DENTUSDT,DGBUSDT,DODOXUSDT,DOGEUSDT,DOTUSDT,DUSKUSDT,DYDXUSDT,DYMUSDT,EDUUSDT,EGLDUSDT,EOSUSDT,ETCUSDT,ETHUSDT,ETHWUSDT,FETUSDT,FILUSDT,FLMUSDT,FLOWUSDT,FOOTBALLUSDT,FRONTUSDT,FTMUSDT,FXSUSDT,GALAUSDT,GALUSDT,GASUSDT,GLMRUSDT,GLMUSDT,GMTUSDT,GMXUSDT,GRTUSDT,GTCUSDT,HBARUSDT,HFTUSDT,HIFIUSDT,HIGHUSDT,HOOKUSDT,HOTUSDT,ICPUSDT,ICXUSDT,IDEXUSDT,IDUSDT,ILVUSDT,IMXUSDT,INJUSDT,IOSTUSDT,IOTAUSDT,IOTXUSDT,JASMYUSDT,JOEUSDT,JTOUSDT,JUPUSDT,KASUSDT,KAVAUSDT,KEYUSDT,KLAYUSDT,KNCUSDT,KSMUSDT,LDOUSDT,LEVERUSDT,LINAUSDT,LINKUSDT,LITUSDT,LOOMUSDT,LPTUSDT,LQTYUSDT,LRCUSDT,LSKUSDT,LUNA2USDT,MAGICUSDT,MANAUSDT,MANTAUSDT,MASKUSDT,MATICUSDT,MAVIAUSDT,MAVUSDT,MBLUSDT,MDTUSDT,MEMEUSDT,MINAUSDT,MKRUSDT,MOVRUSDT,MTLUSDT,MYROUSDT,NEARUSDT,NEOUSDT,NFPUSDT,NKNUSDT,NMRUSDT,NTRNUSDT,OCEANUSDT,OGNUSDT,OMGUSDT,OMUSDT,ONDOUSDT,ONGUSDT,ONTUSDT,OPUSDT,ORBSUSDT,ORDIUSDT,OXTUSDT,PENDLEUSDT,PEOPLEUSDT,PERPUSDT,PHBUSDT,PIXELUSDT,POLYXUSDT,PORTALUSDT,POWRUSDT,PYTHUSDT,QNTUSDT,QTUMUSDT,RADUSDT,RDNTUSDT,REEFUSDT,RENUSDT,RIFUSDT,RLCUSDT,RNDRUSDT,RONINUSDT,ROSEUSDT,RSRUSDT,RUNEUSDT,RVNUSDT,SANDUSDT,SEIUSDT,SFPUSDT,SKLUSDT,SLPUSDT,SNTUSDT,SNXUSDT,SOLUSDT,SPELLUSDT,SSVUSDT,STEEMUSDT,STGUSDT,STMXUSDT,STORJUSDT,STPTUSDT,STRAXUSDT,STRKUSDT,STXUSDT,SUIUSDT,SUPERUSDT,SUSHIUSDT,SXPUSDT,THETAUSDT,TIAUSDT,TLMUSDT,TOKENUSDT,TONUSDT,TRBUSDT,TRUUSDT,TRXUSDT,TUSDT,TWTUSDT,UMAUSDT,UNFIUSDT,UNIUSDT,USDCUSDT,USTCUSDT,VETUSDT,WAVESUSDT,WAXPUSDT,WIFUSDT,WLDUSDT,XAIUSDT,XEMUSDT,XLMUSDT,XMRUSDT,XRPUSDT,XTZUSDT,XVGUSDT,XVSUSDT,YFIUSDT,YGGUSDT,ZECUSDT,ZENUSDT,ZETAUSDT,ZILUSDT,ZRXUSDT
2021-08-13,,,,,,,10423.120753503197,,15838.89852424004,21006.09195778016,,,11459.616208246403,,,,25838.75057087402,17498.165253579984,13676.652388791998,,,15490.754862750196,,,,,,,,,,,,16175.69677494007,,,11127.190333459957,18608.83693939998,20035.322581002027,21877.496398638108,12790.238579664005,,12470.486075491963,,,,,19879.095695681975,16978.291346482056,,,,,10137.810874700015,11766.394199721928,,,,18021.177952374,,18219.185436799995,16617.619910367986,,,15904.064255914032,12770.209183179983,20129.171180479938,23895.438168789802,,,,,15768.089692056055,26970.45681712005,13640.588010901183,14382.80152230199,,39526.318672060064,0.01,,,,,17556.21560159992,23515.84160311984,21406.108535553783,20012.95986924788,,,14608.049926079937,22461.60619268,,,,23097.175309508464,,,,,,,,,29294.350840294082,10366.875753439957,16504.614671658004,,,,,16481.422840888557,,16714.61015213993,,,,,,20200.739071022508,21046.869941815934,10016.309937676002,,,,,,25519.633633432095,,,26148.183962525898,19642.914862300193,,,11444.348609594008,46518.77078388985,15558.402792630435,,,,13634.24127966205,,,,16154.012189899953,,,25829.837859578034,,,,,,,17998.012040023954,,11374.193861120055,,13253.404164320002,33512.75104826009,,12396.513218531982,,,20909.54615197799,13389.746265960059,25819.85210650391,,,,29012.240472987945,,,,,,,,,,,,,,,22125.250407699863,,,20739.527969356783,16017.570507073982,,31920.35166320002,,,,29350.83239859806,13750.892683039849,14656.629801022034,26518.203980059974,,17649.21158783997,15444.030835132051,,,17772.984788820042,17563.56212628003,,,,,17925.17288407395,17562.55073801999,,,,,,,54574.32587807994,12603.632988062145,11273.400740406096,,,,,16077.611789919907,,15304.053626783936,,,,62113.931366420264,15076.930496059938,,,38298.1497449239,11120.043289706,,,,,17387.13956116,39756.60930627588,30619.729870336247,11541.465457849987,35613.78740447976,,,30653.009636000123,,21200.872137616083,22280.432743079986,,25356.04240214795,19290.922707340043
2021-08-14,,,,,,,10428.228682251605,,15845.973515660045,21010.432405780168,,,11463.453765746393,,,,25864.842669774025,17516.32324657998,13679.333437881998,,,15510.711787604196,,,,,,,,,,,,16200.67630754007,,,11131.330550519953,18615.06452641998,20041.958873922027,21891.298367958105,12796.658542416006,,12485.417665051962,,,,,19895.720131129976,16987.70038380207,,,,,10139.399001760014,11769.649029661927,,,,18154.146028256007,,18227.154198859993,16643.344325023987,,,15923.912004804031,12864.622764923985,20147.611217819933,23926.85743644981,,,,,15786.704167806054,26997.851686660055,13918.61964315479,14416.203543109988,,39554.41188965006,0.01,,,,,17567.03726619992,23642.585403955494,21431.43273093779,20020.85120577388,,,14619.711394619933,22464.01102626,,,,23110.70233435647,,,,,,,,,29350.437405110086,10370.356225699958,16693.51820349601,,,,,16507.55671182316,,16726.247543779926,,,,,,20211.673556693524,21087.133049345925,10020.713262692001,,,,,,25550.43765421209,,,26167.795464065905,19653.162274500195,,,11452.50509043801,46598.10252639785,15558.402792630435,,,,13634.24127966205,,,,16167.231819979954,,,25847.494621298036,,,,,,,18015.811469943954,,11394.269459160061,,13255.070379920002,33743.9349430161,,12414.728122773979,,,20984.23016337799,13445.207747160046,25837.229543579902,,,,29116.625811099948,,,,,,,,,,,,,,,22125.250407699863,,,20783.48757394559,16027.78308804798,,32044.829759818018,,,,29372.680868830263,13754.92544683985,14676.672922724025,26533.03147929997,,17657.822412359972,15485.573673128047,,,17791.052798140052,17565.33360868003,,,,,17960.387195767948,17572.099232079985,,,,,,,54638.54279613994,12603.632988062145,11276.678486490098,,,,,16094.50889707991,,15316.279499255936,,,,62113.931366420264,15089.055340059938,,,38601.6908820347,11130.076494421994,,,,,17450.415460959997,39969.32822914388,30642.147596034247,11549.784149649991,35638.477564219764,,,30662.237937400125,,21223.93811291408,22309.830160239984,,25439.784658127955,19367.282151248044
2021-08-15,,,,,,,10429.315700685205,,15851.271204400044,21013.835848980165,,,11464.453705906384,,,,25878.992506218023,17528.45286709998,13690.069607151989,,,15530.587924932197,,,,,,,,,,,,16203.513319740072,,,11150.027383599921,18630.302569919975,20050.005639436025,21902.576732384114,12804.476104606005,,12491.036119691964,,,,,19923.610866639978,16989.55363780207,,,,,10140.193554080013,11770.90242570192,,,,18168.85265115201,,18227.058175799993,16658.04425703799,,,15927.869844068031,12871.435682095984,20150.922475499934,23951.595314169797,,,,,15795.281422912056,27009.90013788006,13936.789035246195,14427.125603159984,,39809.20221290008,0.01,,,,,17570.569028199916,23676.425750119823,21587.02915651981,20022.536355301883,,,14624.101106059936,22499.452348540006,,,,23121.822388656467,,,,,,,,,29367.649445304087,10373.571528419958,16721.371693573994,,,,,16522.946805875763,,16732.122939699922,,,,,,20252.669291191123,21093.697278785927,10026.009595918005,,,,,,25634.31730879409,,,26185.6038759859,19659.562119900194,,,11471.79897555601,46612.08279888785,15558.402792630435,,,,13650.620806102052,,,,16175.711782899954,,,25859.051488658035,,,,,,,18020.29861834396,,11401.49533306006,,13255.042343120002,33777.57891682208,,12429.810641649976,,,21051.40663943799,13464.387965900036,25845.915193425903,,,,29135.26731123995,,,,,,,,,,,,,,,22267.394138279862,,,20793.75523187399,16041.129103779984,,32072.111945506014,,,,29382.02665142506,13775.720323439848,14679.126748388022,26571.147397925975,,17670.146649399972,15493.098864900048,,,17809.646104680043,17659.55767228003,,,,,17970.575157507945,17584.879289899985,,,,,,,54665.87329597994,12603.632988062145,11277.5175445601,,,,,16097.816644079909,,15321.02643816394,,,,62113.931366420264,15090.376408859938,,,38704.84090689572,11132.900013931994,,,,,17482.494454399988,40173.248437335904,30649.319078000248,11555.095563864,35676.43564973977,,,30669.66666160013,,21245.51061967608,22317.267699919983,,25455.03111362395,19374.510725124044
2021-08-16,,,,,,,10435.668423808602,,15879.075612260043,21101.65261878016,,,11465.184113826384,,,,25941.88156339403,17567.033782299986,13693.654782803987,,,15539.147701718199,,,,,,,,,,,,16283.717474340074,,,11156.171570899916,18658.37891837998,20113.107159956027,21935.45031040012,12805.719817234005,,12496.662284771965,,,,,19938.837370819983,17038.494377902072,,,,,10141.783207080014,11772.295032321914,,,,18194.62808741601,,18227.058175799993,16669.081735713986,,,15955.085339844029,12891.301400269986,20167.449072859938,23983.50202088979,,,,,15801.240083978057,27268.445836640065,13940.57338449619,14465.99067194598,,39834.185896376075,0.01,,,,,17579.22270019991,23778.363459479824,21604.86234356582,20027.840236937885,,,14633.779156919938,22525.031918680008,,,,23274.481659572466,,,,,,,,,29410.014562146087,10377.196740339965,16747.78529579399,,,,,16543.708344751358,,16761.839855599923,,,,,,20268.387297134734,21119.538888399922,10044.257434081996,,,,,,25674.81458959409,,,26215.931158265903,19753.11655370019,,,11478.244495314008,46929.865993587846,15558.402792630435,,,,13670.814500430055,,,,16222.91257147996,,,25914.33058873804,,,,,,,18027.946724983958,,11404.693755060063,,13268.134166720003,33989.38087834011,,12438.873330037977,,,21163.293550918,13494.822519860028,25884.13933048791,,,,29221.60758133995,,,,,,,,,,,,,,,22310.52185171986,,,20834.38864687979,16049.766024579982,,32196.90123104001,,,,29548.054320772673,13788.993391239841,14725.388126068017,26586.367836805977,,18041.870293879972,15511.002694238048,,,17819.377368800036,17867.725786480027,,,,,18122.609863695936,17645.11056746,,,,,,,54991.90711125994,12648.659636198152,11280.101029498106,,,,,16114.597624319902,,15326.674727107946,,,,62113.931366420264,15098.843894059939,,,38789.874351477316,11134.322795865992,,,,,17629.37260815999,40210.18405314592,30689.843241716255,11557.895859690001,35751.07343519976,,,30827.450983600123,,21277.71735807408,22317.09120231998,,25479.84685519596,19394.232571584045
2021-08-17,,,,,,,10438.623701627006,,15914.717673160067,21120.239871180158,,,11466.940082226378,,,,25950.66115039803,17609.64162693998,13697.232827641988,,,15556.192367112199,,,,,,,,,,,,16480.613367940077,,,11158.889572519904,18695.25184151997,20141.776701804032,21945.887398226114,12808.820634464004,,12507.290445591962,,,,,19959.60170873598,17041.06893528207,,,,,10142.981481140014,11773.008125601915,,,,18200.461747446014,,18498.267653820007,16691.229870353982,,,15974.94885383203,12955.024828691989,20176.754351419935,23983.42063078979,,,,,15807.851718224058,27308.55055968006,13957.507076044185,14481.300202339979,,39852.526221468084,0.01,,,,,17611.282380399916,23787.564232919816,21611.497787427823,20032.320149449883,,,14643.764968199937,22538.397688540015,,,,23387.791067698476,,,,,,,,,29799.9634019801,10380.124618499962,16752.74870415599,,,,,16546.39690195456,,16768.312134419928,,,,,,20276.513237949526,21121.759700901923,10049.359180487996,,,,,,25740.9745687401,,,26223.045939265903,19790.702141500195,,,11487.251626014007,47045.861300689845,15558.402792630435,,,,13677.989803470058,,,,16234.81570623996,,,25937.85574553804,,,,,,,18032.971034643964,,11404.693755060063,,13306.84806264,34010.0974910361,,12450.97129591998,,,21238.732019808,13501.528322820035,25899.336665977913,,,,29238.23365870796,,,,,,,,,,,,,,,22329.82407735986,,,20844.681316651993,16170.058469807978,,32322.217451370012,,,,29579.467873430076,13800.053635839833,14753.050263678017,26621.245026235993,,18070.030049039975,15524.009104498056,,,17831.90820462003,18021.91551628002,,,,,18166.621163233936,17647.46369194,,,,,,,55329.33035715994,12651.067307604158,11281.884712056111,,,,,16130.067294659899,,15327.394786423947,,,,62113.931366420264,15104.20947245994,,,38799.051824342714,11137.875404145998,,,,,17634.336413799985,40231.262072879916,30699.18088891026,11560.289009279995,35778.26673807976,,,30841.66850560013,,21305.209022858093,22361.94407077998,,25499.058524419954,19415.985847096046
2021-08-18,,,,,,,10440.067410493803,,15937.249289320065,21129.78448658015,,,11470.787152786383,,,,25981.352366584033,17615.73319629998,13699.912961649985,,,15570.4415885822,,,,,,,,,,,,16683.91140494008,,,11162.1553195799,18697.932987519973,20154.733205050034,21950.65205713611,12813.161996330005,,12511.58999213196,,,,,19976.12725700199,17041.806606242073,,,,,10147.947705820015,11774.576380101915,,,,18208.68828086201,,18508.461425260004,16705.975279895978,,,15978.92246477203,12967.028778921991,20188.41220271993,24111.820017149792,,,,,15824.41854792205,27323.58476830006,13969.660443054983,14505.511799201982,,39920.01807678006,0.01,,,,,17625.137007999914,23793.82089905982,21624.20130645183,20034.854886049885,,,14643.764968199937,22549.31993822001,,,,23425.030749274483,,,,,,,,,29853.416819630103,10381.836583839964,16755.72882840199,,,,,16557.19922976276,,16770.81103355993,,,,,,20282.132684582324,21138.404736985925,10057.134518414,,,,,,25769.419618192103,,,26233.709888465903,19821.724178500197,,,11488.965305246009,47074.10780916785,15558.402792630435,,,,13683.352820770058,,,,16238.204266599958,,,25948.060075758043,,,,,,,18039.75294338396,,11408.696906920066,,13355.887222820005,34015.13529671409,,12457.02023404598,,,21291.524170508,13506.79993256003,25902.236270135912,,,,29243.773350719955,,,,,,,,,,,,,,,22378.055420839883,,,20869.246217343192,16203.851363357977,,32418.364170544017,,,,29585.73959537788,13802.71947483983,14770.840991004014,26633.517840636003,,18085.660961419977,15536.08195702606,,,17839.380109340054,18130.178837480013,,,,,18184.491362093937,17651.404592900002,,,,,,,55440.64353489993,12653.233863730158,11282.354836924109,,,,,16140.727495859895,,15328.101037091948,,,,62113.931366420264,15108.72910245994,,,38881.24642255272,11141.877994164002,,,,,17636.00838339998,40252.34860667592,30707.470466382256,11562.501194427996,35795.30212267975,,,30846.53436480013,,21321.06464525609,22369.39093285998,,25508.593469793956,19419.608016988044
2021-08-19,,,,,,,10440.632246073003,,15972.48047962008,21141.56889378015,,,11478.21724638637,,,,26147.324421538036,17664.950046759972,13707.97230960198,,,15579.0173672082,,,,,,,,,,,,16885.435949140094,,,11164.846711419901,18703.252700599973,20174.36312485003,21954.500191014107,12815.639303994007,,12517.241512131955,,,,,19986.50623962399,17088.625360842077,,,,,10148.344874460014,11777.429562381913,,,,18222.28574850001,,18548.725039080004,16724.440261405987,,,15986.873124824031,12990.51644790799,20194.91953635992,24263.98394672976,,,,,15830.380711602049,27345.01957464006,14058.161486462972,14539.352786079982,,39936.69735039206,0.01,,,,,17628.740074799913,23804.931482599826,21636.91263960383,20034.824044207886,,,14643.721574919937,22551.724982880016,,,,23532.11809165448,,,,,,,,,29925.786202656105,10386.23309007997,16783.852841921984,,,,,16562.622267945157,,16778.291439939923,,,,,,20297.336582325926,21139.508480285924,10070.708731473993,,,,,,25781.621861200103,,,26248.0127316859,19843.345965300196,,,11495.434256904009,47149.884257499856,15558.402792630435,,,,13693.997020410057,,,,16239.910046319957,,,25990.11993811804,,,,,,,18051.063153543953,,11416.761645260067,,13386.54262402,34064.019518615794,,12469.133835621982,,,21367.036649634003,13513.130003800037,25984.868360965917,,,,29254.86186112595,,,,,,,,,,,,,,,22389.550774619896,,,20886.95652168159,16208.670396249969,,32464.36370426402,,,,29592.015026187877,13812.205423039828,14782.65703382401,26645.887782036007,,18241.04387889997,15545.140026260062,,,17879.547283600037,18154.795285880024,,,,,18190.712020109935,17663.44456294001,,,,,,,55629.64011554165,12654.264926058157,11284.362196354115,,,,,16149.745081299892,,15331.989851567952,,,,62113.931366420264,15111.655214459939,,,38892.698440821514,11143.047452700002,,,,,17644.142256959985,40329.40706914395,30712.90375309626,11565.014320489996,35834.01895791975,,,30846.47520480013,,21335.525981236096,22384.325735459985,,25525.65283075796,19430.487756922044
2021-08-20,,,,,,,10441.973950877198,,15998.866245360081,21231.692735380155,,,11480.828049266363,,,,26254.896495040033,17664.81148407997,13707.83797025998,,,15578.8301052522,,,,,,,,,,,,16969.149886740095,,,11173.968762019902,18755.42740377998,20205.567923346036,21956.33134245827,12815.551879352008,,12517.172361191955,,,,,20049.320786041993,17153.094032622063,,,,,10149.139450060014,11780.224214781912,,,,18293.89882941402,,18579.914748940006,16724.239586283988,,,15986.657626876031,13017.85839901399,20193.390247399922,24375.376732949753,,,,,15868.196659660049,27343.80057594006,14083.860238784171,14538.990367413982,,39969.79342581404,0.01,,,,,17650.502335599922,23855.257736019827,21665.506898835833,20056.61351358415,,,14653.746398099942,22711.687413020016,,,,23587.688596880485,,,,,,,,,29919.801402928104,10386.157397919971,16807.490897173993,,,,,16642.657540088163,,16777.793578819925,,,,,,20310.46725222193,21226.58591416392,10075.039719173996,,,,,,25823.579401764106,,,26418.5634558459,19988.428600700205,,,11495.434256904009,47228.64424143186,15558.402792630435,,,,13693.912380970058,,,,16273.954683439959,,,26041.721605978048,,,,,,,18061.98483150394,,11418.377647700068,,13399.923236419994,34276.9062732341,,12468.983612585982,,,21366.521663394004,13536.443648720031,26062.746605103923,,,,29253.69873126395,,,,,,,,,,,,,,,22447.877807839894,,,20885.43325202639,16240.65642270997,,32697.707456508015,,,,29854.35899982601,13816.270395839825,14801.039670926002,26655.986759056002,,18240.94482711997,15555.53624425606,,,17899.66839948002,18173.50485028002,,,,,18225.215480287934,17719.238267900007,,,,,,,55939.40815877994,12653.774009772156,11286.003093384123,,,,,16159.978888299891,,15335.919728041952,,,,62113.931366420264,15111.410332059939,,,39184.77071378934,11144.779445210002,,,,,17698.69914887998,40382.07592705195,30863.824195232246,11568.872251483996,35942.03610825975,,,30997.635590800128,,21334.997787792097,22383.522359699982,,25579.494939111963,19430.213836468047
2021-08-21,,,,,,,10443.504174086595,,16003.361398040086,21235.118844180153,,,11482.706262226367,,,,26330.19810464603,17664.584259879975,13722.437920253979,,,15578.8301052522,,,,,,,,,,,,17018.732950936006,,,11179.909800319887,18785.96899495998,20241.114120940038,22058.9188169441,12815.551879352008,,12551.212416911958,,,,,20082.975128948,17158.29809374206,,,,,10149.101262440015,11780.975473755916,,,,18317.426522748017,,18793.835201840007,16724.15831262399,,,16022.185154982033,13110.527240429992,20366.632073159915,24499.994267189755,,,,,15881.111628612041,27343.80057594006,14086.24963526057,14537.915769049981,,39979.81877931403,0.01,,,,,17662.659178599915,23880.816518479816,21680.908876541827,20085.101565763885,,,14660.985834459942,22742.640521440007,,,,23647.13529844248,,,,,,,,,30069.137402652097,10391.269487679976,16822.491122694,,,,,16653.54717217116,,16940.00109467992,,,,,,20337.996586111934,21240.049065571915,10082.37805539599,,,,,,26050.761053510098,,,26456.3510054459,20003.500690300207,,,11495.434256904009,47259.97478855786,15558.402792630435,,,,13710.383696190058,,,,16391.059430219968,,,26105.153007838053,,,,,,,18072.865522863933,,11418.377647700068,,13409.681067199994,34322.66479679611,,12468.663443103982,,,21364.655996253998,13571.673944960026,26100.756728389915,,,,29253.69873126395,,,,,,,,,,,,,,,22481.7035226599,,,21130.01827396159,16251.635479879966,,32734.81271925202,,,,29989.043328483687,13891.047410839832,14808.383239991996,26825.55848623201,,18307.423592379964,15568.57766319606,,,17954.346330780038,18186.468079480022,,,,,18271.314884611926,17723.79858604001,,,,,,,56014.582369339936,12653.774009772156,11287.645043530132,,,,,16178.488802019889,,15338.989035891953,,,,62113.931366420264,15141.772876059938,,,39200.65806110296,11149.16252606799,,,,,17726.327972379982,40404.640797343935,30891.946466332243,11570.21233398799,35976.59264151976,,,31006.551193200135,,21386.671479236105,22383.16218221998,,25606.512442751966,19483.129549280045
2021-08-22,,,,,,,10444.168188342195,,16010.165703400087,21237.649230580155,,,11485.43528516637,,,,26356.82021628003,17748.206233299978,13745.867592971974,,,15587.5882620222,,,,,,,,,,,,17152.934115140095,,,11211.791129499881,18788.66208295998,20293.43927120004,22165.741519492105,12821.454684660008,,12555.442442111958,,,,,20109.806000003995,17159.82384766207,,,,,10149.081564440015,11782.294225875918,,,,18380.09961813401,,18797.948830880006,16782.484570135985,,,16034.136649148033,13148.63306342799,20376.088206399916,24542.997958749766,,,,,15883.778218722042,27343.80057594006,14093.767737139568,14537.915769049981,,39981.48682019803,0.01,,,,,17665.053472599917,23889.004108919817,21686.234627581816,20085.959815747883,,,14660.985834459942,22773.579322319998,,,,23691.745126138485,,,,,,,,,30254.7921346701,10394.889458019976,16830.345989454,,,,,16679.961004561363,,16955.54684229992,,,,,,20385.139710005365,21268.481861105916,10084.057795081988,,,,,,26309.874068950103,,,26479.821172985892,20012.7635295002,,,11533.88256692601,47274.155862425854,15558.402792630435,,,,13710.298987310058,,,,16399.58022733998,,,26117.357560638055,,,,,,,18077.362080343933,,11423.19259226007,,13550.675448999997,34327.74937023612,,12513.407999663981,,,21364.655996253998,13589.640137560024,26113.140799793913,,,,29421.66836634395,,,,,,,,,,,,,,,22489.416742339905,,,21133.50114647079,16256.30465068395,,32901.318810742014,,,,29986.034374621486,13896.295202439831,14813.307125565996,26855.43389959201,,18316.37698447996,15620.900165836061,,,17960.805834720024,18189.00536688003,,,,,18306.82928214393,17728.465645240012,,,,,,,56033.28399605994,12665.045682934155,11288.816716452135,,,,,16182.724129319888,,15340.177040811956,,,,62113.931366420264,15144.333891259937,,,39202.926947662956,11151.84728608999,,,,,17729.62756979998,40451.67831318793,31015.98132053624,11570.801101511996,35995.672743299765,,,31012.027665600133,,21405.49948504811,22478.88640265998,,25639.209737223955,19502.97740328805
2021-08-23,,,,,,,10444.836702922197,,16015.441708560087,21243.38461498015,,,11488.986697566375,,,,26361.286815480034,17833.434741939975,13762.052276623974,,,15604.7541148182,,,,,,,,,,,,17293.3517981401,,,11222.324401639871,18807.717377999983,20308.31937399804,22218.088624300104,12822.696494432008,,12559.681973171957,,,,,20128.361249061985,17216.183507642065,,,,,10152.140981860015,11782.995133175917,,,,18427.871030946015,,18830.989162600006,16789.893420299984,,,16034.073700232033,13163.75453983399,20412.629360279916,24587.822002069766,,,,,15883.531701020043,27343.80057594006,14097.519269322569,14536.44541459198,,39988.19430829603,0.01,,,,,17671.136956199916,23915.07793227982,21690.994378965817,20097.125173257886,,,14660.472760939942,22903.901050379995,,,,23708.34349445848,,,,,,,,,30309.163356080102,10399.771770099975,16931.214135634007,,,,,16700.900830500963,,16985.580515479924,,,,,,20467.909814471757,21291.410399243912,10084.057795081988,,,,,,26377.3268104861,,,26537.43076550588,20021.755986100197,,,11539.496173128011,47340.756985017855,15558.402792630435,,,,13710.298987310058,,,,16421.083837539987,,,26133.30375567805,,,,,,,18095.81125118393,,11435.255608420068,,13562.652082599998,34458.971158190136,,12513.307718711982,,,21364.655996253998,13599.00567056002,26464.219022941903,,,,29503.07324601595,,,,,,,,,,,,,,,22519.556554839914,,,21360.630056116395,16279.598511447943,,32977.91104735002,,,,29986.034374621486,13918.67143343983,14871.455673819994,26898.334521944013,,18408.117883919964,15637.03410397806,,,17973.614133480016,18194.51345748003,,,,,18502.376515185948,17751.229659460012,,,,,,,56089.697654859934,12665.005309018155,11289.285857016137,,,,,16186.067971539887,,15344.092981945954,,,,62113.931366420264,15144.288125659938,,,39229.105894286564,11156.260816777987,,,,,17788.47134347998,40488.914661059905,31226.393401034224,11571.781644619996,36221.44800055976,,,31021.33701620014,,21433.0025565001,22511.171330659978,,25747.43594134796,19526.930282674053
2021-08-24,,,,,,,10444.970331367396,,16017.619016740091,21246.706262980148,,,11491.16609634638,,,,26370.21677209603,17999.002647899975,13768.34434756397,,,15610.4828159102,,,,,,,,,,,,17446.977360140092,,,11224.498557899871,18810.413121599988,20316.677010028037,22230.733701534104,12824.559900620006,,12572.562039471957,,,,,20143.117810067994,17218.06663218206,,,,,10153.972992500016,11784.138772775917,,,,18433.811973880016,,18835.135936640007,16801.017032371983,,,16038.118002602032,13177.57798213199,20415.939286279914,24776.861067269776,,,,,15972.165058106044,27600.15096536006,14120.155962599172,14644.68009770598,,39996.55192225203,0.01,,,,,17673.51789139992,23926.624073039813,21698.980481433813,20098.839201217885,,,14676.37310345994,22915.00694084,,,,23717.467065038483,,,,,,,,,30316.278437148103,10403.779584719974,17033.741945144004,,,,,16721.951970879167,,16990.631921479922,,,,,,20474.09619327736,21294.75659489191,10086.594712035983,,,,,,26411.5991450981,,,26588.02858280588,20029.88709330019,,,11541.206873206012,47350.22193976985,15558.402792630435,,,,13834.283986002058,,,,16462.720339619973,,,26143.02211783806,,,,,,,18103.02257730394,,11437.659818920069,,13569.429594799998,34584.52048660817,,12547.575831709983,,,21658.803742214,13604.814681840013,26487.998064227904,,,,29584.78072698395,,,,,,,,,,,,,,,22529.34129251992,,,21371.186856166598,16285.70984458194,,33008.587874862016,,,,30518.840005558068,13919.33606883983,14880.67123097399,26913.43811518401,,18418.439609659956,15640.07379002606,,,17975.92453844001,18205.52672248003,,,,,18523.92073703395,17765.699698900007,,,,,,,56117.827799919934,12676.461085454157,11292.123631656144,,,,,16187.753360719884,,15344.459195297954,,,,62113.931366420264,15146.894890459938,,,39266.86968030214,11156.793944169987,,,,,17798.75206753998,40504.40098456788,31368.351332400223,11573.093688215995,36352.00314993977,,,31027.23457780014,,21453.294387650112,22548.49490951998,,25799.594426075968,19537.872547302053
