,date,symbol,TotalBalance
2772,2020-08-25,ZRXUSDT,10202.610875472006
2773,2020-08-26,ADAUSDT,10614.392039237991
2774,2020-08-26,ALGOUSDT,12311.713739393983
2775,2020-08-26,ATOMUSDT,13523.618697909986
2776,2020-08-26,BNBUSDT,9118.539641084064
2777,2020-08-26,COMPUSDT,11547.477995868
2778,2020-08-26,DOGEUSDT,10539.571635934986
2779,2020-08-26,DOTUSDT,10041.663371440007
2780,2020-08-26,EOSUSDT,13822.447748080023
2781,2020-08-26,ETCUSDT,14424.759180978168
2782,2020-08-26,KAVAUSDT,10376.308368426018
2783,2020-08-26,LINKUSDT,18776.028802858033
2784,2020-08-26,LTCUSDT,12285.557540831956
2785,2020-08-26,OMGUSDT,10195.350623385973
2786,2020-08-26,SNXUSDT,10579.110453859996
2787,2020-08-26,SXPUSDT,10929.881742349997
2788,2020-08-26,THETAUSDT,11138.863896276038
2789,2020-08-26,TRXUSDT,9687.573158310006
2790,2020-08-26,VETUSDT,11818.392285438884
2791,2020-08-26,WAVESUSDT,10824.578918624078
2792,2020-08-26,XRPUSDT,12522.20503281192
2793,2020-08-26,ZECUSDT,11642.440155033968
2794,2020-08-26,ZILUSDT,11114.279207880007
2795,2020-08-26,ZRXUSDT,10207.670385604015
2796,2020-08-27,ADAUSDT,10679.353735073988
2797,2020-08-27,ALGOUSDT,12399.61444835998
2798,2020-08-27,ATOMUSDT,13606.200588547983
2799,2020-08-27,BNBUSDT,9120.01188331807
2800,2020-08-27,COMPUSDT,11580.131187498
2801,2020-08-27,DOGEUSDT,10550.743151258986
2802,2020-08-27,DOTUSDT,10082.193270840009
2803,2020-08-27,EOSUSDT,13831.734377160024
2804,2020-08-27,ETCUSDT,14437.196800164169
2805,2020-08-27,KAVAUSDT,10384.067409304018
2806,2020-08-27,LINKUSDT,18800.98522155804
2807,2020-08-27,LTCUSDT,12291.458919579954
2808,2020-08-27,OMGUSDT,10206.368449929967
2809,2020-08-27,SNXUSDT,10596.960796059999
2810,2020-08-27,SXPUSDT,10952.309112365998
2811,2020-08-27,THETAUSDT,11144.88342630142
2812,2020-08-27,TRXUSDT,9692.509620682007
2813,2020-08-27,VETUSDT,11870.921501624483
2814,2020-08-27,WAVESUSDT,10841.933402204082
2815,2020-08-27,XRPUSDT,12596.020364159916
2816,2020-08-27,ZECUSDT,11649.002848137969
2817,2020-08-27,ZILUSDT,11148.147591630006
2818,2020-08-27,ZRXUSDT,10217.284863438019
2819,2020-08-28,ADAUSDT,10680.155603873987
2820,2020-08-28,ALGOUSDT,12414.870846917978
2821,2020-08-28,ATOMUSDT,13614.357815535977
2822,2020-08-28,BNBUSDT,9120.213919598069
2823,2020-08-28,COMPUSDT,11583.69952203
2824,2020-08-28,DOGEUSDT,10551.930623306987
2825,2020-08-28,DOTUSDT,10088.011062780004
2826,2020-08-28,EOSUSDT,13833.300608000025
2827,2020-08-28,ETCUSDT,14439.82530794017
2828,2020-08-28,KAVAUSDT,10387.268958740022
2829,2020-08-28,LINKUSDT,18809.677107074032
2830,2020-08-28,LTCUSDT,12295.689999583954
2831,2020-08-28,OMGUSDT,10207.017395809966
2832,2020-08-28,SNXUSDT,10620.612597880003
2833,2020-08-28,SXPUSDT,10958.170256079995
2834,2020-08-28,THETAUSDT,11169.038757320037
2835,2020-08-28,TRXUSDT,9695.757363862007
2836,2020-08-28,VETUSDT,11875.648940008483
2837,2020-08-28,WAVESUSDT,10848.671823982078
2838,2020-08-28,XRPUSDT,12600.63501376792
2839,2020-08-28,ZECUSDT,11655.56465079397
2840,2020-08-28,ZILUSDT,11159.094202650007
2841,2020-08-28,ZRXUSDT,10218.587598198023
2842,2020-08-29,ADAUSDT,10681.742545233988
2843,2020-08-29,ATOMUSDT,13617.084072373977
2844,2020-08-29,BNBUSDT,9120.569583996072
2845,2020-08-29,COMPUSDT,11594.424593183996
2846,2020-08-29,DOGEUSDT,10552.515808742988
2847,2020-08-29,DOTUSDT,10095.516191620009
2848,2020-08-29,EOSUSDT,13833.258155200025
2849,2020-08-29,ETCUSDT,14442.392349524167
2850,2020-08-29,KAVAUSDT,10388.069635296024
2851,2020-08-29,LINKUSDT,18828.516699028038
2852,2020-08-29,LTCUSDT,12296.893374625954
2853,2020-08-29,OMGUSDT,10212.203755119963
2854,2020-08-29,SNXUSDT,10626.706347460005
2855,2020-08-29,SXPUSDT,10961.979825053995
2856,2020-08-29,THETAUSDT,11174.340831772039
2857,2020-08-29,VETUSDT,11884.806381841683
2858,2020-08-29,WAVESUSDT,10856.254466540078
2859,2020-08-29,XRPUSDT,12605.33858483792
2860,2020-08-29,ZILUSDT,11163.590752770006
2861,2020-08-29,ZRXUSDT,10218.844881302024
2862,2020-08-30,ADAUSDT,10682.54053869399
2863,2020-08-30,ALGOUSDT,12414.798299789978
2864,2020-08-30,ATOMUSDT,13624.549359723978
2865,2020-08-30,BNBUSDT,9121.07797087807
2866,2020-08-30,COMPUSDT,11601.571675253992
2867,2020-08-30,DOGEUSDT,10553.095414598987
2868,2020-08-30,DOTUSDT,10102.192851380007
2869,2020-08-30,EOSUSDT,13839.398786800026
2870,2020-08-30,ETCUSDT,14446.684399708163
2871,2020-08-30,KAVAUSDT,10389.671555072027
2872,2020-08-30,LINKUSDT,18835.771024948044
2873,2020-08-30,LTCUSDT,12298.713613207956
2874,2020-08-30,OMGUSDT,10212.854121089962
2875,2020-08-30,SNXUSDT,10647.686367900007
2876,2020-08-30,SXPUSDT,10979.687327427997
2877,2020-08-30,THETAUSDT,11176.776479336042
2878,2020-08-30,VETUSDT,11891.250900480285
2879,2020-08-30,WAVESUSDT,10863.614895036077
2880,2020-08-30,XRPUSDT,12610.544814231918
2881,2020-08-30,ZECUSDT,11657.752863105969
2882,2020-08-30,ZILUSDT,11168.031138538006
2883,2020-08-30,ZRXUSDT,10220.145197062026
2884,2020-08-31,ADAUSDT,10685.68135245399
2885,2020-08-31,ALGOUSDT,12414.746158199978
2886,2020-08-31,ATOMUSDT,13635.47032276598
2887,2020-08-31,BNBUSDT,9121.231007076069
2888,2020-08-31,COMPUSDT,11610.562930499987
2889,2020-08-31,DOGEUSDT,10553.049945978986
2890,2020-08-31,DOTUSDT,10106.355608460004
2891,2020-08-31,EOSUSDT,13844.070411580025
2892,2020-08-31,ETCUSDT,14447.130730338164
2893,2020-08-31,KAVAUSDT,10392.61215371403
2894,2020-08-31,LINKUSDT,18862.182584386046
2895,2020-08-31,LTCUSDT,12299.317362569955
2896,2020-08-31,OMGUSDT,10218.045615037963
2897,2020-08-31,SNXUSDT,10665.64363570001
2898,2020-08-31,SXPUSDT,10983.924505507994
2899,2020-08-31,THETAUSDT,11190.570087172046
2900,2020-08-31,TRXUSDT,9702.314209490007
2901,2020-08-31,VETUSDT,11892.829364012287
2902,2020-08-31,WAVESUSDT,10867.837849002075
2903,2020-08-31,XRPUSDT,12615.152133137917
2904,2020-08-31,ZECUSDT,11657.72788853797
2905,2020-08-31,ZILUSDT,11167.987224478007
2906,2020-08-31,ZRXUSDT,10220.134971790025
2907,2020-09-01,ADAUSDT,10687.29747665399
2908,2020-09-01,ALGOUSDT,12444.857261943976
2909,2020-09-01,ATOMUSDT,13683.16740399798
2910,2020-09-01,BNBUSDT,9122.156199882069
2911,2020-09-01,COMPUSDT,11634.188481425988
2912,2020-09-01,CRVUSDT,10004.8411768
2913,2020-09-01,DOGEUSDT,10560.345425362988
2914,2020-09-01,DOTUSDT,10108.845384980003
2915,2020-09-01,EOSUSDT,13845.627593560024
2916,2020-09-01,ETCUSDT,14452.80405701816
2917,2020-09-01,KAVAUSDT,10397.746192744029
2918,2020-09-01,LINKUSDT,18898.731434020054
2919,2020-09-01,LTCUSDT,12304.61793937595
2920,2020-09-01,OMGUSDT,10221.942896773964
2921,2020-09-01,SNXUSDT,10678.990022400014
2922,2020-09-01,SXPUSDT,11002.213451209991
2923,2020-09-01,THETAUSDT,11203.682740926039
2924,2020-09-01,VETUSDT,11922.156880874285
2925,2020-09-01,WAVESUSDT,10872.064165646074
2926,2020-09-01,XRPUSDT,12628.15701123791
2927,2020-09-01,ZECUSDT,11666.529332699969
2928,2020-09-01,ZILUSDT,11179.184596974004
2929,2020-09-01,ZRXUSDT,10222.171409038023
2930,2020-09-02,ADAUSDT,10687.28480385399
2931,2020-09-02,ALGOUSDT,12639.385515669972
2932,2020-09-02,ATOMUSDT,13790.113501711985
2933,2020-09-02,BNBUSDT,9127.005201292068
2934,2020-09-02,COMPUSDT,11770.506130913987
2935,2020-09-02,CRVUSDT,10163.765606279998
2936,2020-09-02,DOGEUSDT,10560.299934222989
2937,2020-09-02,DOTUSDT,10142.022859359993
2938,2020-09-02,EOSUSDT,13889.766616860023
2939,2020-09-02,ETCUSDT,14496.12718773416
2940,2020-09-02,KAVAUSDT,10473.37697801603
2941,2020-09-02,LINKUSDT,19063.128181470034
2942,2020-09-02,LTCUSDT,12304.54935301795
2943,2020-09-02,OMGUSDT,10243.190794205964
2944,2020-09-02,SNXUSDT,10817.207816680015
2945,2020-09-02,SXPUSDT,11038.832184785997
2946,2020-09-02,THETAUSDT,11222.268670156034
2947,2020-09-02,TRXUSDT,9724.182918702007
2948,2020-09-02,VETUSDT,11997.755566979484
2949,2020-09-02,WAVESUSDT,10950.520272160069
2950,2020-09-02,XRPUSDT,12711.993917429914
2951,2020-09-02,ZECUSDT,11735.117627159969
2952,2020-09-02,ZILUSDT,11283.665893862002
2953,2020-09-02,ZRXUSDT,10264.238936276024
2954,2020-09-03,ADAUSDT,10680.096987781137
2955,2020-09-03,ALGOUSDT,12891.642790843976
2956,2020-09-03,ATOMUSDT,14000.541278153994
2957,2020-09-03,BNBUSDT,9140.95742694206
2958,2020-09-03,COMPUSDT,11935.997034539983
2959,2020-09-03,CRVUSDT,10282.445847500008
2960,2020-09-03,DOGEUSDT,10558.168739689725
2961,2020-09-03,DOTUSDT,10153.76366451999
2962,2020-09-03,EOSUSDT,13897.527260180026
2963,2020-09-03,ETCUSDT,14573.168971470157
2964,2020-09-03,KAVAUSDT,10604.195691616038
2965,2020-09-03,LINKUSDT,19167.28399862291
2966,2020-09-03,LTCUSDT,12303.15915987395
2967,2020-09-03,OMGUSDT,10275.429685665973
2968,2020-09-03,SNXUSDT,10874.397197820017
2969,2020-09-03,SXPUSDT,11078.902005434
2970,2020-09-03,THETAUSDT,11262.89378739404
2971,2020-09-03,TRXUSDT,9728.580503820007
2972,2020-09-03,VETUSDT,12033.036008987268
2973,2020-09-03,WAVESUSDT,11166.452861028072
2974,2020-09-03,XRPUSDT,12841.772925399919
2975,2020-09-03,ZECUSDT,11866.576311121964
2976,2020-09-03,ZILUSDT,11520.426341178003
2977,2020-09-03,ZRXUSDT,10322.882568138013
2978,2020-09-04,ADAUSDT,10635.960487796554
2979,2020-09-04,ALGOUSDT,13175.80593521997
2980,2020-09-04,ATOMUSDT,14225.319139545996
2981,2020-09-04,BNBUSDT,9152.890922864073
2982,2020-09-04,COMPUSDT,12040.902862815978
2983,2020-09-04,CRVUSDT,10416.039092280023
2984,2020-09-04,DOGEUSDT,10526.484108091448
2985,2020-09-04,DOTUSDT,10264.899867979992
2986,2020-09-04,EOSUSDT,13948.322640600025
2987,2020-09-04,ETCUSDT,14648.25691936218
2988,2020-09-04,KAVAUSDT,10652.226658436042
2989,2020-09-04,LINKUSDT,19475.822378324032
2990,2020-09-04,LTCUSDT,12168.884751404048
2991,2020-09-04,OMGUSDT,10279.56611562197
2992,2020-09-04,SNXUSDT,10990.343487700016
2993,2020-09-04,SUSHIUSDT,10007.986880020004
2994,2020-09-04,SXPUSDT,11127.292231008007
2995,2020-09-04,THETAUSDT,11301.455679490045
2996,2020-09-04,TRXUSDT,9844.273583946
2997,2020-09-04,VETUSDT,11966.302602428845
2998,2020-09-04,WAVESUSDT,11228.891290824073
2999,2020-09-04,XRPUSDT,12917.39370026791
3000,2020-09-04,ZECUSDT,12089.005901743963
3001,2020-09-04,ZILUSDT,11610.397041112006
3002,2020-09-04,ZRXUSDT,10337.649430794008
3003,2020-09-05,ADAUSDT,10424.453720169991
3004,2020-09-05,ALGOUSDT,13357.122429901969
3005,2020-09-05,ATOMUSDT,14475.223774666008
3006,2020-09-05,BNBUSDT,9161.944961880072
3007,2020-09-05,COMPUSDT,12222.469689927979
3008,2020-09-05,CRVUSDT,10731.026642300028
3009,2020-09-05,DOGEUSDT,10488.465321531177
3010,2020-09-05,DOTUSDT,10411.73419348
3011,2020-09-05,EOSUSDT,13975.375200880026
3012,2020-09-05,ETCUSDT,14692.063727310177
3013,2020-09-05,KAVAUSDT,10734.17302218404
3014,2020-09-05,LINKUSDT,19758.393527412027
3015,2020-09-05,LTCUSDT,11892.636382633713
3016,2020-09-05,OMGUSDT,10313.514928627963
3017,2020-09-05,RUNEUSDT,10003.316629
3018,2020-09-05,SNXUSDT,11250.444466000023
3019,2020-09-05,SUSHIUSDT,10015.320557740006
3020,2020-09-05,SXPUSDT,11212.10225436401
3021,2020-09-05,THETAUSDT,11374.511571702054
3022,2020-09-05,TRXUSDT,9947.158024355998
3023,2020-09-05,VETUSDT,12218.318697786677
3024,2020-09-05,WAVESUSDT,11320.525877716065
3025,2020-09-05,XRPUSDT,13018.121506887903
3026,2020-09-05,ZECUSDT,12191.602891927963
3027,2020-09-05,ZILUSDT,11770.670465968005
3028,2020-09-05,ZRXUSDT,10364.598837756015
3029,2020-09-06,ADAUSDT,10433.056961561986
3030,2020-09-06,ALGOUSDT,13383.545730799973
3031,2020-09-06,ATOMUSDT,14562.872700708002
3032,2020-09-06,BNBUSDT,9163.438642866071
3033,2020-09-06,COMPUSDT,12283.311736693979
3034,2020-09-06,CRVUSDT,10818.542433860024
3035,2020-09-06,DOGEUSDT,10427.070518782039
3036,2020-09-06,DOTUSDT,10422.248613420004
3037,2020-09-06,EOSUSDT,13984.635354900021
3038,2020-09-06,ETCUSDT,14699.779024946176
3039,2020-09-06,KAVAUSDT,10745.741781984041
3040,2020-09-06,LINKUSDT,19813.530170950027
3041,2020-09-06,LTCUSDT,11681.064196186278
3042,2020-09-06,OMGUSDT,10318.988344915964
3043,2020-09-06,RUNEUSDT,10062.608010080005
3044,2020-09-06,SNXUSDT,11335.263002820026
3045,2020-09-06,SXPUSDT,11229.751565856017
3046,2020-09-06,THETAUSDT,11393.328136780056
3047,2020-09-06,TRXUSDT,9967.469009862001
3048,2020-09-06,VETUSDT,12288.748573070277
3049,2020-09-06,WAVESUSDT,11342.01119664606
3050,2020-09-06,XRPUSDT,13039.170432423902
3051,2020-09-06,ZECUSDT,12205.38718706596
3052,2020-09-06,ZILUSDT,11799.428003292007
3053,2020-09-06,ZRXUSDT,10369.210857982018
3054,2020-09-07,ADAUSDT,10453.857932563986
3055,2020-09-07,ALGOUSDT,13436.452650899975
3056,2020-09-07,ATOMUSDT,14641.86960042199
3057,2020-09-07,BNBUSDT,9167.53149132608
3058,2020-09-07,COMPUSDT,12323.850927439978
3059,2020-09-07,CRVUSDT,10878.430109220011
3060,2020-09-07,DOGEUSDT,10355.322977424059
3061,2020-09-07,DOTUSDT,10441.253145679997
3062,2020-09-07,EOSUSDT,14001.91853010002
3063,2020-09-07,ETCUSDT,14711.263402128176
3064,2020-09-07,KAVAUSDT,10761.16170594004
3065,2020-09-07,LINKUSDT,19893.799644986015
3066,2020-09-07,LTCUSDT,11348.015239818282
3067,2020-09-07,OMGUSDT,10332.95876413597
3068,2020-09-07,RUNEUSDT,10159.203963880002
3069,2020-09-07,SNXUSDT,11482.84101672003
3070,2020-09-07,SXPUSDT,11256.657319294016
3071,2020-09-07,THETAUSDT,11414.933346382057
3072,2020-09-07,TRXUSDT,9977.579284802001
3073,2020-09-07,VETUSDT,12381.408565959475
3074,2020-09-07,WAVESUSDT,11356.96414555606
3075,2020-09-07,XRPUSDT,13059.527431307906
3076,2020-09-07,ZECUSDT,12210.01378794996
3077,2020-09-07,ZILUSDT,11827.877422872009
3078,2020-09-07,ZRXUSDT,10376.946807850016
3079,2020-09-08,ADAUSDT,10464.754122323984
3080,2020-09-08,ALGOUSDT,13460.561916137975
3081,2020-09-08,ATOMUSDT,14691.05223503599
3082,2020-09-08,BNBUSDT,9170.813274278085
3083,2020-09-08,COMPUSDT,12343.073523711973
3084,2020-09-08,CRVUSDT,10914.242929180009
3085,2020-09-08,DOGEUSDT,10332.25375719616
3086,2020-09-08,DOTUSDT,10445.560574719997
3087,2020-09-08,EOSUSDT,14006.607273340018
3088,2020-09-08,ETCUSDT,14717.931640150178
3089,2020-09-08,KAVAUSDT,10769.28861233804
3090,2020-09-08,LINKUSDT,19952.273592802027
3091,2020-09-08,LTCUSDT,11155.566260948975
3092,2020-09-08,OMGUSDT,10337.554523195973
3093,2020-09-08,RUNEUSDT,10208.452672680001
3094,2020-09-08,SNXUSDT,11526.03446462003
3095,2020-09-08,SXPUSDT,11272.815150432014
3096,2020-09-08,THETAUSDT,11433.481687878057
3097,2020-09-08,TRXUSDT,9982.599562063997
3098,2020-09-08,VETUSDT,12416.673243205676
3099,2020-09-08,WAVESUSDT,11369.236046074062
3100,2020-09-08,XRPUSDT,13088.159854331912
3101,2020-09-08,ZECUSDT,12219.248615139959
3102,2020-09-08,ZILUSDT,11842.181155058011
3103,2020-09-08,ZRXUSDT,10382.137821128017
3104,2020-09-09,ADAUSDT,10465.557116723985
3105,2020-09-09,ALGOUSDT,13464.678661187976
3106,2020-09-09,ATOMUSDT,14699.150579247987
3107,2020-09-09,BNBUSDT,9173.265586314086
3108,2020-09-09,COMPUSDT,12350.732493961972
3109,2020-09-09,CRVUSDT,10925.779376340006
3110,2020-09-09,DOGEUSDT,10309.340393707022
3111,2020-09-09,DOTUSDT,10447.296409839999
3112,2020-09-09,EOSUSDT,14009.725448240019
3113,2020-09-09,ETCUSDT,14722.498092658177
3114,2020-09-09,KAVAUSDT,10769.70436116804
3115,2020-09-09,LINKUSDT,19967.65150685403
3116,2020-09-09,LTCUSDT,11015.077514345228
3117,2020-09-09,OMGUSDT,10338.211813763975
3118,2020-09-09,RUNEUSDT,10218.277242680004
3119,2020-09-09,SNXUSDT,11567.395397100037
3120,2020-09-09,SXPUSDT,11276.261656536013
3121,2020-09-09,THETAUSDT,11442.605350336058
3122,2020-09-09,TRXUSDT,9987.722710532
3123,2020-09-09,VETUSDT,12435.572738542473
3124,2020-09-09,WAVESUSDT,11374.550864828065
3125,2020-09-09,XRPUSDT,13092.932052439915
3126,2020-09-09,ZECUSDT,12226.14800661796
3127,2020-09-09,ZILUSDT,11844.528658106012
3128,2020-09-09,ZRXUSDT,10382.402364116018
3129,2020-09-10,ADAUSDT,10467.161585863985
3130,2020-09-10,ALGOUSDT,13472.923577899974
3131,2020-09-10,ATOMUSDT,14709.423134365989
3132,2020-09-10,BNBUSDT,9175.167378644092
3133,2020-09-10,COMPUSDT,12360.301155067973
3134,2020-09-10,CRVUSDT,10943.364441860007
3135,2020-09-10,DOGEUSDT,10297.66910559012
3136,2020-09-10,DOTUSDT,10449.907654359999
3137,2020-09-10,EOSUSDT,14014.35318502002
3138,2020-09-10,ETCUSDT,14726.545782790176
3139,2020-09-10,KAVAUSDT,10772.612112902041
3140,2020-09-10,LINKUSDT,19996.295569062022
3141,2020-09-10,LTCUSDT,10958.190764973579
3142,2020-09-10,OMGUSDT,10340.839766967976
3143,2020-09-10,RUNEUSDT,10235.469118480003
3144,2020-09-10,SNXUSDT,11596.405467240047
3145,2020-09-10,SXPUSDT,11281.620967830017
3146,2020-09-10,THETAUSDT,11454.50657128406
3147,2020-09-10,TRXUSDT,9991.129267856
3148,2020-09-10,VETUSDT,12443.961604175067
3149,2020-09-10,WAVESUSDT,11378.980070934067
3150,2020-09-10,XRPUSDT,13099.533687735913
3151,2020-09-10,ZECUSDT,12233.06782762996
3152,2020-09-10,ZILUSDT,11846.919731770013
3153,2020-09-11,ADAUSDT,10470.371173663987
3154,2020-09-11,ALGOUSDT,13472.788260047973
3155,2020-09-11,ATOMUSDT,14744.357908585991
3156,2020-09-11,BNBUSDT,9177.0381512261
3157,2020-09-11,COMPUSDT,12396.579405407974
3158,2020-09-11,CRVUSDT,10973.587811260015
3159,2020-09-11,DOGEUSDT,10291.49582907823
3160,2020-09-11,DOTUSDT,10451.638407739998
3161,2020-09-11,EOSUSDT,14018.983034180023
3162,2020-09-11,ETCUSDT,14732.807275590176
3163,2020-09-11,KAVAUSDT,10775.735582376044
3164,2020-09-11,LINKUSDT,20000.90869441202
3165,2020-09-11,OMGUSDT,10342.157532711975
3166,2020-09-11,RUNEUSDT,10255.739913880001
3167,2020-09-11,SNXUSDT,11623.367784560054
3168,2020-09-11,SXPUSDT,11296.68118851401
3169,2020-09-11,THETAUSDT,11461.670135402059
3170,2020-09-11,TRXUSDT,10002.999940948
3171,2020-09-11,VETUSDT,12470.501852374862
3172,2020-09-11,WAVESUSDT,11385.325006972065
3173,2020-09-11,XRPUSDT,13114.485318721912
3174,2020-09-11,ZECUSDT,12242.281119589963
3175,2020-09-11,ZILUSDT,11851.674105914013
3176,2020-09-12,ADAUSDT,10471.188547903987
3177,2020-09-12,ALGOUSDT,13487.078696467974
3178,2020-09-12,ATOMUSDT,14748.782980671993
3179,2020-09-12,BNBUSDT,9177.238169826098
3180,2020-09-12,COMPUSDT,12402.318683285974
3181,2020-09-12,CRVUSDT,10981.053036660018
3182,2020-09-12,DOGEUSDT,10282.316755050633
3183,2020-09-12,DOTUSDT,10453.37947178
3184,2020-09-12,EOSUSDT,14022.065302180024
3185,2020-09-12,ETCUSDT,14734.578833522175
3186,2020-09-12,KAVAUSDT,10778.647318992049
3187,2020-09-12,LINKUSDT,20005.538507940022
3188,2020-09-12,LTCUSDT,11003.005533961954
3189,2020-09-12,OMGUSDT,10343.471916061975
3190,2020-09-12,RUNEUSDT,10262.765523720005
3191,2020-09-12,SNXUSDT,11644.282284600056
3192,2020-09-12,SXPUSDT,11298.924315424012
3193,2020-09-12,THETAUSDT,11468.105031258061
3194,2020-09-12,VETUSDT,12479.296767990065
3195,2020-09-12,WAVESUSDT,11392.410397946067
3196,2020-09-12,XRPUSDT,13117.504502357913
3197,2020-09-12,ZECUSDT,12244.589143493962
3198,2020-09-12,ZILUSDT,11854.027509174013
3199,2020-09-12,ZRXUSDT,10383.566530812015
3200,2020-09-13,ADAUSDT,10483.516004383986
3201,2020-09-13,ALGOUSDT,13599.589706427974
3202,2020-09-13,ATOMUSDT,14778.440758771994
3203,2020-09-13,BNBUSDT,9181.451361954103
3204,2020-09-13,COMPUSDT,12413.852999845973
3205,2020-09-13,CRVUSDT,11030.723009880008
3206,2020-09-13,DOGEUSDT,10282.291578090633
3207,2020-09-13,DOTUSDT,10459.42397892
3208,2020-09-13,EOSUSDT,14023.600084500024
3209,2020-09-13,ETCUSDT,14747.748152074177
3210,2020-09-13,KAVAUSDT,10798.828625368053
3211,2020-09-13,LINKUSDT,20010.160902564025
3212,2020-09-13,LTCUSDT,11003.552162001952
3213,2020-09-13,OMGUSDT,10345.444553575975
3214,2020-09-13,RUNEUSDT,10331.207279080007
3215,2020-09-13,SNXUSDT,11754.402676480058
3216,2020-09-13,SXPUSDT,11300.85529873858
3217,2020-09-13,THETAUSDT,11483.228669304059
3218,2020-09-13,TRXUSDT,10009.81269205
3219,2020-09-13,VETUSDT,12514.714282073666
3220,2020-09-13,WAVESUSDT,11402.357097370068
3221,2020-09-13,XRPUSDT,13120.019511835915
3222,2020-09-13,ZECUSDT,12244.562908961962
3223,2020-09-13,ZILUSDT,11865.807195714015
3224,2020-09-13,ZRXUSDT,10389.194203002013
3225,2020-09-14,ADAUSDT,10485.176695183985
3226,2020-09-14,ALGOUSDT,13607.909383775976
3227,2020-09-14,ATOMUSDT,14791.807122838
3228,2020-09-14,BNBUSDT,9184.492000986105
3229,2020-09-14,COMPUSDT,12475.632475121976
3230,2020-09-14,CRVUSDT,11042.927784160009
3231,2020-09-14,DOGEUSDT,10278.735435905397
3232,2020-09-14,DOTUSDT,10460.282652500002
3233,2020-09-14,EOSUSDT,14028.251000960023
3234,2020-09-14,ETCUSDT,14752.298501362178
3235,2020-09-14,KAVAUSDT,10802.37638582405
3236,2020-09-14,LINKUSDT,20083.57571036003
3237,2020-09-14,LTCUSDT,11008.900740849953
3238,2020-09-14,OMGUSDT,10348.075545319978
3239,2020-09-14,RUNEUSDT,10350.452780680002
3240,2020-09-14,SNXUSDT,11759.34015280006
3241,2020-09-14,SXPUSDT,11325.115466128014
3242,2020-09-14,THETAUSDT,11492.318279164054
3243,2020-09-14,TRXUSDT,10023.475250034
3244,2020-09-14,VETUSDT,12523.300985293863
3245,2020-09-14,WAVESUSDT,11419.23195714407
3246,2020-09-14,XRPUSDT,13152.237480999918
3247,2020-09-14,ZECUSDT,12253.834814957963
3248,2020-09-14,ZILUSDT,11870.668716614015
3249,2020-09-14,ZRXUSDT,10389.730061064012
3250,2020-09-15,ADAUSDT,10485.996618183985
3251,2020-09-15,ALGOUSDT,13607.829860619977
3252,2020-09-15,ATOMUSDT,14889.479738388003
3253,2020-09-15,BNBUSDT,9189.431049868104
3254,2020-09-15,COMPUSDT,12477.561221897975
3255,2020-09-15,CRVUSDT,11152.823148420019
3256,2020-09-15,DOGEUSDT,10294.429361454988
3257,2020-09-15,DOTUSDT,10462.876885800002
3258,2020-09-15,EGLDUSDT,10032.967016240002
3259,2020-09-15,EOSUSDT,14031.383513160024
3260,2020-09-15,ETCUSDT,14754.081229350173
3261,2020-09-15,KAVAUSDT,10803.426208226052
3262,2020-09-15,LINKUSDT,20083.51020246003
3263,2020-09-15,LTCUSDT,11010.512122485952
3264,2020-09-15,OMGUSDT,10348.734119075978
3265,2020-09-15,RUNEUSDT,10411.447007640005
3266,2020-09-15,SNXUSDT,11775.449537200055
3267,2020-09-15,SXPUSDT,11330.54261292601
3268,2020-09-15,THETAUSDT,11500.522999582055
3269,2020-09-15,TRXUSDT,10037.14624278
3270,2020-09-15,VETUSDT,12534.31787444786
3271,2020-09-15,WAVESUSDT,11432.966956606067
3272,2020-09-15,XRPUSDT,13158.618830981919
3273,2020-09-15,ZECUSDT,12256.139031417964
3274,2020-09-15,ZILUSDT,11875.516734802013
3275,2020-09-15,ZRXUSDT,10391.728366428011
3276,2020-09-16,ADAUSDT,10485.808112743985
3277,2020-09-16,ALGOUSDT,13684.701242503977
3278,2020-09-16,ATOMUSDT,14929.75718958201
3279,2020-09-16,BNBUSDT,9193.609814736104
3280,2020-09-16,COMPUSDT,12523.557600632463
3281,2020-09-16,CRVUSDT,11231.206785660017
3282,2020-09-16,DOGEUSDT,10297.264901964989
3283,2020-09-16,DOTUSDT,10466.330428300002
3284,2020-09-16,EGLDUSDT,10081.971254999999
3285,2020-09-16,EOSUSDT,14034.448672120023
3286,2020-09-16,ETCUSDT,14761.36141972217
3287,2020-09-16,KAVAUSDT,10821.585915714051
3288,2020-09-16,LINKUSDT,20229.442049376034
3289,2020-09-16,LTCUSDT,11013.13058534395
3290,2020-09-16,OMGUSDT,10354.170208733978
3291,2020-09-16,RUNEUSDT,10448.88088464
3292,2020-09-16,SNXUSDT,11931.615418460053
3293,2020-09-16,SXPUSDT,11334.728315918019
3294,2020-09-16,THETAUSDT,11519.914149546057
3295,2020-09-16,TRXUSDT,10047.455772453999
3296,2020-09-16,VETUSDT,12586.183028295063
3297,2020-09-16,WAVESUSDT,11530.452947472068
3298,2020-09-16,XRPUSDT,13183.25625095192
3299,2020-09-16,ZECUSDT,12255.952980327964
3300,2020-09-16,ZILUSDT,11897.600737198012
3301,2020-09-16,ZRXUSDT,10392.731937528011
3302,2020-09-17,ADAUSDT,10499.510178103985
3303,2020-09-17,ALGOUSDT,13693.108890517977
3304,2020-09-17,ATOMUSDT,14942.537758898008
