date,ALGOUSDT,APEUSDT,AVAXUSDT,CHZUSDT,COMPUSDT,EOSUSDT,ETCUSDT,GALUSDT,GMTUSDT,HOTUSDT,IMXUSDT,KAVAUSDT,KSMUSDT,LTCUSDT,MATICUSDT,RNDRUSDT,SANDUSDT,SNXUSDT,SUSHIUSDT,WAVESUSDT,XRPUSDT,XTZUSDT
2021-03-09,27780.246200705995,,11897.032292960022,14192.646809488017,14305.103714872008,18164.60207910003,15814.640694844016,,,,,17472.35566793408,11163.075498475218,14497.818734940067,13594.556196255888,,11397.013734482065,13006.690771399999,10201.17153224007,10486.868697400003,0.01,21803.973225180223
2021-03-10,27842.688370148,,11916.152030200026,14339.487703868024,14321.125645020009,18232.831259160026,15823.036670828014,,,,,17486.16572099407,11041.183768454619,14528.072799200067,13684.250432451894,,11406.349861480065,13020.347840479997,10204.61084816007,10489.001808344003,0.01,21818.983312140223
2021-03-11,27853.64485482,,11930.067471040027,14933.501512232044,14324.80315348401,18242.28275374003,15835.850719158012,,,,,17680.29452509207,10914.671150036624,14544.226423930068,13744.68916924989,,11430.538913166069,13028.813103319995,10205.02078826007,10489.535810624002,0.01,21836.390517200216
2021-03-12,27927.23391311,,11931.737957440027,17417.931081526025,14328.481241044012,18246.05099100003,15848.926166396011,,,,,18277.27088915007,10773.220090190138,14598.22673122206,13645.440189574152,,11470.21519697407,13037.296993899992,10206.297432320069,10490.073617684002,0.01,21855.010792640227
2021-03-13,27927.112908158,,12040.954126400033,17739.294107416026,14328.440732524012,18246.00672456003,15880.271793710013,,,,,18425.848804396082,10647.506359734562,14616.73399671206,13590.507745107101,,11591.652799458074,13038.984793919992,10206.274513940069,10490.060991636003,0.01,21934.49807522023
2021-03-14,28150.178964686005,,12048.246217400028,17923.12171238401,14340.767486728011,18376.041204500027,15904.532683938016,,,,,18454.940792346082,10517.688369875013,14630.169426404062,13633.278611145886,,11629.520079278062,13049.999278379992,10211.06976112007,10491.140062402003,0.01,21943.13113226023
2021-03-15,28510.621777858003,,12054.64001752002,18000.974105246,14344.452385088012,18381.753673800024,15911.107415290015,,,,,18487.680498544087,10346.371216708896,14636.14268418006,13683.130468535883,,11635.82871745806,13053.394449359994,10212.32889226007,10493.809764474003,0.01,21960.806246620232
2021-03-16,28586.009795397997,,12064.811974720018,18186.436226617992,14351.822259032013,18419.972190080032,15919.727561306016,,,,,18710.227056940108,10215.759047691039,14645.179945756063,13710.27360042989,,11636.61729103806,13056.781332959996,10213.23751432007,10494.880499766003,0.01,22012.087361560232
2021-03-17,28608.55465423,,12089.911032680022,18568.263955566003,14359.200325072014,18423.78400456003,15927.621280742018,,,,,18770.280857348098,10086.79286300824,14658.561408136062,13766.653039961893,,11651.697922472062,13060.177237019996,10215.050455300068,10494.880499766003,0.01,22018.613187780236
2021-03-18,28975.326048367995,,12111.305927720023,19032.505248810015,14367.801679042013,18482.398548820027,15934.76485195402,,,,,18782.138981388092,0.01,14670.943831066063,13786.378283957898,,11684.514375904058,13060.177237019996,10215.050455300068,10494.855074334004,0.01,22129.541797240236
2021-03-19,28975.200512409996,,12132.742287520026,19191.42244758601,14367.761047240014,18490.81971744003,15934.72674375802,,,,,18800.619252706092,0.01,14678.25476754206,13800.9122111959,,11686.108263652059,13063.573919579994,10215.953942440068,10497.217345982004,0.01,22141.73623982023
2021-03-20,29028.947074703992,,12136.843814320027,19210.788106370008,14371.499201044013,18522.497659040026,15939.246806448018,,,,,18809.51684519809,0.01,14684.615988744055,13811.445216475902,,11686.108263652059,13081.457960619993,10216.72990224007,10497.753799380003,0.01,22190.490438620218
2021-03-21,29051.827370435993,,12138.069883120026,19348.400177096002,14378.888978534016,18530.182487240025,15945.845197068014,,,,,18809.44437737209,0.01,14689.332324472054,13828.021476693908,,11688.478675172059,13086.579533019993,10217.61341166007,10497.753799380003,0.01,22200.306433820217
2021-03-22,29063.255616203995,,12139.861045120024,19364.657569324,14391.201917978016,18551.890662500024,15951.677583470015,,,,,18815.45280923209,0.01,14700.84497688605,13852.764938877914,,11695.75185903206,13089.995452799993,10219.781517660069,10498.822178166001,0.01,22246.95143016021
2021-03-23,29074.701929955994,,12140.408947520024,19406.66469022199,14398.594919306017,18564.241672780026,15964.645098508016,,,,,18818.42141192009,0.01,14704.914952300045,13880.067737667912,,11705.151351152059,13093.40598485999,10220.989397340069,10508.40288195,0.01,22265.525614980204
2021-03-24,29140.111645031993,,12143.105767600022,19552.76872048799,14402.296568026019,18579.60694112003,15969.930542036012,,,,,18821.391377576092,0.01,14721.193168962043,13942.647380087905,,11728.35022695006,13098.51136175999,10221.378241080069,10517.384355074002,0.01,22354.211255280217
2021-03-25,29163.150991007995,,12145.063624400018,19578.73927234799,14405.996914962017,18581.520290100034,15973.903621960013,,,,,18836.24330310809,0.01,14722.041240322043,13981.011652741907,,11735.467213300066,13105.323415919991,10223.45937246007,10520.609466402,0.01,22379.12463176021
2021-03-26,29162.683908599996,,12150.045433840021,19726.784568179988,14405.774447742018,18581.475187560034,15973.772968966014,,,,,18848.82084955209,0.01,14723.275240886043,13994.482717337902,,11737.072105540063,13105.25906459999,10223.440930500072,10521.14279647,0.01,22379.066920280206
2021-03-27,29425.588178187034,,12151.568419840023,19864.499851725992,14433.641710400017,18713.21166786003,15989.039339874013,,,,,18888.452627004084,0.01,14734.327544920045,14006.331169249901,,11751.910704804064,13115.657890059989,10223.440930500072,10524.763944346,0.01,22401.507558880203
2021-03-28,29588.404402807995,,12154.139305440025,19924.013220937995,14437.346562880017,18733.237536820034,15989.039339874013,,,,,19050.96054014808,0.01,14738.079358164048,14019.456974945902,,11843.407201196062,13124.199595879989,10224.554011320071,10526.371160065999,0.01,22415.29975194021
2021-03-29,29719.565595886757,,12154.104241840025,19930.709155829994,14437.305751200016,18762.747587980033,16004.159890098013,,,,,19118.847232810083,0.01,14737.871336442047,14072.539329753909,,11862.30501306407,13125.90110003999,10224.90947472007,10526.903535313997,0.01,22454.76280106021
2021-03-30,30043.263239461998,,12160.926125840022,19940.759864551994,14437.305751200016,18780.800343120034,16011.302493418014,,,,,19128.582294876083,0.01,14737.871336442047,14079.764230707911,,11872.388181892073,13125.90110003999,10224.90947472007,10526.878170161997,0.01,22476.46888614021
2021-03-31,30166.63472268999,,12164.069842240024,19950.821119497996,14488.689059382019,18948.019073200034,16047.540601630013,,,10050.652992470003,,19177.882244692082,0.01,14751.674421098049,14111.788292263918,,11878.035497176072,13131.88708233999,10226.650256280069,10527.971408685997,0.01,22498.354788519056
2021-04-01,30246.289372097992,,12166.133058640025,19960.873576431997,14488.59364323002,19263.914080760034,16062.671162916013,,,10142.114928450199,,19372.826956862078,0.01,14766.62358313605,14122.627763955914,,11881.249844392072,13149.926911939992,10226.99059242007,10531.184966377996,0.01,22706.889463080206
2021-04-02,30258.201539633992,,12166.648408640027,19990.729781755992,14487.40742478202,19301.22123864003,16090.405593312013,,,10199.059959813596,,19410.245465778076,0.01,14780.904336912054,14128.683501225913,,11882.051882992071,13149.861922799993,10227.677264040072,10531.172302875995,0.01,22743.899234040215
2021-04-03,30423.131023277987,,12277.86052628003,19997.446530643992,14487.40742478202,19452.743814340043,16093.060438168011,,,10228.567763228795,,19422.49718558407,0.01,14797.700231208059,14145.625109991914,,11886.901420112074,13174.860797379992,10228.765058220071,10533.031314303995,0.01,22762.885423820204
2021-04-04,30435.141873963985,,12279.45631948003,20154.32756211398,14485.791589772021,19528.884699280043,16093.021932862011,,,10385.099426566594,,19438.51869182207,0.01,14803.566121184056,14151.962257327916,,11886.886646612074,13176.568047219991,10230.170357460072,10534.628604647996,0.01,22775.75827394021
2021-04-05,30459.14981577398,,12302.218620440028,20174.700829559988,14556.281149667348,19794.704869820034,16114.226114452009,,,10568.7666590674,,19479.406080834076,0.01,14812.118997010057,14156.323822987917,,11892.544535972076,13182.526201859991,10231.213623600072,10536.235363255993,0.01,22800.507877220207
2021-04-06,30637.361435965977,,12310.972394640026,20191.672291383995,14677.380879736025,19879.483426300038,16236.73303373001,,,10599.896630423396,,19576.10428351808,0.01,14869.136529350048,14174.514081649915,,11897.383390052077,13192.91144967999,10232.637440940072,10538.371608487992,0.01,22650.738596881376
2021-04-07,30762.99494070198,,12314.42057944003,20662.512297517995,14684.924376930025,19929.16380410004,16372.844465964004,,,10654.600194642799,,19576.10428351808,0.01,14887.319752840054,14201.776474735916,,11909.05603637208,13198.05163097999,10235.190904340074,10542.116785803997,0.01,22429.958755080213
2021-04-08,30762.861664681983,,12317.16580384003,20912.852821961995,14697.491569562026,19975.728109220032,16388.843239996004,,,10765.876363744399,,19649.662850600078,0.01,14905.656423636046,14210.812190939914,,11920.52483317208,13199.776098899989,10236.503188660074,10543.184779503996,0.01,22495.81355166022
2021-04-09,30762.502305597984,,12318.864991440028,20965.316428768005,14705.046588498026,20007.310524240027,16400.198372518,,,10797.562858283998,,19665.170159824076,0.01,14912.560562904047,14217.188714551914,,11945.608926518084,13206.62697967999,10237.290176300074,10543.141341363995,0.01,22603.307829100217
2021-04-10,30918.480782887982,,12327.503376120032,20982.937299908008,14708.824328562026,20087.832804680034,16487.00978103202,,,10829.324121511398,,19674.486393352072,0.01,14937.61464707205,14223.744621715916,,11947.234010878085,13208.33878495999,10237.740537900074,10563.962400995993,0.01,22666.609738700223
2021-04-11,30930.67194232398,,12329.811812520034,21038.744922912007,14716.385951998027,20185.827715200034,16504.433944366017,,,10996.658106260405,,19690.725188412074,0.01,14955.029069056058,14225.215467699916,,11951.296536938084,13211.766627059988,10240.413414780074,10565.037944515992,0.01,22686.75692012022
2021-04-12,31087.042299425982,,12352.734302520035,21225.135145734024,14728.987474038027,20195.039323820034,16512.59850868002,,,11044.905017232204,,19700.043588646076,0.01,14976.90035036607,14229.424806479918,,11961.931041374079,13211.701826499988,10241.288657580075,10566.118046137992,0.01,22700.057118540222
2021-04-13,31099.285195987984,,12355.785007920034,21411.30305456402,14737.804362248029,20201.29466170003,16594.49639406403,,,11091.463968654802,,19715.59288926808,0.01,14983.522579778071,14266.227048239916,,11973.92515135207,13219.435809139988,10241.288657580075,10568.808709759993,0.01,22753.66192618021
2021-04-14,31181.355105797982,,12387.210155080029,21472.22127339202,14769.899171832027,20294.927754060023,16617.009175594027,,,11124.119073167996,,19728.04133348207,0.01,15005.275818966065,14316.916475529915,,11975.55323857207,13241.796924799983,10241.226195800074,10569.894693159993,0.01,22790.403818860214
2021-04-15,31226.740683363983,,12400.968675800032,21821.492605180018,14769.801789010027,20361.138379260025,16825.626567400028,,,11231.109501014998,,19738.090654318068,0.01,15036.478361620055,14347.084004909919,,11975.52325213207,13241.684014039984,10241.158561220074,10573.348778543994,0.01,22831.09449800021
2021-04-16,31421.762150767983,,12406.887739840031,22561.464063220017,14792.794245341738,20600.705537640017,17047.61168618803,,,11330.214012007991,,19779.336425120062,0.01,15126.815746620066,14382.15092576991,,11995.669654600068,13273.365669319981,10247.85570856007,10577.675750943994,0.01,23031.279344560226
2021-04-17,31593.167335569982,,12410.111860240033,22667.263980748034,14879.102247198025,20676.34036710002,17324.689723666026,,,11484.594637446598,,19830.042946952057,0.01,15200.354368754062,14391.145705887913,,12002.175905300064,13282.004907739982,10249.377675580066,10578.218483983994,0.01,23084.688912100224
2021-04-18,31765.45106058999,,12411.182726240033,22935.542755646027,14882.923376838025,20689.98551882002,17394.39416450604,,,11499.100932179997,,19830.042946952057,0.01,15206.081763048065,14421.249136045915,,12002.986066260064,13285.455262139982,10253.65795072007,10578.755665877994,0.01,23108.59230006022
2021-04-19,31802.97196339199,,12413.316831840035,23140.971809090017,14895.665644878027,20788.14058330003,17407.28517953003,,,11559.249072290597,,19845.699307536062,0.01,15236.686285530053,14462.20960016792,,12005.422955580063,13292.364719059982,10256.219773840065,10579.830934321993,0.01,23150.355987460203
2021-04-20,31908.287149297987,,12426.495949200034,23347.697089790017,14929.336752150026,20827.250061100036,17442.10959089603,,,11706.682240701397,,20033.004794740074,0.01,15270.406690514048,14516.775606589918,,12010.938383640065,13301.831674519985,10257.336551760067,10585.104184475991,0.01,23192.288892500204
2021-04-21,32017.81349629599,,12430.971244360033,23645.126076388013,14933.173724978025,20871.815296240035,17472.081336456045,,,11775.854517380802,,20114.37254582808,0.01,15317.748024236047,14559.009643991916,,12021.66325616406,13313.959283639984,10260.433968640069,10595.19473397599,0.01,23253.3876511002
2021-04-22,32136.47643370399,,12435.357579280033,23680.54018451202,15038.567056792022,20932.59846040003,17608.39729548803,,,11799.114430092603,,20127.073100988084,0.01,15353.796104142048,14629.24618058992,,12024.947817364062,13329.643397139984,10262.856584080066,10595.73871431599,0.01,23347.40115692021
2021-04-23,32161.801768967987,,12441.064452880031,23918.298493686016,15063.571882224021,20936.908210000034,17723.913819582034,,,11942.305172652606,,20181.908463802098,0.01,15358.968911946053,14682.02697208792,,12027.383562004065,13333.097230759984,10265.714721360064,10602.852241241992,0.01,23371.53036322021
2021-04-24,32259.476125653982,,12447.251443480029,23998.012077148014,15182.816172044022,20968.20482402004,17739.133877000033,,,12250.310342982604,,20216.964202694096,0.01,15374.971195622056,14730.711211907921,,12042.765598454069,13341.771312759984,10271.67349828006,10608.24460624199,0.01,23422.494806740193
2021-04-25,32448.284994567985,,12450.92684128003,24073.59305135802,15195.817670742023,21026.16215810005,17774.057127414046,,,12327.802073723802,,20249.613702074108,0.01,15394.935863464058,14767.251950173912,,12052.693198150066,13351.316141459982,10274.20444778006,10609.315398593988,0.01,23461.584312400173
2021-04-26,32448.144414875984,,12565.524427320033,24434.575851824025,15195.774767082023,21151.995002000054,17806.72209343404,,,12540.689652539406,,20434.233022112097,0.01,15395.230901870058,14766.593342033912,,12080.942984002066,13351.250249059982,10276.204676380059,10609.857131585988,0.01,23461.493166840173
2021-04-27,32441.795722257983,,12575.309458520029,24682.723365906037,15311.986716152027,21232.293301900056,17825.556015682036,,,12551.203670478406,,20433.978734702097,0.01,15415.084931301139,14384.591158853853,,12094.012586736071,13350.709950979981,10276.18518782006,10609.857131585988,0.01,23186.661830001853
2021-04-28,32816.72317803998,,12586.301160280034,24910.432182912045,15325.098010362026,21268.127447020055,17856.225650160035,,,12639.31048959981,,20486.90317214409,0.01,15420.755963124278,14384.591158853853,,12123.77679685007,13408.728786339982,10281.729619320064,10609.857131585988,0.01,22844.42173215997
2021-04-29,32995.559000419984,,12595.918057040033,25318.696772598047,15338.204187288025,21277.809916540056,17865.049317774035,,,12687.165817888012,,20566.347428088087,0.01,15459.315295212056,14384.591158853853,,12130.990557330068,13416.57850781998,10282.585856520063,10609.123557383988,0.01,22465.388949517386
2021-04-30,32995.030525405986,,12617.565629360035,25352.328994492036,15338.160917728026,21351.209294900058,17878.048503224036,,,12713.851363144811,,20569.59292600809,0.01,15477.259281250059,14384.591158853853,,12131.818050210068,13416.51255613998,10283.450066920062,10609.123557383988,0.01,22064.637382762357
2021-05-01,33162.421352447986,,12639.123079960036,25369.36302797804,15336.848153454026,21385.145254280058,18012.93063534203,,,12753.412317986007,,20740.784938708097,0.01,15481.320332336067,14384.591158853853,,12144.670512290071,13424.39821897998,10283.429944120062,10609.123557383988,0.01,21902.095524241984
2021-05-02,33175.48524930798,,12641.444942360033,25373.62211461204,15336.848153454026,21415.493886100066,18039.36489010601,,,12764.110237562008,,20760.431867126095,0.01,15490.314859112066,14384.591158853853,,12147.966293090069,13426.144907059981,10285.543556180062,10609.123557383988,0.01,21272.87179542799
2021-05-03,33343.168522637985,,12670.662164000032,25398.806146322047,15336.848153454026,21451.237625960064,18137.615100815998,,,12769.486202060609,,20915.934357366088,0.01,15493.650818614064,14384.591158853853,,12161.484336856072,13440.16990357998,10285.979847300063,10607.735289371987,0.01,20795.23078366793
2021-05-04,33382.57413906598,,12676.951511560028,25604.751838686043,15451.404117384027,21536.132765700073,18353.697483788,,,12791.051322598209,,20932.44561171209,0.01,15614.771021046065,14384.591158853853,,12191.34295648407,13452.39750385998,10288.151404820064,10267.115214904921,0.01,20364.2137216815
2021-05-05,33564.573335417976,,12685.28039128003,25634.464770032042,15451.360524924026,21926.232533800074,18693.99124855,,,12870.30629718201,,20956.33459734409,0.01,15675.363118248062,14384.591158853853,,12196.301993924066,13455.892250499977,10289.793108500066,10076.507800964675,0.01,20384.227945880193
2021-05-06,33859.305674451956,,12703.036586520026,25694.43197207205,15476.539210564028,22871.728871500083,19332.92106770804,,,12946.354274921412,,21024.36018321408,0.01,15720.076828156056,14384.591158853853,,12198.796889884066,13466.470834139976,10289.759534820065,9890.767495618922,0.01,20589.589229640213
2021-05-07,34080.02580958596,,12822.999499240015,25724.246252238052,15480.517268588028,23260.11295086007,19433.44500694203,,,13046.990478600415,,21085.22699608607,0.01,15806.575661818055,14384.591158853853,,12201.279853784066,13486.810494459975,10295.399603740065,9739.752283168184,0.01,20706.558623660207
2021-05-08,34106.87302643396,,12827.897830040016,25741.551010710056,15480.473464092029,23324.866271960076,19586.160481850042,,,13091.059524152415,,21115.182489586055,0.01,15830.473818848053,14384.591158853853,,12202.112728844068,13493.821463679975,10297.613665960062,9607.548863298076,0.01,20729.4807809402
2021-05-09,34147.21978868396,,12829.966738040015,25763.193601272058,15506.261446592029,23432.840220400074,19617.472127652036,,,13102.063080569413,,21138.52195164005,0.01,15866.604468932059,14384.591158853853,,12206.276761524068,13500.847949219977,10300.344497140064,9489.78971902172,0.01,20743.661555740207
2021-05-10,34223.87392298996,,12854.664741400016,25780.078804044057,15527.50487481603,23537.552925320077,19665.67775143606,,,13107.554003607014,,21221.779880100046,0.01,15947.957977710064,14384.591158853853,,12208.76828480407,13507.866647499977,10302.205376800068,9329.725825982707,0.01,20827.616959520205
2021-05-11,34237.354917101955,,12856.586101000017,25814.34652174205,15571.925444838025,23542.38824892008,19705.228092984064,,,13135.140573782013,,21259.41922837203,0.01,15965.835728184058,14384.591158853853,,12212.10618315207,13513.122784619973,10303.527934640066,9197.759753332954,0.01,20977.347303340222
2021-05-12,34314.26194838396,,12973.344324000014,26038.56750033204,15631.366472100024,23354.999534798313,19729.628112682076,,,13151.706361202414,,21310.87093086003,0.01,15991.940030340047,14384.591158853853,,12219.769363912068,13653.872899179973,10312.521597800067,9025.409499615416,0.01,21041.377062740223
2021-05-13,34431.98672994196,,12976.612402400016,26323.621633374052,15639.397950772023,23030.19019058007,19754.639918140063,,,13151.551477159213,,21314.23730080403,0.01,15992.246790312049,14384.591158853853,,12219.769363912068,13728.628704599974,10314.808406480068,8911.683490590787,0.01,21077.751367200228
2021-05-14,34431.435245271954,,12984.786332000016,26367.456313532046,15656.808204418023,23265.327805480072,19946.456322960083,,,13192.875292772016,,21358.782906880017,0.01,16023.432279702049,14384.591158853853,,12234.890645288067,13755.547615159974,10316.900933660068,8784.512523847141,0.01,21106.440930060224
2021-05-15,34684.02507421395,,13006.286650200014,26826.870216548043,15656.808204418023,23394.33416760007,19992.212931154078,,,13220.566296233015,,21396.647339864023,0.01,16036.586052956054,14384.591158853853,,12278.582683020073,13777.902443439974,10322.64002710007,8651.956061929111,0.01,21141.08412534024
2021-05-16,34886.753233279946,,13021.735420400013,27035.54589557004,15660.831944978023,23443.25028770007,20013.33982673607,,,13297.255488165414,,21406.782190334023,0.01,16052.37203036006,14384.591158853853,,12281.936097020074,13781.483067959973,10323.813662380067,8651.956061929111,0.01,21172.264008720245
2021-05-17,34914.26344114396,,13037.158896600013,27085.11613941204,15683.640664568024,23455.236806580073,20026.23516098807,,,13347.864477085815,,21416.918413714022,0.01,16069.078085862058,14384.591158853853,,12282.772377780073,13838.40310211997,10328.642068720064,8651.956061929111,0.01,21199.618474960247
2021-05-18,34992.63457829397,,13048.704678200012,27320.47714375003,15693.027681774025,23526.648896560077,20058.321732154076,,,13370.366603586415,,21458.328481998025,0.01,16104.40438265206,14384.591158853853,,12295.406972008079,13968.382206019967,10329.024623020063,8651.956061929111,0.01,21357.85685444025
2021-05-19,35006.44251830597,,13052.041819800012,27637.213039772043,15697.063073822024,23529.060758320076,20144.875512738097,,,13375.977724354414,,21479.419871408023,0.01,16106.673108644054,14384.591158853853,,12296.23451300808,14018.15928421997,10386.693024780068,8681.769105227988,0.01,21372.84313912025
2021-05-20,35276.560753833954,,13064.797077400008,28297.02486289206,15762.178832420017,23718.18617360007,20451.205397104095,,,13596.208343856812,,21585.518725638027,0.01,16166.354702614037,14384.591158853853,,12330.520311248078,14086.762967559966,10398.561564600068,8702.664951219997,0.01,21570.897314620255
2021-05-21,35552.95594159395,,13067.56724860001,28540.64377789208,15809.999726274014,23754.738596620067,20498.134123362073,,,13677.628829777817,,21644.309070246018,0.01,16183.618895324029,14384.591158853853,,12381.824313366076,14146.653777719968,10401.791808660066,8706.235411741996,0.01,21628.72682048025
2021-05-22,35566.99021509395,,13067.56724860001,28650.31113056009,15809.999726274014,23775.27010472008,20541.727168394056,,,13700.819881168816,,21651.13685059802,0.01,16216.368640510029,14384.591158853853,,12575.975908986073,14180.91380277997,10405.284048740064,8707.125625339995,0.01,21693.91110446025
2021-05-23,35789.449053045944,,13068.14961180001,28876.176635930093,15818.129747470015,23780.17836826008,20699.160207952053,,,13718.097256213814,,21682.707264180022,0.01,16218.968169652027,14384.591158853853,,12609.756644108074,14203.935556059978,10409.872081760072,8709.348043419997,0.01,21739.369791340258
2021-05-24,36471.35853084795,,13150.743137600017,29694.777699384107,15849.807277476015,24269.054741920085,21029.11217134605,,,13891.181945995406,,21761.631389944025,0.01,16321.984993224038,14384.591158853853,,12642.125290394071,14258.575987059978,10422.779018680072,8717.122873688002,0.01,21988.45883170023
2021-05-25,36606.57332624195,,13178.642867800016,30064.788579898108,15975.164868978014,24576.908311480092,21786.003106300053,,,14270.1881033346,,21885.702373942047,0.01,16409.159426098595,14384.591158853853,,12654.77204004807,14277.175554959977,10426.027087240074,8721.324752763998,0.01,22150.293089720224
2021-05-26,36942.796083689944,,13204.393150400023,30602.953755138096,16036.085418556017,24574.79699678009,21817.987033580044,,,14503.507775629201,,22056.81101239805,0.01,16475.512179130063,14384.591158853853,,12718.12662008207,14302.423585119974,10431.285347200075,8723.263858399996,0.01,22265.02004680021
2021-05-27,37055.14423313993,,13212.264071400028,31106.18018173409,16049.810695562017,24497.98217042311,21839.221172660044,,,14571.032850201402,,22137.021547408043,0.01,16524.259273654072,14384.591158853853,,12732.986886494074,14319.188841959975,10435.525372240078,8729.449160692004,0.01,22414.835006140216
2021-05-28,37098.98090105993,,13213.67413060003,31413.00016586609,16053.938686272018,24388.326072760097,21880.99035330804,,,14595.577246209403,,22176.288544978037,0.01,16540.09594783006,14384.591158853853,,12774.111639134077,14328.516134859974,10437.468810140077,8729.449160692004,0.01,22445.938695760222
2021-05-29,37128.23732400394,,13214.89260100003,31476.474783306094,16067.689498126017,24466.796746240107,21896.145870936034,,,14651.258711412602,,22183.293961602038,0.01,16561.197243636067,14384.591158853853,,12777.599235874075,14336.008502219975,10439.148162740077,8729.893743412003,0.01,22474.645985260213
2021-05-30,37345.33571757994,,13223.657103600028,31688.733561036093,16067.644095568017,24533.0182117401,21918.589849408036,,,14672.306174336603,,22247.47227159004,0.01,16583.818938730066,14384.591158853853,,12790.023553334071,14339.747748299977,10441.147555240077,8730.786722018001,0.01,22602.48268908021
2021-05-31,37374.78195022994,,13233.278941800032,31694.065443900094,16120.685740552017,24579.278795080092,21934.53170124203,,,14718.212692972005,,22294.288718250038,0.01,16588.488282264054,14384.591158853853,,12797.777832286072,14361.360655839975,10441.546960840076,8732.114843907999,0.01,22709.84225394022
2021-06-01,37593.866820861935,,13240.987852200029,31920.9609906781,16151.610589276013,24693.06759784009,21973.29322268603,,,14761.817828407009,,22355.845447486034,0.01,16644.445055748056,14384.591158853853,,12805.64123530607,14406.900062659975,10446.381397000077,8733.445280445998,0.01,22736.215956800235
2021-06-02,37608.724371321936,,13250.626881200025,31952.700372540097,16178.448781694016,24730.64308608009,21984.892005838028,,,14799.391259325408,,22796.780889650036,0.01,16673.663634144054,14384.591158853853,,12810.720506366068,14415.306345859977,10446.359910060079,8736.123404121996,0.01,22758.083745420237
2021-06-03,37586.93915104909,,13275.847031200028,32206.822013390087,16178.403060758017,24784.961359300087,21998.30411807402,,,14891.774386873005,,23011.97994024204,0.01,16691.23212737205,14384.591158853853,,12814.869032626068,14431.298640939978,10446.336395680079,8738.537005199996,0.01,22777.72587776024
2021-06-04,38058.8500326419,,13279.253392000028,32238.82718051409,16182.607269638016,24798.806412760085,22011.71581935202,,,14904.392544491002,,23037.418609688048,0.01,16701.48463633006,14384.591158853853,,12824.64317896607,14435.058328879979,10450.35973188008,8739.874554913995,0.01,22799.096868740246
2021-06-05,38114.2023766519,,13279.923909600027,32265.394456110087,16186.761108278017,24810.082067480085,22018.965095192023,,,14923.2368480992,,23085.835538568055,0.01,16711.043955068064,14384.591158853853,,12826.404592006067,14449.151373759976,10450.72793380008,8743.155229887998,0.01,22817.316821160246
2021-06-06,38114.0372342239,,13283.127028000028,32265.394456110087,16190.920357826017,24817.75654280008,22030.584308260015,,,14942.030114596,,23104.064069866054,0.01,16718.025756660063,14384.591158853853,,12829.026702746067,14451.026634239975,10452.502856300083,8743.144623689997,0.01,22817.228504740247
2021-06-07,38306.5894032019,,13286.29952880003,32292.04042053609,16200.624632642017,24826.57797996008,22034.205811332013,,,14948.2924940264,,23118.655348152057,0.01,16730.703258724083,14384.591158853853,,12830.784225886066,14454.806904599975,10452.945053300084,8745.720921695998,0.01,22800.49204850024
2021-06-08,38306.4234307939,,13286.98453580003,32302.89476938609,16200.578838234016,24826.517707200077,22054.148432424,,,14986.194718534598,,23118.566239242056,0.01,16736.027398922088,14384.591158853853,,12830.768182586065,14462.359104959976,10452.935073900084,8745.710431263999,0.01,22812.906677960233
2021-06-09,38969.062906749896,,13294.43746780003,32382.981707556093,16204.788034654017,24958.405594420063,22139.93997540201,,,15037.399301305002,,23151.535393032063,0.01,16752.697176144102,14384.591158853853,,12835.192825566064,14471.802976719973,10454.855511500084,8746.610236532,0.01,22883.06296742024
2021-06-10,39076.89317171989,,13295.78822580003,32886.969617132105,16231.714028868018,24992.633781400054,22149.048650048004,,,15056.518872320601,,23181.623190070062,0.01,16773.92221834609,14384.591158853853,,12845.006999056062,14482.144790359973,10458.736282900087,8747.950779564,0.01,22902.723788800235
2021-06-11,39263.40175549788,,13297.076564800032,33787.99302277013,16235.88275427602,25052.619902800063,22164.386141982006,,,15062.829951322201,,23185.28142367006,0.01,16791.884583836065,14384.591158853853,,12875.069004332057,14487.780272939975,10460.041177180088,8750.602811888004,0.01,22926.859889820233
2021-06-12,39263.23163106188,,13298.901623800033,33930.33275544411,16235.83690231602,25061.55263034006,22177.90930674801,,,15088.511653098603,,23200.75685250406,0.01,16798.653693238066,14384.591158853853,,12875.069004332057,14501.929159099973,10461.18915598009,8755.957017224007,0.01,22959.41542164023
2021-06-13,39320.67354853188,,13298.860354800034,33981.15747224611,16244.237509316017,25069.295513680056,22183.38769645001,,,15107.537664335403,,23215.408085440064,0.01,16805.345509404062,14384.591158853853,,12875.052939332058,14505.69709959997,10463.341264120092,8756.399066696007,0.01,22973.143086560238
2021-06-14,39650.30886829789,,13323.10789580003,34211.34200491412,16243.644186670019,25158.82784736005,22210.537213570005,,,15107.537664335403,,23214.470441662066,0.01,16829.33422947406,14384.591158853853,,12880.135921152056,14530.474417199966,10463.29678960009,8758.816447292009,0.01,23055.61359960025
2021-06-15,39739.56213336189,,13329.961768800033,34256.79235260812,16243.644186670019,25265.405685460046,22214.193565430007,,,15107.537664335403,,23272.434294836065,0.01,16840.841944456068,14384.591158853853,,12888.160921572062,14543.839780219969,10463.29678960009,8759.264466924009,0.01,23067.07481890025
