date,AAVEUSDT,ADAUSDT,AGIXUSDT,ALGOUSDT,ALPHAUSDT,ANKRUSDT,APEUSDT,APTUSDT,ATOMUSDT,AUDIOUSDT,AVAXUSDT,AXSUSDT,BNBUSDT,CHRUSDT,CHZUSDT,COMPUSDT,COTIUSDT,CRVUSDT,DOGEUSDT,DOTUSDT,DYDXUSDT,EGLDUSDT,ENJUSDT,ENSUSDT,EOSUSDT,ETCUSDT,FETUSDT,FTMUSDT,GALAUSDT,GALUSDT,GMTUSDT,GRTUSDT,HBARUSDT,HOTUSDT,IMXUSDT,INJUSDT,KAVAUSDT,KSMUSDT,LINKUSDT,LTCUSDT,NEARUSDT,OCEANUSDT,OMGUSDT,ONEUSDT,OPUSDT,RENUSDT,RNDRUSDT,ROSEUSDT,RUNEUSDT,SANDUSDT,SKLUSDT,SNXUSDT,SUSHIUSDT,SXPUSDT,TRXUSDT,VETUSDT,WAVESUSDT,WOOUSDT,XRPUSDT,XTZUSDT,ZILUSDT,ZRXUSDT
2021-11-18,1041025.6927003453,0.01,,413914.66056258423,148489.25546870197,44193.776629261185,,,0.01,27935.11385130001,0.01,1265464.4768673256,433640.5649684092,104223.35268703975,64547.96057565195,142246.317833544,26823.31118925782,564144.9110809412,13505161.744363958,137354.23019446,21282.04568264001,0.01,221599.54763931403,,52456.832106799935,389851.76868244825,,170987.17962454306,22798.70608182808,,,388066.1577609338,59597.56015287182,45415.41897867124,,,26415.114360370048,106217.59041816289,0.01,11776.799886646624,442278.65238818474,56012.71602774598,345266.4326144492,26284.789542445702,,126273.59688931367,,,109456.89829804195,103237.17046988744,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,94995.06054332186,,1088870.4900535133,219540.93052564035,324545.0240674088,74780.60287055596
2021-11-19,1041025.6927003453,0.01,,415292.9620013703,148489.25546870197,44193.776629261185,,,0.01,28863.99159504001,0.01,1267775.7600095258,434735.0737161695,105216.90417661973,64547.96057565195,142466.88729793797,26823.31118925782,566050.8377146412,13505161.744363958,137354.23019446,21366.660758220012,0.01,221707.59391345404,,52491.317810999935,390280.355441274,,170987.17962454306,23645.820672818085,,,388066.1577609338,59597.56015287182,45415.41897867124,,,26419.183918706047,106217.59041816289,0.01,11776.799886646624,444111.9383885567,56012.71602774598,345763.26749964315,26284.789542445702,,126585.56605571367,,,109456.89829804195,104436.71248514135,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,95115.03498240987,,1092008.0724153314,219540.93052564035,324995.15491379885,74928.92375979995
2021-11-20,1041025.6927003453,0.01,,415546.79713439033,148489.25546870197,44193.776629261185,,,0.01,28918.946556560008,0.01,1268553.0747107258,435256.1192019894,105774.75347439974,64547.96057565195,142822.49358616196,26823.31118925782,566433.8130846611,13505161.744363958,137354.23019446,21483.84612312,0.01,222544.15656263402,,52503.069181019935,390392.600833626,,170987.17962454306,24138.088412038076,,,388066.1577609338,59597.56015287182,45415.41897867124,,,26423.25747699605,106217.59041816289,0.01,11776.799886646624,444903.9180501851,56012.71602774598,345761.3659181551,26284.789542445702,,126666.61938520368,,,109456.89829804195,105174.14718013334,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,95147.65711686388,,1093578.7542925512,219540.93052564035,325222.0131387789,74990.46418250997
2021-11-21,1041025.6927003453,0.01,,416309.2664513284,148489.25546870197,44193.776629261185,,,0.01,28974.080477320003,0.01,1270474.5666419258,435428.4822503094,105970.21374121973,64547.96057565195,142911.48666461997,26823.31118925782,568320.6626742213,13505161.744363958,137354.23019446,21597.31089224001,0.01,224134.705446434,,52514.826957119934,390461.4865230079,,170987.17962454306,25456.503757542057,,,388066.1577609338,59597.56015287182,45415.41897867124,,,26425.29500933205,106217.59041816289,0.01,11776.799886646624,445432.6604004603,56012.71602774598,345754.8302723711,26284.789542445702,,126747.76292622769,,,109456.89829804195,106236.13916980129,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,95212.91124289788,,1093569.0034038231,219540.93052564035,325496.0270387929,75015.54278705595
2021-11-22,1041025.6927003453,0.01,,416304.4007410524,148489.25546870197,44193.776629261185,,,0.01,28973.256651020005,0.01,1276962.5073545258,436271.2249808693,107333.53724979976,64547.96057565195,142909.93604870795,26823.31118925782,572004.1783205812,13505161.744363958,137354.23019446,21895.285916480025,0.01,228364.9662740139,,52537.93891127993,391260.88482472405,,170987.17962454306,26269.473696134053,,,388066.1577609338,59597.56015287182,45415.41897867124,,,26430.42071723205,106217.59041816289,0.01,11776.799886646624,446656.42997344834,56012.71602774598,348800.41292982106,26284.789542445702,,127142.33484135168,,,109456.89829804195,107062.2131234132,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,95546.0350990819,,1104751.0535666167,219540.93052564035,326254.9320256729,75208.41473714796
2021-11-23,1041025.6927003453,0.01,,417801.3971597224,148489.25546870197,44193.776629261185,,,0.01,29266.330684120003,0.01,1278908.1675109258,437087.88247442915,107661.04618111977,64547.96057565195,144331.69959538992,26823.31118925782,574255.208501521,13505161.744363958,137354.23019446,22128.814101780026,0.01,228531.9865098339,,52549.58282595993,391536.6158379222,,170987.17962454306,26937.568824374055,,,388066.1577609338,59597.56015287182,45415.41897867124,,,26432.45661384205,106217.59041816289,0.01,11776.799886646624,447512.8018820765,56012.71602774598,348961.93669981306,26284.789542445702,,127223.74151947968,,,109456.89829804195,107149.20841669322,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,95611.55586807193,,1108430.4879929025,219540.93052564035,326645.0759220008,75345.98717157997
2021-11-24,1041025.6927003453,0.01,,418056.5948809084,148489.25546870197,44193.776629261185,,,0.01,29440.88786542,0.01,1282808.3925955251,437458.9966630692,108733.6438049798,64547.96057565195,144376.13902311792,26823.31118925782,577833.1619432607,13505161.744363958,137354.23019446,22416.92918830003,0.01,228986.2894429539,,52561.27134015993,391700.3357653421,,170987.17962454306,27514.53555459006,,,388066.1577609338,59597.56015287182,45415.41897867124,,,26440.60322550604,106217.59041816289,0.01,11776.799886646624,447701.498374409,56012.71602774598,348957.8939768171,26284.789542445702,,127305.16781311967,,,109456.89829804195,107163.74325029322,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,95847.38419646792,,1113607.2594152845,219540.93052564035,327185.2073562507,75395.15348307395
2021-11-25,1041025.6927003453,0.01,,418568.0976214864,148489.25546870197,44193.776629261185,,,0.01,29440.630640900003,0.01,1284769.8198429253,438358.46858832915,109294.58713787979,64547.96057565195,144829.40369014395,26823.31118925782,581828.2480403805,13505161.744363958,137354.23019446,22552.65622212003,0.01,232249.3024512338,,52584.590312799926,391769.3412114681,,170987.17962454306,28539.55972162405,,,388066.1577609338,59597.56015287182,45415.41897867124,,,26449.80665928204,106217.59041816289,0.01,11776.799886646624,449053.98320432246,56012.71602774598,350633.435736827,26284.789542445702,,127619.76043029568,,,109456.89829804195,110459.38550158919,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,95880.24959929593,,1114612.5590826524,219540.93052564035,327294.74096304877,75471.31369041794
2021-11-26,1041025.6927003453,0.01,,425523.1358722384,148489.25546870197,44193.776629261185,,,0.01,29438.165906160004,0.01,1305636.0870183252,441218.0447808092,112111.31678699981,64547.96057565195,147789.1498133879,26823.31118925782,591903.8933971009,13505161.744363958,137354.23019446,23185.822625600027,0.01,240234.1624643737,,52596.15992183993,391764.2468099381,,170987.17962454306,31369.038494312037,,,388066.1577609338,59597.56015287182,45415.41897867124,,,26484.229850202042,106217.59041816289,0.01,11776.799886646624,459543.3019213159,56012.71602774598,357482.0172344449,26284.789542445702,,129522.17344554765,,,109456.89829804195,113063.44011787497,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,97757.99824915593,,1114590.8860394564,219540.93052564035,332606.09532544087,75868.75037329995
2021-11-27,1041025.6927003453,0.01,,426564.8123718043,148489.25546870197,44193.776629261185,,,0.01,30025.89587846,0.01,1305636.0870183252,441846.4330808093,112504.74847671982,64547.96057565195,148062.5608665899,26823.31118925782,596510.2734995015,13505161.744363958,137354.23019446,23259.97344334003,0.01,242431.45717227372,,52700.26370241993,393189.2486096759,,170987.17962454306,32917.73035353403,,,388066.1577609338,59597.56015287182,45415.41897867124,,,26496.475875494045,106217.59041816289,0.01,11776.799886646624,461140.47753499204,56012.71602774598,357830.68676006095,26284.789542445702,,129771.07860613966,,,109456.89829804195,115728.21108466502,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,97825.03081297595,,1110235.188302103,219540.93052564035,332830.38832775684,75969.32307179197
2021-11-28,1041025.6927003453,0.01,,427983.61025639635,148489.25546870197,44193.776629261185,,,0.01,30386.34170158,0.01,1309221.5341885246,443194.05132168904,114720.51577679982,64547.96057565195,148387.90195479384,26823.31118925782,600509.5735658408,13505161.744363958,137354.23019446,23740.197105720024,0.01,247959.0108851536,,52771.009493679936,393610.52094529185,,170987.17962454306,33493.87128680202,,,388066.1577609338,59597.56015287182,45415.41897867124,,,26518.616317642045,106217.59041816289,0.01,11776.799886646624,464332.5054446159,56012.71602774598,359378.01369815087,26284.789542445702,,130580.02642596365,,,109456.89829804195,117149.54531215903,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,98539.43592525995,,1035894.3445534529,219540.93052564035,334090.81640182494,76234.35333632596
2021-11-29,1041025.6927003453,0.01,,428245.2821125643,148489.25546870197,44193.776629261185,,,0.01,30415.28356064,0.01,1310014.9444865244,443785.1291165891,115010.67609217981,64547.96057565195,148525.16318669386,26823.31118925782,601974.6944248608,13505161.744363958,137354.23019446,23767.22254974002,0.01,248582.15141909363,,52782.79121719994,393818.4797779678,,170987.17962454306,33793.27554586004,,,388066.1577609338,59597.56015287182,45415.41897867124,,,26526.78963882005,106217.59041816289,0.01,11776.799886646624,464892.80237101595,56012.71602774598,359710.9204754168,26284.789542445702,,130663.59432202166,,,109456.89829804195,117911.395255137,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,98573.20503295196,,1030809.7424273078,219540.93052564035,334147.2036374569,76272.55113593997
2021-11-30,1041025.6927003453,0.01,,428769.24432892236,148489.25546870197,44193.776629261185,,,0.01,30502.291481140004,0.01,1311213.8584277243,444684.66780378914,115435.9020388398,64547.96057565195,148663.57883473783,26823.31118925782,604902.6976097405,13505161.744363958,137354.23019446,23960.70962868003,0.01,249431.20340187362,10016.01329624,52841.60851981993,394174.47666164173,,170987.17962454306,34744.517421242024,,,388066.1577609338,59597.56015287182,45415.41897867124,,,26530.87885815005,106217.59041816289,0.01,11776.799886646624,466059.93441601563,56012.71602774598,359877.4589534968,26284.789542445702,,130747.28689001166,,,109456.89829804195,119357.66837777504,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,98765.33970863794,,1033225.2538574819,219540.93052564035,335501.48569407273,76323.56550318198
2021-12-01,1041025.6927003453,0.01,,429293.7182096824,148489.25546870197,44193.776629261185,,,0.01,30531.376794740005,0.01,1312405.0393625244,445109.21875290916,115482.38889337982,64547.96057565195,148850.93633163182,26823.31118925782,605874.7917324007,13505161.744363958,137354.23019446,24064.742451240032,0.01,249988.29201493363,10078.90630468,52912.72577633993,394406.22066973767,,170987.17962454306,34882.90332441201,,,388066.1577609338,59597.56015287182,45415.41897867124,,,26534.96625887805,106217.59041816289,0.01,11776.799886646624,466306.9112647261,56012.71602774598,359873.2897602988,26284.789542445702,,130998.63822740765,,,109456.89829804195,120080.66951578105,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,98866.94703702991,,1035096.8371765219,219540.93052564035,335671.30748996075,76399.36178020798
2021-12-02,1041025.6927003453,0.01,,429556.0167110424,148489.25546870197,44193.776629261185,,,0.01,30528.553879560008,0.01,1315657.4713727245,446746.6477503293,116238.73786047981,64547.96057565195,148844.3402900618,26823.31118925782,613079.3915230206,13505161.744363958,137354.23019446,24272.442531600034,0.01,251896.99617049363,10240.14305248,52959.200761899934,394692.4899445675,,170987.17962454306,35438.29340593202,,,388066.1577609338,59597.56015287182,45415.41897867124,,,26539.054156228045,106217.59041816289,0.01,11776.799886646624,467374.1256869208,56012.71602774598,359858.9724111268,26284.789542445702,,131406.15911106364,,,109456.89829804195,120857.07579769306,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,98957.85033688592,,1039935.9660985818,219540.93052564035,336281.0553153287,76396.133229822
2021-12-03,1041025.6927003453,0.01,,441638.1220751943,148489.25546870197,44193.776629261185,,,0.01,31864.200895980008,0.01,1329219.011888725,449172.0597394894,117471.44656419981,64547.96057565195,149963.52710156783,26823.31118925782,624548.9232722607,13505161.744363958,137354.23019446,24842.429876420025,0.01,255892.26734919366,10442.521473799994,53031.84212869994,395616.61485304957,,170987.17962454306,35626.35659050602,,,388066.1577609338,59597.56015287182,45415.41897867124,,,26571.504718136042,106217.59041816289,0.01,11776.799886646624,471087.13146241545,56012.71602774598,369306.0010913028,26284.789542445702,,132140.70956229168,,,109456.89829804195,123044.38351438905,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,100691.02354964797,,1055764.1487425277,219540.93052564035,339178.49599073274,77228.03871850042
2021-12-04,1041025.6927003453,0.01,,459383.3797054004,148489.25546870197,44193.776629261185,,,0.01,31863.29617398001,0.01,1366444.2598977245,455600.43212032906,117470.2880493198,64547.96057565195,149961.89998625583,26823.31118925782,659899.092760041,13505161.744363958,137354.23019446,26954.566124040026,0.01,259974.5302561137,11006.752266100002,53724.927977019935,409472.4488854415,,170987.17962454306,38834.265303496,,,388066.1577609338,59597.56015287182,45415.41897867124,,,26571.36393576804,106217.59041816289,0.01,11776.799886646624,526171.8743382891,56012.71602774598,369301.7227705868,26284.789542445702,,132601.23956464147,,,109456.89829804195,124995.10150623102,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,103037.97583103794,,1055743.6202358897,219540.93052564035,359694.9792070034,77226.91560503442
2021-12-05,1041025.6927003453,0.01,,461635.9469250923,148489.25546870197,44193.776629261185,,,0.01,31014.595509970502,0.01,1367271.0392969246,457042.5962570491,117805.16781811776,64547.96057565195,149717.087161052,26823.31118925782,667185.9592944214,13505161.744363958,137354.23019446,27537.55815446001,0.01,260682.02319685367,11149.024062159995,53820.51159553993,411633.87762014364,,170987.17962454306,40427.97586268198,,,388066.1577609338,59597.56015287182,45415.41897867124,,,26856.704316588046,106217.59041816289,0.01,11776.799886646624,528670.9655068008,56012.71602774598,368627.09992763103,26284.789542445702,,125126.46732798757,,,109456.89829804195,127113.77752983903,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,103404.67309433597,,1045198.2178971597,219540.93052564035,362634.9230177533,76939.98549551865
2021-12-06,1041025.6927003453,0.01,,463856.4752197405,148489.25546870197,44193.776629261185,,,0.01,29228.228667874027,0.01,1379922.5162023008,458701.4575785095,120091.45261057977,64547.96057565195,149523.2600591346,26823.31118925782,673581.9039896018,13505161.744363958,137354.23019446,28232.145918540034,0.01,270892.0819583736,11305.875668540002,53917.73222489993,413127.6832850397,,170987.17962454306,41481.72399018401,,,388066.1577609338,59597.56015287182,45415.41897867124,,,26960.35637084605,106217.59041816289,0.01,11776.799886646624,536420.2792786752,56012.71602774598,366627.58480328566,26284.789542445702,,124185.81211965713,,,109456.89829804195,129700.73694363522,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,103933.15109502398,,986859.0370600703,219540.93052564035,366453.7887309452,76279.34384399859
2021-12-07,1041025.6927003453,0.01,,464424.62938969245,148489.25546870197,44193.776629261185,,,0.01,27679.77085230512,0.01,1385913.5215419238,458805.26171052945,120444.00273405977,64547.96057565195,151946.1437968158,26823.31118925782,675688.095532922,13505161.744363958,137354.23019446,28354.651159100038,0.01,271364.8770112336,11323.951683480003,53978.43892617993,413297.6899173777,,170987.17962454306,42583.369768526,,,388066.1577609338,59597.56015287182,45415.41897867124,,,26966.584879328053,106217.59041816289,0.01,11776.799886646624,538568.2081200748,56012.71602774598,376369.10854452883,26284.789542445702,,117553.87008662346,,,109456.89829804195,130187.13340013122,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,104100.103005378,,964018.4364371863,219540.93052564035,366956.99998014705,76579.98473650197
2021-12-08,1041025.6927003453,0.01,,467227.5639207825,148489.25546870197,44193.776629261185,,,0.01,26848.308464198944,0.01,1392726.6397339238,459670.35891312954,121446.85165819977,64547.96057565195,152569.53423194776,26823.31118925782,677521.8926983818,13505161.744363958,137354.23019446,28618.01441712005,0.01,272634.8106333535,11379.547461339998,54002.83600839993,414070.9668886976,,170987.17962454306,43020.957900240006,,,388066.1577609338,59597.56015287182,45415.41897867124,,,27000.93789187405,106217.59041816289,0.01,11776.799886646624,540383.3939022751,56012.71602774598,377259.90788987285,26284.789542445702,,117779.87184666545,,,109456.89829804195,130628.1964373012,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,104291.767884382,,966785.7442735604,219540.93052564035,367643.251369835,76740.80423793795
2021-12-09,1041025.6927003453,0.01,,467222.1030830365,148489.25546870197,44193.776629261185,,,0.01,26685.015419779993,0.01,1393148.897511924,459952.9300063296,122052.72080477972,64547.96057565195,153001.4457037238,26823.31118925782,688285.1418913685,13505161.744363958,137354.23019446,28742.29905768005,0.01,273842.6432220935,11440.432087099996,54002.50460445993,414799.60911461356,,170987.17962454306,44057.70632786005,,,388066.1577609338,59597.56015287182,45415.41897867124,,,27000.880982834053,106217.59041816289,0.01,11776.799886646624,545762.7575561553,56012.71602774598,377257.8331410629,26284.789542445702,,119688.94543564146,,,109456.89829804195,131254.26340358527,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,104291.139053872,,974506.2225256828,219540.93052564035,368028.52090498304,77014.50645471597
2021-12-10,1041025.6927003453,0.01,,470047.85299071646,148489.25546870197,44193.776629261185,,,0.01,27547.097028279997,0.01,1401120.7738785243,462382.9090404693,122585.9488731797,64547.96057565195,153852.6342821918,26823.31118925782,688858.0214314219,13505161.744363958,137354.23019446,29182.87297046005,0.01,275786.4009033936,11474.693071639997,53998.53755129992,415215.8837341616,,170987.17962454306,44815.75884927604,,,388066.1577609338,59597.56015287182,45415.41897867124,,,27083.670546098056,106217.59041816289,0.01,11776.799886646624,549168.1370151949,56012.71602774598,383338.4729363529,26284.789542445702,,120292.46975514946,,,109456.89829804195,132120.88248128924,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,105786.96249114607,,984577.906929163,219540.93052564035,371002.29523629305,77387.56593745596
2021-12-11,1041025.6927003453,0.01,,473173.1822603685,148489.25546870197,44193.776629261185,,,0.01,27658.849268559992,0.01,1409141.5543089244,463973.97527046956,123619.49173609974,64547.96057565195,154851.84516819185,26823.31118925782,693405.967409982,13505161.744363958,137354.23019446,29353.61005332005,0.01,278231.12513551366,11534.794454419998,54238.476725559936,415885.5500907057,,170987.17962454306,45404.11536347804,,,388066.1577609338,59597.56015287182,45415.41897867124,,,27111.50303749005,106217.59041816289,0.01,11776.799886646624,550054.654882195,56012.71602774598,385888.98005734687,26284.789542445702,,120667.14974862148,,,109456.89829804195,132695.02280532327,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,106120.73319739607,,991905.8025979928,219540.93052564035,371932.59786457097,77615.88321258395
2021-12-12,1041025.6927003453,0.01,,473462.6531908005,148489.25546870197,44193.776629261185,,,0.01,27685.234458139996,0.01,1409995.185344524,464109.1982565496,124114.99458933977,64547.96057565195,155042.75117317188,26823.31118925782,694072.006707962,13505161.744363958,137354.23019446,29430.786552520054,0.01,278366.8772125537,11560.672371879995,54286.53231093994,416174.65237223764,,170987.17962454306,45870.53165893805,,,388066.1577609338,59597.56015287182,45415.41897867124,,,27117.77569458605,106217.59041816289,0.01,11776.799886646624,550380.9307655888,56012.71602774598,386425.4735890628,26284.789542445702,,120744.37600795747,,,109456.89829804195,132785.0373979633,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,106193.51609922007,,992882.0858196347,219540.93052564035,371995.66567779495,77679.69319666593
2021-12-13,1041025.6927003453,0.01,,474775.8954191338,148489.25546870197,44193.776629261185,,,0.01,28317.122996587692,0.01,1418535.247683724,465685.1045537097,124113.77077761976,64547.96057565195,156488.40243065194,26823.31118925782,697248.6297705342,13505161.744363958,137354.23019446,29972.32930348006,0.01,278365.6685409337,11560.611511959994,54348.66119657993,417222.17000028363,,170987.17962454306,46738.30163115804,,,388066.1577609338,59597.56015287182,45415.41897867124,,,27119.86825935405,106217.59041816289,0.01,11776.799886646624,550359.6029263887,56012.71602774598,386604.46186507883,26284.789542445702,,120742.91325641947,,,109456.89829804195,134609.54085844508,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,106812.39491741385,,1008950.8276957072,219540.93052564035,371993.83313593495,77679.30521842593
2021-12-14,1041025.6927003453,0.01,,486671.14944281644,148489.25546870197,44193.776629261185,,,0.01,29083.617275539993,0.01,1419823.348038724,466250.5635422696,123838.22385958683,64547.96057565195,157123.58052258598,26823.31118925782,708677.424236902,13505161.744363958,137354.23019446,30216.969472660057,0.01,277916.4780817076,11557.003326059994,54458.182040479944,417837.5782323879,,170987.17962454306,47468.73839045803,,,388066.1577609338,59597.56015287182,45415.41897867124,,,27157.316106756054,106217.59041816289,0.01,11776.799886646624,549980.8494793026,56012.71602774598,393157.56910769694,26284.789542445702,,120236.87349530074,,,109456.89829804195,135345.37717628517,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,108633.20203583605,,1012156.4291193051,219540.93052564035,376551.6945422491,77679.30521842593
2021-12-15,1041025.6927003453,0.01,,487563.6057861464,148489.25546870197,44193.776629261185,,,0.01,29173.756395059994,0.01,1424172.7415499238,467584.4308362095,126790.35243055972,64547.96057565195,157762.67558861195,26823.31118925782,710745.4722096021,13505161.744363958,137354.23019446,30348.663384200052,0.01,282798.8943836339,11818.837413079993,54521.82721617995,418216.1404238139,,170987.17962454306,47788.41163636203,,,388066.1577609338,59597.56015287182,45415.41897867124,,,27166.77006198005,106217.59041816289,0.01,11776.799886646624,603237.6737713801,56012.71602774598,394148.1618703509,26284.789542445702,,114166.1597160275,,,109456.89829804195,136520.95697326504,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,108901.23481007204,,1015255.1509474531,219540.93052564035,376942.3241081611,78498.10891240794
2021-12-16,1041025.6927003453,0.01,,488159.84080365044,148489.25546870197,44193.776629261185,,,0.01,29173.501776059995,0.01,1424155.9500849238,467690.3609087095,126994.4661335397,64547.96057565195,157859.92673620395,26823.31118925782,712029.9673404422,13505161.744363958,137354.23019446,30383.302144100053,0.01,283005.77237349394,11833.995096519995,54557.60145241995,418486.6705384078,,170987.17962454306,47879.63358267202,,,388066.1577609338,59597.56015287182,45415.41897867124,,,27168.86853455005,106217.59041816289,0.01,11776.799886646624,605090.035974283,56012.71602774598,394145.99427717086,26284.789542445702,,114312.45298689549,,,109456.89829804195,136798.45657494504,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,109162.81136974004,,1015716.881959329,219540.93052564035,376940.4671897291,78497.71684768195
2021-12-17,1041025.6927003453,0.01,,488150.03440288844,148489.25546870197,44193.776629261185,,,0.01,29468.181851919995,0.01,1431024.1911253235,468718.33363790944,127096.6321815597,64547.96057565195,158785.43674247593,26823.31118925782,715990.381509702,13505161.744363958,137354.23019446,30379.230743920052,0.01,288300.1421628539,11944.78578428,54556.93174621995,420877.679621482,,170987.17962454306,48931.00334094601,,,388066.1577609338,59597.56015287182,45415.41897867124,,,27184.214159536048,106217.59041816289,0.01,11776.799886646624,605049.483944683,56012.71602774598,396036.4750001509,26284.789542445702,,116164.18564078554,,,109456.89829804195,137741.89817258494,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,109582.19766669603,,1021942.6193500272,219540.93052564035,378978.7965750532,78766.63247688796
2021-12-18,1041025.6927003453,0.01,,489908.25427186245,148489.25546870197,44193.776629261185,,,0.01,29496.27212952,0.01,1431457.5264977235,468961.1469909093,128096.72198671973,64547.96057565195,158981.43582847994,26823.31118925782,717981.3390856815,13505161.744363958,137354.23019446,30610.47657088005,0.01,288511.11592397396,11975.304459839997,54607.96346763996,421051.08060011,,170987.17962454306,49079.113177654,,,388066.1577609338,59597.56015287182,45415.41897867124,,,27190.504033626054,106217.59041816289,0.01,11776.799886646624,604487.7988825099,56012.71602774598,396422.77133744897,26284.789542445702,,116238.53245328154,,,109456.89829804195,137909.89549498493,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,110268.99082998403,,1022863.8313311432,219540.93052564035,379298.8305431113,78806.56369240794
2021-12-19,1041025.6927003453,0.01,,490208.1874420344,148489.25546870197,44193.776629261185,,,0.01,29496.014565859998,0.01,1431890.8311695235,469169.5677717293,128368.91990495974,64547.96057565195,159030.55194478395,26823.31118925782,718211.0036487015,13505161.744363958,137354.23019446,30645.27595192005,0.01,288581.514935734,11986.818170479997,54669.392555919956,421174.743303586,,170987.17962454306,49078.469663254,,,388066.1577609338,59597.56015287182,45415.41897867124,,,27192.604538554053,106217.59041816289,0.01,11776.799886646624,618183.7566642347,56012.71602774598,396606.36376540095,26284.789542445702,,131392.6791690676,,,109456.89829804195,138084.27698070492,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,110267.20703976403,,1024254.0353124611,219540.93052564035,379425.95990435133,78859.76004603195
2021-12-20,1041025.6927003453,0.01,,490282.1319621543,148489.25546870197,44193.776629261185,,,0.01,29822.21780096,0.01,1435439.8284545236,470684.0284318296,129250.43520777974,64547.96057565195,160511.32512022994,26823.31118925782,723472.6867651017,13505161.744363958,137354.23019446,30641.168277800054,0.01,290643.68408341403,12064.066155739996,54767.68387519995,421694.4571832719,,170987.17962454306,49409.014672076,,,388066.1577609338,59597.56015287182,45415.41897867124,,,27227.945110660054,106217.59041816289,0.01,11776.799886646624,618294.2551391214,56012.71602774598,398322.45467930095,26284.789542445702,,133265.06349142359,,,109456.89829804195,138452.4341625449,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,110224.88821068004,,1027388.4163571491,219540.93052564035,381001.35405219934,79193.45756034396
2021-12-21,1041025.6927003453,0.01,,493167.41532292834,148489.25546870197,44193.776629261185,,,0.01,29822.21780096,0.01,1437180.2971331237,470893.3620510496,129458.26284021972,64547.96057565195,160610.29622283595,26823.31118925782,724870.1440469618,13505161.744363958,137354.23019446,30641.168277800054,0.01,290785.473848734,12071.743633359996,54779.89401043996,421868.2851736318,,170987.17962454306,49456.129917148,,,388066.1577609338,59597.56015287182,45415.41897867124,,,27234.24406716405,106217.59041816289,0.01,11776.799886646624,620996.5199600357,56012.71602774598,398322.45467930095,26284.789542445702,,133265.06349142359,,,109456.89829804195,138508.7293711649,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,100638.04376472818,,1027854.2127492931,219540.93052564035,381065.86670693336,79206.87102978396
2021-12-22,1041025.6927003453,0.01,,494073.10103491036,148489.25546870197,44193.776629261185,,,0.01,29850.6588074,0.01,1439130.9894761234,471098.9398356297,129912.57568999972,64547.96057565195,160957.32000217194,26823.31118925782,727208.9976358416,13505161.744363958,137354.23019446,30944.97248402005,0.01,290856.501080254,12098.665754719997,54816.25476907996,422067.11131792184,,170987.17962454306,49558.683934361994,,,388066.1577609338,59597.56015287182,45415.41897867124,,,27238.445286576043,106217.59041816289,0.01,11776.799886646624,620996.5199600357,56012.71602774598,398322.45467930095,26284.789542445702,,133263.44894386557,,,109456.89829804195,138602.5559254249,65843.19811260208,429352.00890060334,0.01,121522.46468660934,0.01,0.01,100776.74085481017,,1029798.9199440692,219540.93052564035,381065.86670693336,79206.87102978396
