date,1000BONKUSDT,1000FLOKIUSDT,1000LUNCUSDT,1000PEPEUSDT,1000RATSUSDT,1000SATSUSDT,1000SHIBUSDT,1000XECUSDT,1INCHUSDT,AAVEUSDT,ACEUSDT,ACHUSDT,ADAUSDT,AGIXUSDT,AGLDUSDT,AIUSDT,ALGOUSDT,ALICEUSDT,ALPHAUSDT,ALTUSDT,AMBUSDT,ANKRUSDT,ANTUSDT,APEUSDT,API3USDT,APTUSDT,ARBUSDT,ARKMUSDT,ARKUSDT,ARPAUSDT,ARUSDT,ASTRUSDT,ATAUSDT,ATOMUSDT,AUCTIONUSDT,AUDIOUSDT,AVAXUSDT,AXLUSDT,AXSUSDT,BADGERUSDT,BAKEUSDT,BALUSDT,BANDUSDT,BATUSDT,BCHUSDT,BEAMXUSDT,BELUSDT,BICOUSDT,BIGTIMEUSDT,BLUEBIRDUSDT,BLURUSDT,BLZUSDT,BNBUSDT,BNTUSDT,BNXUSDT,BONDUSDT,BSVUSDT,BTCDOMUSDT,BTCUSDT,C98USDT,CAKEUSDT,CELOUSDT,CELRUSDT,CFXUSDT,CHRUSDT,CHZUSDT,CKBUSDT,COMBOUSDT,COMPUSDT,COTIUSDT,CRVUSDT,CTKUSDT,CTSIUSDT,CVXUSDT,CYBERUSDT,DARUSDT,DASHUSDT,DEFIUSDT,DENTUSDT,DGBUSDT,DODOXUSDT,DOGEUSDT,DOTUSDT,DUSKUSDT,DYDXUSDT,DYMUSDT,EDUUSDT,EGLDUSDT,ENJUSDT,ENSUSDT,EOSUSDT,ETCUSDT,ETHUSDT,ETHWUSDT,FETUSDT,FILUSDT,FLMUSDT,FLOWUSDT,FOOTBALLUSDT,FRONTUSDT,FTMUSDT,FXSUSDT,GALAUSDT,GALUSDT,GASUSDT,GLMRUSDT,GLMUSDT,GMTUSDT,GMXUSDT,GRTUSDT,GTCUSDT,HBARUSDT,HFTUSDT,HIFIUSDT,HIGHUSDT,HOOKUSDT,HOTUSDT,ICPUSDT,ICXUSDT,IDEXUSDT,IDUSDT,ILVUSDT,IMXUSDT,INJUSDT,IOSTUSDT,IOTAUSDT,IOTXUSDT,JASMYUSDT,JOEUSDT,JTOUSDT,JUPUSDT,KASUSDT,KAVAUSDT,KEYUSDT,KLAYUSDT,KNCUSDT,KSMUSDT,LDOUSDT,LEVERUSDT,LINAUSDT,LINKUSDT,LITUSDT,LOOMUSDT,LPTUSDT,LQTYUSDT,LRCUSDT,LSKUSDT,LTCUSDT,LUNA2USDT,MAGICUSDT,MANAUSDT,MANTAUSDT,MASKUSDT,MATICUSDT,MAVIAUSDT,MAVUSDT,MBLUSDT,MDTUSDT,MEMEUSDT,MINAUSDT,MKRUSDT,MOVRUSDT,MTLUSDT,MYROUSDT,NEARUSDT,NEOUSDT,NFPUSDT,NKNUSDT,NMRUSDT,NTRNUSDT,OCEANUSDT,OGNUSDT,OMGUSDT,OMUSDT,ONDOUSDT,ONEUSDT,ONGUSDT,ONTUSDT,OPUSDT,ORBSUSDT,ORDIUSDT,OXTUSDT,PENDLEUSDT,PEOPLEUSDT,PERPUSDT,PHBUSDT,PIXELUSDT,POLYXUSDT,PORTALUSDT,POWRUSDT,PYTHUSDT,QNTUSDT,QTUMUSDT,RADUSDT,RDNTUSDT,REEFUSDT,RENUSDT,RIFUSDT,RLCUSDT,RNDRUSDT,RONINUSDT,ROSEUSDT,RSRUSDT,RUNEUSDT,RVNUSDT,SANDUSDT,SEIUSDT,SFPUSDT,SKLUSDT,SLPUSDT,SNTUSDT,SNXUSDT,SOLUSDT,SPELLUSDT,SSVUSDT,STEEMUSDT,STGUSDT,STMXUSDT,STORJUSDT,STPTUSDT,STRAXUSDT,STRKUSDT,STXUSDT,SUIUSDT,SUPERUSDT,SUSHIUSDT,SXPUSDT,THETAUSDT,TIAUSDT,TLMUSDT,TOKENUSDT,TONUSDT,TRBUSDT,TRUUSDT,TRXUSDT,TUSDT,TWTUSDT,UMAUSDT,UNFIUSDT,UNIUSDT,USDCUSDT,USTCUSDT,VETUSDT,WAVESUSDT,WAXPUSDT,WIFUSDT,WLDUSDT,WOOUSDT,XAIUSDT,XEMUSDT,XLMUSDT,XMRUSDT,XRPUSDT,XTZUSDT,XVGUSDT,XVSUSDT,YFIUSDT,YGGUSDT,ZECUSDT,ZENUSDT,ZETAUSDT,ZILUSDT,ZRXUSDT
2020-12-23,,,,,,,,,,16697.56090933997,,,24120.703771273835,,,,21118.95206256595,,12828.300487790011,,,,,,,,,,,,,,,0.01,,,12931.642446340014,,12969.738565477955,,,12278.504467080023,20418.564391722095,18953.41041521604,23820.609470058178,,10770.996753719995,,,,,11753.39665408804,25367.47875159592,,,,,,16594.777187646025,,,,,,,,,,18223.267478464084,,22885.630739279935,12264.42158153402,,,,,21911.44400049386,17099.989824360036,,,,14037.267993309188,17767.7191718,,,,,14885.136588159994,12050.258998021995,,20028.039591239944,22430.686573192193,41656.043654955894,,,12407.142809799978,12007.026168780018,,,,15129.440427089583,,,,,,,,,14459.803362690034,,,,,,,,,12017.107950179998,,,,,,20813.79177477882,17146.669525885973,,,,,,,13329.64751666601,,,12683.346189139955,12859.11912522001,,,,98209.63124095024,,,,,11566.919857228024,,14617.04775055794,,,,,,13810.960943062024,,,,,,,10952.146741882005,,,,11416.618583639989,16374.160239139983,,,,,11828.83782480999,,21067.432152493977,,,,,0.01,,,,,,,,,,,,,,,16279.681667580002,,,,11651.038283176007,,0.01,,,,11802.038250067619,16076.141222160022,,,,,11488.775770870001,,,17605.791623499976,20877.539808040056,,,,,,11997.995024999997,,,,,,,23832.76799273993,25991.52480948992,23873.251864108,,,,,13231.512757519999,,26613.71441462004,,,,,14708.444907919958,,,0.01,17272.07013906798,,,,,,,22307.61067391596,18853.015532147885,48536.66338855198,31994.290433120073,,,14066.913904879977,,18414.546819003936,13002.246901640005,,13547.103694052024,15511.08080823798
2020-12-24,,,,,,,,,,16815.661333559976,,,24169.153557643844,,,,21464.84973940196,,12912.980948540013,,,,,,,,,,,,,,,0.01,,,13021.405658720027,,13073.99880990196,,,12305.690963140027,20495.277331052086,18965.30730068603,23884.096887262174,,10790.520018040006,,,,,11775.505333212037,25409.076241643917,,,,,,16608.60079896602,,,,,,,,,,18289.48957554008,,23003.430721639932,12333.506544892021,,,,,21940.78197641586,17195.40649720002,,,,14201.362112845583,17800.048612679995,,,,,15046.794471199986,12252.891187605994,,20082.134223719935,22501.691476344182,41801.84264047392,,,12444.03053515998,12027.227515580014,,,,15330.606856115597,,,,,,,,,15243.221710492044,,,,,,,,,12038.74476194,,,,,,20896.50178713622,17166.513709145966,,,,,,,13337.417506908005,,,12688.26818133195,12928.496328420011,,,,99651.14901435019,,,,,11582.332814256028,,14669.019915965931,,,,,,14154.288195598025,,,,,,,10963.230302787999,,,,11429.084324479993,16408.92965064799,,,,,11897.341581417988,,21200.246615799973,,,,,0.01,,,,,,,,,,,,,,,16317.570566840004,,,,11677.472552762012,,0.01,,,,11833.006819405611,16126.535287400022,,,,,11651.917127736002,,,17989.509201619963,21183.394778600057,,,,,,12120.087974679996,,,,,,,23986.28207093994,26166.40528581191,24074.005670187995,,,,,13260.903081599996,,26840.24724787206,,,,,14762.850724379967,,,0.01,17329.08559332198,,,,,,,22423.325282413967,18926.49499894189,50459.8494507419,32230.81682260007,,,14121.914552379973,,18434.562121065934,13102.027760100009,,13634.22736023803,15530.880836171978
2020-12-25,,,,,,,,,,16841.18113855998,,,24199.77224843184,,,,21474.311599257962,,12915.833220458013,,,,,,,,,,,,,,,0.01,,,13060.734336780031,,13098.984206701958,,,12311.748940140027,20526.045194362086,18971.20985106203,23890.101854874178,,10794.409294760011,,,,,11778.253988322034,25442.792648235914,,,,,,16610.94977580602,,,,,,,,,,18309.421993734075,,23028.640123679932,12349.819073532019,,,,,21961.11514813387,17215.855292700016,,,,14260.946719884389,17811.98382876,,,,,15208.215650979984,12257.195358405992,,20101.350441579943,22529.619075220162,41815.785056553934,,,12459.956409619983,12028.857608180013,,,,15643.265897503583,,,,,,,,,15677.106840140048,,,,,,,,,12044.110521700002,,,,,,20917.82819919142,17168.505111921968,,,,,,,13342.073760900006,,,12691.223601571952,13008.172693800016,,,,99743.68032773619,,,,,11586.656345016028,,14669.019915965931,,,,,,14444.961799718027,,,,,,,10968.018709477998,,,,11436.337504359994,16411.215196807992,,,,,11914.31419051799,,21220.757249595976,,,,,0.01,,,,,,,,,,,,,,,16331.661522620005,,,,11689.884219038015,,0.01,,,,11836.38327361741,16134.519152000024,,,,,11689.367635634002,,,18053.640591759966,21200.625699000062,,,,,,12131.500401439991,,,,,,,24040.981540659937,26207.53329209391,24151.71577646599,,,,,13267.352305919996,,26847.072932492058,,,,,14773.543249219965,,,0.01,17344.048144437977,,,,,,,22470.713221895974,18947.51942188989,52054.13562465394,32234.75387220007,,,14124.978331179975,,18439.551830887933,13104.940226660008,,13652.979686596027,15536.559048119978
2020-12-26,,,,,,,,,10185.849860799994,16879.742271439984,,,24248.76731490383,,,,21498.859430547956,,12982.702729568013,,,,,,,,,,,,,,,0.01,,,13079.179403980033,,13225.48559816596,,,12314.786606560028,20541.45275493009,18979.57720173404,23910.162942426174,,10801.807370814013,,,,,11793.693820210034,25456.537556411917,,,,,,16613.245311486022,,,,,,,,,,18309.177307392074,,23049.494466719927,12449.412043980024,,,,,21967.893200213875,17239.904433600008,,,,14299.849949905587,17835.821926599998,,,,,15315.766251219979,12282.108330245994,,20130.712413619945,22546.863370472154,41843.64905236795,,,12461.727868979982,12041.591620540012,,,,15643.176277783583,,,,,,,,,16448.502342196036,,,,,,,,,12053.5086273,,,,,,20946.02135251442,17176.52295324797,,,,,,,13345.704577248009,,,12695.74807379195,13051.91299390001,,,,100516.3443783822,,,,,11589.968389816033,,14679.294010993932,,,,,,14454.616440358026,,,,,,,10973.184844893996,,,,11445.146045999994,16419.425778547986,,,,,11926.519076147992,,21261.837314543976,,,,,0.01,,,,,,,,,,,,,,,16355.707737500006,,,,11701.592713270014,,0.01,,,,11850.73912683121,16166.096178440019,,,,,11722.076439184006,,,18086.222821659976,21244.753657200057,,,,,,12137.676114659991,,,,,,,24074.196313879936,26327.425632861916,24167.294820789986,,,,,13274.039410499996,,26856.584755344058,,,,,14775.776737219967,,,0.01,17374.347156445976,,,,,,,22529.196773031963,18956.240083075892,52505.10107721996,32257.34986976007,,,14141.783571939975,,18447.083157109937,13122.245022220017,,13654.038842020027,15545.114399207978
2020-12-27,,,,,,,,,10579.99913846,16908.061693039996,,,24330.877842019854,,,,21520.550614661952,,13048.297623742012,,,,,,,,,,,,,,,0.01,,,13095.196947180031,,13309.555837145963,,,12323.86947392003,20587.71696543809,18990.088048914044,23983.004320722164,,10820.73228855002,,,,,11800.408613692034,25566.84207628191,,,,,,16633.45903890601,,,,,,,,,,18365.974926888073,,23154.08996961992,12498.906854716026,,,,,21997.97678530387,17291.41252144001,,,,14373.128927923985,17924.033483799998,,,,,15488.325455999977,12303.370307165995,,20157.625626679943,22587.950671590166,41884.63276993397,,,12482.341964799982,12065.093748760017,,,,15673.231553783582,,,,,,,,,17249.842950282044,,,,,,,,,12078.200748240006,,,,,,20959.384851460218,17195.436008585977,,,,,,,13356.03928291201,,,12704.802809027948,13104.906193200008,,,,101225.11359052021,,,,,11599.685159556031,,14764.511108895938,,,,,,14541.184912948023,,,,,,,10979.376259895991,,,,11455.204285199989,16439.102411565975,,,,,11995.294214629994,,21302.99875298597,,,,,0.01,,,,,,,,,,,,,,,16384.419543200005,,,,11717.134120126017,,0.01,,,,11869.806120070412,16222.72826696001,,,,,11814.779779218008,,,18308.315694679968,21446.113550620055,,,,,,12160.55888699999,,,,,,,24113.30107513994,26416.582362105913,24869.891508507997,,,,,13292.036758220002,,26892.48554919406,,,,,14800.036708179963,,,0.01,17402.09389561197,,,,,,,22622.221017881977,19041.196756237885,52915.122115391954,32299.530646380063,,,14151.299616979975,,18484.63506437593,13137.975067040032,,13830.99348381003,15590.288730547982
2020-12-28,,,,,,,,,10652.824838179997,16921.698214239997,,,24348.19593638187,,,,21554.02244008395,,13062.695050516008,,,,,,,,,,,,,,,0.01,,,13113.467636780024,,13356.288965545966,,,12326.89853406003,20626.35114514208,18999.615210360033,24001.034861116168,,10825.837881130023,,,,,11800.377718496035,25616.49129239792,,,,,,16661.890074220002,,,,,,,,,,18399.32717008607,,23172.64641355992,12511.347112156029,,,,,22011.521920167874,17316.28049644002,,,,14405.306487117185,17936.04205598,,,,,15538.440042579965,12307.663283405996,,20176.717016219944,22610.517637484176,41891.61296911797,,,12501.206559639984,12068.383507000017,,,,15688.956995123583,,,,,,,,,17485.31383002803,,,,,,,,,12104.534462180001,,,,,,20992.932340907217,17201.23017610998,,,,,,,13365.321148314013,,,12710.683960701948,13122.141406520008,,,,101413.42787858818,,,,,11605.145175656036,,14816.976222247931,,,,,,14557.618395808026,,,,,,,10984.476914235996,,,,11456.536516799988,16448.303790151982,,,,,12015.02297968999,,21395.85218200197,,,,,0.01,,,,,,,,,,,,,,,16403.64762408001,,,,11721.798547644017,,0.01,,,,11870.707162710214,16235.07589594001,,,,,11820.292549384008,,,18352.50070403997,21496.570381680063,,,,,,12168.351503159987,,,,,,,24148.306198119946,26456.713871129912,24958.209609858,,,,,13301.747963540001,,26902.851277322057,,,,,14814.09086101996,,,0.01,17419.408673201982,,,,,,,22679.07298423398,19077.57314765189,54416.22254011396,32322.955807780058,,,14156.376340579975,,18502.231964471932,13180.647423260027,,13858.422655746032,15607.469805417986
2020-12-29,,,,,,,,,10901.913995400004,17054.691652499994,,,24433.600123685894,,,,21659.93373979195,,13127.422596160008,,,,,,,,,,,,,,,0.01,,,13127.568964580023,,13455.16991854597,,,12343.59046628003,20680.54905311008,19014.734236308035,24105.187273182164,,10836.345229112025,,,,,11825.695327770038,25641.67837335792,,,,,,16682.019970644,,,,,,,,,,18446.110564308077,,23281.597252559917,12565.108987196032,,,,,22031.184149039873,17367.12038116003,,,,14494.651942660987,17959.974875980002,,,,,15580.42545345997,12350.647242533998,,20230.674965419938,22683.22652731617,42091.52900877594,,,12500.763183719982,12090.821531560017,,,,15759.023109563583,,,,,,,,,17757.374830658006,,,,,,,,,12123.68328304,,,,,,21045.83030699102,17214.506685541983,,,,,,,13379.645362672016,,,12717.772498983948,13184.779376140003,,,,102807.42240145218,,,,,11617.212940376034,,14867.500802003933,,,,,,14607.319332278026,,,,,,,10992.687237533995,,,,11478.871278379987,16485.611629265986,,,,,12056.729887635987,,21524.280912867973,,,,,0.01,,,,,,,,,,,,,,,16445.943480860013,,,,11729.576022648016,,0.01,,,,11885.745428391414,16294.013888280007,,,,,11945.52722366201,,,18438.098145439973,21531.55666668006,,,,,,12198.020782939986,,,,,,,24353.957040539954,26616.165782787917,25167.828989779995,,,,,13318.125869639998,,27055.658758486046,,,,,14844.680872439954,,,0.01,17437.930534269984,,,,,,,22913.776750391982,19123.967218383892,56004.820643084,32356.98529602005,,,14175.754294719974,,18550.915925383924,13260.55655028004,,13916.810100720033,15676.153128137985
2020-12-30,,,,,,,,,10915.707759240007,17085.625552519985,,,24511.437218849933,,,,21686.483138135955,,13142.200666722008,,,,,,,,,,,,,,,0.01,,,13139.213980180022,,13455.00102254597,,,12351.18005720003,20696.05418544208,19020.65154812203,24142.154123920165,,10843.67884695203,,,,,11845.963351558034,25668.629712359918,,,,,,16691.091145812,,,,,,,,,,18446.110564308077,,23295.040373159914,12569.238987836032,,,,,22047.04512354788,17392.321272560024,,,,14527.118677035987,17987.775759260006,,,,,15623.69900775997,12379.911243193998,,20249.64585101994,22699.696717784173,42124.41648237592,,,12584.859220799977,12100.93984642002,,,,15778.272789443583,,,,,,,,,17975.020732302004,,,,,,,,,12133.085003440003,,,,,,21052.55401778622,17216.474083821984,,,,,,,13390.550280630014,,,12718.76153082395,13199.671338940003,,,,102839.32190501418,,,,,11620.470973076035,,14898.302834421936,,,,,,14628.074510692026,,,,,,,10998.918433837995,,,,11480.352990379984,16490.217141841986,,,,,12083.894779395992,,21534.679322917975,,,,,0.01,,,,,,,,,,,,,,,16445.821169660012,,,,11776.599512412013,,0.01,,,,11896.878029539017,16305.796706080006,,,,,11956.722576726008,,,18491.691528899973,21593.877176780064,,,,,,12204.583934499986,,,,,,,24399.457029439945,26645.852747509914,25249.02488301199,,,,,13337.532726139993,,27077.332068414045,,,,,14848.111838039957,,,0.01,17471.36791234798,,,,,,,22965.782057801982,19134.594895467897,57400.767675636,32382.80663364005,,,14179.130295319976,,18558.443722415923,13291.852181200044,,13970.072568770027,15699.080459903982
2020-12-31,,,,,,,,,10920.28574820001,17127.67706555998,,,24569.987555089938,,,,21725.89122965396,,13161.217306484006,,,,,,,,,,,,,,,0.01,,,13160.192014600023,,13529.812564745971,,,12355.74862046003,20711.575998302083,19031.264525244027,24180.128820262165,,10844.972845912029,,,,,11845.886071046034,25685.394500219914,,,,,,16710.046651059994,,,,,,,,,,18493.008574346077,,23339.27571039992,12585.904122116033,,,,,22046.81421836388,17410.258020600024,,,,14559.038622491988,18028.537839640005,,,,,15640.985188559971,12392.226453233998,,20260.397600739943,22711.754978150173,42230.37203138793,,,12593.83155639998,12108.148138480019,,,,15797.623958583585,,,,,,,,,18096.677277182007,,,,,,,,,12153.847289440002,,,,,,21059.24916224262,17229.558426241972,,,,,,,13397.290421832013,,,12718.691176983948,13230.643296340002,,,,103240.51733532817,,,,,11629.919966756035,,14943.695536461932,,,,,,14677.975474262028,,,,,,,11001.893733317991,,,,11482.531292419988,16504.41970346798,,,,,12095.45396363599,,21597.265273129975,,,,,0.01,,,,,,,,,,,,,,,16455.36751702001,,,,11813.657798272012,,0.01,,,,11903.189372885818,16341.08696468001,,,,,11967.857381462009,,,18546.496747559973,21791.31593962006,,,,,,12213.196045279985,,,,,,,24492.401130419934,26658.173981897908,25289.729834365986,,,,,13349.150279359994,,27097.608327126058,,,,,14852.58911803996,,,0.01,17562.701240837985,,,,,,,23017.901832417974,19159.7941434279,57637.05119013399,32382.80663364005,,,14193.307754779984,,18567.22194898992,13313.156372240059,,13998.682799436026,15704.920514779984
2021-01-01,,,,,,,,,10998.380633840015,17158.76227395997,,,24623.67525437996,,,,21735.52187777796,,13167.015249712007,,,,,,,,,,,,,,,0.01,,,13160.192014600023,,13534.33483054597,,,12360.30677928003,20742.670854752083,19038.54713032803,24202.972184632155,,10848.379914012028,,,,,11865.345312956031,25700.068207447912,,,,,,16717.114235099994,,,,,,,,,,18529.844459884076,,23390.22393035992,12598.38350451603,,,,,22061.506378285885,17434.41828536002,,,,14590.652841807987,18149.68790718,,,,,15653.86073695997,12396.787104013996,,20265.804044179942,22726.73231233416,42307.022934003915,,,12634.610884759973,12121.79284638002,,,,15808.930387123586,,,,,,,,,18277.328838916015,,,,,,,,,12166.553278100004,,,,,,21079.55792172862,17237.475367709972,,,,,,,13407.160904906013,,,12724.272808663945,13316.85878032,,,,103448.2898970062,,,,,11636.362532684036,,14976.421333313929,,,,,,14708.054995462031,,,,,,,11007.76379193799,,,,11503.988094499991,16509.03689352398,,,,,12104.474990115992,,21628.603914097974,,,,,0.01,,,,,,,,,,,,,,,16464.81010946001,,,,11831.70481810401,,0.01,,,,11903.640903296819,16359.11317896001,,,,,11990.198973158007,,,18591.609920919967,21803.07977502006,,,,,,12218.443171919986,,,,,,,24551.71472243994,26712.5040969939,25395.741705487973,,,,,13368.63006377999,,27104.16779445605,,,,,14912.450112299965,,,0.01,17576.125331751988,,,,,,,23037.809936255973,19445.197833955885,57757.304552085996,32390.78007876005,,,14194.448480379984,,18957.34480537791,13349.978581160054,,14033.367100490024,15722.310799555984
2021-01-02,,,,,,,,,11048.422358420024,17206.184449719967,,,24703.994717629957,,,,21924.857607341964,,13183.152822214008,,,,,,,,,,,,,,,0.01,,,13217.115000180023,,13622.41765794597,,,12367.91500146003,20773.810491294083,19047.261227268024,24233.251746974143,,10866.163485194027,,,,,11875.642000784032,25721.958911505917,,,,,,16724.07415199999,,,,,,,,,,18543.254075352073,,23513.104929199915,12631.688597576032,,,,,22126.499910665883,17448.799561440024,,,,14729.572046990985,18359.842041659987,,,,,15698.088946959975,12409.003759913998,,20279.441102739944,22751.42109770615,42345.25544637393,,,12647.182244699974,12132.102803280019,,,,15827.155485703588,,,,,,,,,18520.84399161002,,,,,,,,,12183.381819780003,,,,,,21107.821419349024,17249.09139221798,,,,,,,13412.342995254015,,,12727.827180497947,13427.728125100002,,,,103640.80081048021,,,,,11639.629364164033,,14986.291323817923,,,,,,14730.236922128033,,,,,,,11014.990578447985,,,,11512.037720580009,16525.262708991977,,,,,12127.298002489995,,21680.548849759973,,,,,0.01,,,,,,,,,,,,,,,16474.33830384001,,,,11845.83775653601,,0.01,,,,11905.106530298219,16423.46757728001,,,,,12012.64990509401,,,18625.35284141996,21880.030178820074,,,,,,12226.334402819988,,,,,,,24668.982476859936,26753.0168527259,25634.263384485967,,,,,13388.80241259999,,27112.979198370052,,,,,14976.439531239983,,,0.01,17826.926493935964,,,,,,,23102.27272517797,19552.591552345893,58242.86450485199,32441.22996886006,,,14200.831421779985,,18980.52900829391,13408.496394920063,,14072.165778664019,15725.185525539982
2021-01-03,,,,,,,,,11073.920464900024,17240.44595619997,,,24723.190057399966,,,,22000.464468161957,,13188.97540657601,,,,,,,,,,,,,,,0.01,,,13228.63302778002,,13644.183221931971,,,12375.520526500035,20804.985099414083,19048.50553949602,24235.279769046145,,10874.476786636029,,,,,11885.280957922034,25746.66652853392,,,,,,16750.503257555974,,,,,,,,,,18586.906877674075,,23533.13852035991,12660.933687776034,,,,,22150.11759839789,17459.643651020022,,,,15638.005099232585,18445.350850319985,,,,,15744.849611039972,12421.961800453995,,20290.343958499943,22754.347455734154,42345.25544637393,,,12677.257457579975,12138.913058680018,,,,15835.658105823588,,,,,,,,,18899.393889992036,,,,,,,,,12186.106741800006,,,,,,21147.976739181428,17254.965737475977,,,,,,,13422.218094708014,,,12733.360064017948,13531.067818399999,,,,103704.93508310024,,,,,11640.718296964033,,14986.291323817923,,,,,,14761.612240072029,,,,,,,11015.721092367985,,,,11515.677229620012,16529.90806626398,,,,,12147.127143059999,,21733.00501729198,,,,,0.01,,,,,,,,,,,,,,,16483.697376780012,,,,11858.425607254008,,0.01,,,,11913.35459418962,16433.88745952001,,,,,12023.86345855601,,,18636.615638499956,22103.231164260087,,,,,,12236.869994299987,,,,,,,24738.993689359937,26813.805684195904,25919.58824653397,,,,,13396.96342997999,,27118.35096493805,,,,,14998.087423199993,,,0.01,18072.868134725963,,,,,,,23120.02280537797,19638.078643591885,58357.30972677199,32449.13752638006,,,14212.815783299986,,18993.38943777391,13419.774097200061,,14134.754148392018,15742.33768971798
2021-01-04,,,,,,,,,11145.734475660036,17492.875906979967,,,25133.174383301943,,,,22466.619925471954,,13709.225516812003,,,,,,,,,,,,,,,0.01,,,13373.039504860031,,13782.663274257964,,,12421.236811540039,20984.45627459208,19085.06217691202,24394.254785814122,,10909.75447369802,,,,,11926.510262276033,25869.891926619926,,,,,,17047.705863749958,,,,,,,,,,18684.73033162607,,23943.7612144199,12757.736431746029,,,,,22182.870677915893,17637.590036160014,,,,16543.35893924336,18923.39404984,,,,,15894.595395079974,12477.409932767992,,20377.038801679955,22956.848154490155,42959.16364751396,,,12698.225213539976,12167.806973900011,,,,15945.093787259384,,,,,,,,,19443.094447296036,,,,,,,,,12218.011186020016,,,,,,21274.039765836427,17285.393730681986,,,,,,,13448.833784314016,,,12757.454760613946,13816.875300279995,,,,105717.14518770028,,,,,11657.825628070032,,15164.492961909926,,,,,,14810.32973152803,,,,,,,11033.26899442399,,,,11567.764998920025,16609.42174519797,,,,,12271.022107060002,,21986.455434599993,,,,,0.01,,,,,,,,,,,,,,,16560.51283744001,,,,11915.367049446011,,0.01,,,,12071.359059419214,16589.803286760027,,,,,12099.64228426001,,,18718.707404239947,23773.48653424005,,,,,,12273.047084839987,,,,,,,25113.385313719926,27150.017239905916,26776.030208927972,,,,,13445.54020671998,,27313.55677972005,,,,,15143.766445519992,,,0.01,18264.624521429967,,,,,,,23293.64077287796,19736.051443693894,58697.04330718398,32538.91883008006,,,14237.075921659989,,19046.02852899191,13615.479857100057,,14212.340885310019,15787.133687299973
2021-01-05,,,,,,,,,11161.231155520027,17621.559833779967,,,25184.524256799945,,,,22514.07562554795,,13765.618757879998,,,,,,,,,,,,,,,0.01,,,13387.371683860027,,13839.697658459969,,,12434.967118580038,21039.576848900084,19092.21368933802,24436.185908162122,,10915.034480450015,,,,,11933.602721250027,25920.467469421932,,,,,,17100.063783239955,,,,,,,,,,18705.10684608807,,23981.426722299904,12921.902463558032,,,,,22207.924883969892,17658.572125360017,,,,16723.559940885163,19021.13051584,,,,,15916.098234679976,12490.580668707991,,20385.18796935996,22999.052589396146,43370.65738491199,,,12710.875304179976,12174.44751508001,,,,15960.985552179385,,,,,,,,,19836.985258118035,,,,,,,,,12237.759378540011,,,,,,21324.713967744825,17289.701117151984,,,,,,,13454.026259638016,,,12760.427375773943,13936.571378559993,,,,106061.11166251231,,,,,11663.109554070032,,15195.353894877933,,,,,,14908.509608582022,,,,,,,11050.853295955994,,,,11577.382089120021,16614.05953404997,,,,,12298.517618494003,,22158.496727258,,,,,0.01,,,,,,,,,,,,,,,16589.154616560012,,,,11928.137834014016,,0.01,,,,12095.928106156003,16625.228218120017,,,,,12144.165353854009,,,18724.35704787995,24464.287459920037,,,,,,12285.838028819988,,,,,,,25318.26018179995,27224.214539959925,26880.252700923967,,,,,13447.16936133998,,27472.398097260026,,,,,15167.263744999993,,,0.01,18296.779087115974,,,,,,,23325.90559759796,19793.175667097905,58969.97241714398,32559.960539200063,,,14248.820484699983,,19045.985088991907,13630.266513760049,,14228.362671668021,15792.918515273972
2021-01-06,,,,,,,,,11163.550412720024,17803.70582459997,,,25221.781337929933,,,,22606.91417352195,,13823.723918711998,,,,,,,,,,,,,,,0.01,,,13434.24290276003,,13899.374212219973,,,12444.109079020041,21134.411052582072,19095.861524960023,24451.978726454112,,10927.664235088017,,,,,11954.85387598002,25947.84316436194,,,,,,17112.262046239957,,,,,,,,,,18720.89275768207,,24051.621543199904,13013.39889500603,,,,,22232.995523217884,17708.731331600025,,,,16961.08778588177,19097.039600260003,,,,,15920.279616279975,12494.928921227991,,20396.03548031995,23034.322737430135,43416.510826995975,,,12725.357706999981,12188.034508280012,,,,15973.389771059386,,,,,,,,,20331.16791332803,,,,,,,,,12261.43686652001,,,,,,21387.789452130015,17309.483922687985,,,,,,,13460.258097452011,,,12760.427375773943,13996.456550180008,,,,106257.98160547431,,,,,11859.472426360046,,15208.243158285934,,,,,,14980.646080150023,,,,,,,11050.853295955994,,,,11579.60972772002,16618.702619377975,,,,,12325.975490038003,,22319.98252908,,,,,0.01,,,,,,,,,,,,,,,16612.99181970001,,,,11942.391214962017,,0.01,,,,12118.788196520207,16718.339347860026,,,,,12183.80313727001,,,18851.306034039942,26210.653594440064,,,,,,12296.079730739986,,,,,,,25510.811002959945,27314.527579477934,27127.686727585966,,,,,13453.667391379982,,27485.141856694023,,,,,15191.80875133999,,,0.01,18321.13362165998,,,,,,,23473.363744495957,19816.9359950819,59039.42125451398,32584.26051586006,,,14260.190467899978,,19056.399725375908,13644.242600620051,,14262.783210824025,15834.847938881967
