date,1000FLOKIUSDT,1000LUNCUSDT,1000PEPEUSDT,1000SATSUSDT,1000SHIBUSDT,1INCHUSDT,ACEUSDT,ACHUSDT,AEVOUSDT,AGIXUSDT,AGLDUSDT,AIUSDT,ALGOUSDT,ALPACAUSDT,ANKRUSDT,APEUSDT,API3USDT,APTUSDT,ARBUSDT,ARUSDT,ATAUSDT,ATOMUSDT,AUCTIONUSDT,AUDIOUSDT,AVAXUSDT,AXLUSDT,AXSUSDT,BAKEUSDT,BALUSDT,BANANAUSDT,BATUSDT,BBUSDT,BEAMXUSDT,BELUSDT,BICOUSDT,BIGTIMEUSDT,BLURUSDT,BLZUSDT,BNXUSDT,BOMEUSDT,BONDUSDT,BSVUSDT,BTCUSDT,CELRUSDT,CFXUSDT,CHRUSDT,CHZUSDT,CKBUSDT,COMBOUSDT,COMPUSDT,COTIUSDT,CRVUSDT,CTSIUSDT,CYBERUSDT,DARUSDT,DASHUSDT,DEFIUSDT,DENTUSDT,DODOXUSDT,DOGEUSDT,DOGSUSDT,DOTUSDT,DYDXUSDT,EDUUSDT,EGLDUSDT,ENAUSDT,ENJUSDT,ENSUSDT,EOSUSDT,ETCUSDT,ETHFIUSDT,ETHUSDT,ETHWUSDT,FLMUSDT,FLOWUSDT,FXSUSDT,GALAUSDT,GALUSDT,GASUSDT,GRTUSDT,GTCUSDT,GUSDT,HBARUSDT,HIFIUSDT,HIGHUSDT,HOOKUSDT,HOTUSDT,ICPUSDT,ICXUSDT,IDUSDT,ILVUSDT,IMXUSDT,INJUSDT,IOSTUSDT,IOTXUSDT,JASMYUSDT,JOEUSDT,JTOUSDT,KAVAUSDT,KEYUSDT,KLAYUSDT,KNCUSDT,KSMUSDT,LDOUSDT,LINAUSDT,LINKUSDT,LISTAUSDT,LITUSDT,LOOMUSDT,LPTUSDT,LRCUSDT,MANAUSDT,MANTAUSDT,MASKUSDT,MAVIAUSDT,MBOXUSDT,MEMEUSDT,METISUSDT,MEWUSDT,MINAUSDT,MKRUSDT,MOVRUSDT,MTLUSDT,NEOUSDT,NFPUSDT,NMRUSDT,NOTUSDT,NTRNUSDT,NULSUSDT,OCEANUSDT,OMGUSDT,OMNIUSDT,OMUSDT,ONDOUSDT,ONGUSDT,OPUSDT,OXTUSDT,PENDLEUSDT,PERPUSDT,PHBUSDT,PIXELUSDT,POLYXUSDT,POWRUSDT,PYTHUSDT,QNTUSDT,QTUMUSDT,RADUSDT,RDNTUSDT,REEFUSDT,RENDERUSDT,RENUSDT,REZUSDT,RLCUSDT,RONINUSDT,ROSEUSDT,RVNUSDT,SANDUSDT,SEIUSDT,SFPUSDT,SKLUSDT,SNXUSDT,SOLUSDT,SPELLUSDT,STGUSDT,STORJUSDT,STRKUSDT,STXUSDT,SUIUSDT,SUNUSDT,SUSHIUSDT,SXPUSDT,SYSUSDT,TAOUSDT,THETAUSDT,TIAUSDT,TLMUSDT,TNSRUSDT,TOKENUSDT,TONUSDT,TRXUSDT,TURBOUSDT,TUSDT,TWTUSDT,UMAUSDT,UNFIUSDT,USTCUSDT,VIDTUSDT,WAVESUSDT,WAXPUSDT,WIFUSDT,WOOUSDT,WUSDT,XAIUSDT,XEMUSDT,XMRUSDT,XRPUSDT,XTZUSDT,XVGUSDT,XVSUSDT,YFIUSDT,YGGUSDT,ZETAUSDT,ZKUSDT,ZROUSDT,ZRXUSDT
2021-04-15,,,,,,15333.838241520025,,,,,,,50657.28733004803,,13759.36087240994,,,,,,,15239.415702934022,,,13032.54314671991,,12238.176270498043,,11919.650793440023,,15263.89821687998,,,10896.751605811993,,,,11623.787303025989,,,,,11528.898266697977,10199.372774887986,,10867.076953179996,14814.982513825971,,,17258.609013846002,11797.747851074018,30257.265649440007,,,,13514.18031949996,14270.539320859949,10381.227597876603,,17401.074071578973,,19176.392886940008,,,13564.838206439988,,18806.904523697995,,23135.034146040074,12410.630922781855,,11867.088189031443,,10948.397048946596,,,,,,22931.216936189998,,,10420.161292619998,,,,11056.399524360591,,12515.706653342078,,,,,16918.355579427793,,,,,13824.515732040045,,,9686.180196927999,7780.44061250005,,10234.877640101993,12757.612822708226,,11604.674407299382,,,11076.165617919994,11288.834652119995,,,,,,,,,11520.14585159801,,10293.637392319983,14287.58855589944,,,,,,17996.268997402007,20036.784640643968,,,,,,,,,,,,,,,13377.833288120017,,,10512.391432362721,,14536.336910239988,,14416.623994642026,,,10366.019258355993,11516.778743777997,,10510.781883806798,11261.059297307975,15413.722238619952,11848.643426379993,,,12406.392785995187,,,,,16949.620771699992,12127.034935710008,,,15709.634599309993,,,,,,15294.702976469935,,,,,10158.062339905484,,,12292.387661917983,,,,,,11726.59487132,18888.368638107502,14988.134884320014,17926.28525528003,,,16072.087106119949,,,,,19904.693436380043
2021-04-16,,,,,,15354.937998180021,,,,,,,50941.54165264603,,13917.864338684536,,,,,,,15276.478249802025,,,13430.293387439902,,12242.386035642043,,11922.756691800025,,15289.02842854997,,,10899.314431411993,,,,11621.707632169986,,,,,11533.745491629978,10217.23977552999,,10960.138279399993,15061.736279697958,,,17275.784264951795,11816.278092750019,30692.699741120017,,,,13525.517400609959,14362.71089917995,10390.050585410803,,18653.068431363954,,19235.67931392001,,,13570.468284859988,,18883.792913437996,,23289.253411980077,12410.630922781855,,11866.605865065987,,10960.382245119978,,,,,,23024.483883807996,,,10422.782702299997,,,,11157.833728816988,,12541.814418499966,,,,,16944.953726449796,,,,,13836.210191428043,,,9701.650323042,7665.952690989073,,10242.609660589991,12768.605657662232,,11664.148759059965,,,11077.518401243991,11383.39265221205,,,,,,,,,11587.91457700401,,10299.562143819985,14464.736253997984,,,,,,17997.617213522008,20071.80861287796,,,,,,,,,,,,,,,13451.290649840015,,,10530.534363621993,,14565.000416389992,,14461.150437408023,,,10370.288197839993,11524.588368267996,,10618.538973159979,11275.84806219997,15484.396701559954,11850.837014879991,,,12432.480142300014,,,,,16951.100278559992,12124.539710942008,,,15768.035022908001,,,,,,15383.881687225936,,,,,10170.357597980004,,,12302.326476665985,,,,,,11770.167725639998,18942.38400538851,15022.819232890024,18008.839207900033,,,16075.889134519948,,,,,19911.64842196004
2021-04-17,,,,,,15380.845491260026,,,,,,,51117.480351825514,,13972.88422366114,,,,,,,15319.135430220029,,,13826.238321539893,,12245.48317643204,,11926.336459000026,,15314.343517733967,,,10899.260351411993,,,,11624.209735015987,,,,,11535.304140825978,10228.20641599799,,10980.781089079996,15139.537327397957,,,17483.258893996,11827.525977592022,30807.340198880018,,,,13558.881374007957,14377.030557019949,10415.221959499608,,18720.64343839555,,19345.881049200016,,,13577.173703099988,,18901.508228845993,,23431.78650878008,12410.630922781855,,11866.228919685986,,10964.177783279976,,,,,,23050.031815393995,,,10431.593431883999,,,,11259.962285187585,,12569.331319479967,,,,,17046.5526806232,,,,,13853.729848296045,,,9706.502844520006,7553.025371099644,,10250.83621049599,12775.988179942224,,11720.590304759964,,,11088.247969953985,11458.817183548024,,,,,,,,,11598.02447726001,,10309.07738875998,14793.358194987988,,,,,,18013.753710158006,20140.400914815964,,,,,,,,,,,,,,,13474.518918560017,,,10530.459547970593,,14577.711499303994,,14476.34734675802,,,10376.476051597989,11543.419912541998,,10627.582239659978,11292.390800831969,15498.148914739952,11856.30794117999,,,12457.273930080013,,,,,16961.377282699996,12115.836572054008,,,15799.281113420006,,,,,,15419.836745291936,,,,,10171.008848540005,,,12312.636725807983,,,,,,12059.278515020005,18912.836397616127,15059.713419526024,18044.05629244004,,,16136.185215779948,,,,,19930.092147596035
2021-04-18,,,,,,15436.34862416003,,,,,,,52673.919311916026,,13990.832600481735,,,,,,,15338.948418716029,,,14076.585682619894,,12247.66763683204,,11926.311501760025,,15325.620224401957,,,10906.847479423994,,,,11632.384801711987,,,,,11551.906298989976,10243.696549653989,,10982.745976579994,15173.24550069396,,,17488.844993794,11856.285861770017,30822.59142268002,,,,13577.157498335959,14378.919525639949,10416.182337299608,,18805.058848075947,,19372.81435036002,,,13585.044640719987,,18902.549605645992,,23436.43955498008,12410.630922781855,,11887.080691681984,,10978.031707719976,,,,,,23088.649076174934,,,10443.92097618,,,,11292.025959954783,,12571.944933919965,,,,,17054.911441921195,,,,,13853.729848296045,,,9707.858233704006,7475.294116236777,,10252.469870407991,12789.267128002224,,11738.12725591996,,,11097.756317337986,11648.108024519994,,,,,,,,,11599.822326440011,,10309.46450905998,14854.039323969986,,,,,,18013.753710158006,20147.298310097965,,,,,,,,,,,,,,,13489.983299380016,,,10541.571559456994,,14595.615501967992,,14482.45276342202,,,10380.83121093799,11546.346161669999,,10627.582239659978,11296.383073941963,15500.700527719951,11876.74594217999,,,12462.150896580015,,,,,16968.048456499997,12116.254171878007,,,15805.707117322005,,,,,,15433.608588461937,,,,,10179.367169960005,,,12314.722906959983,,,,,,12071.857980340006,19346.442936979944,15072.66656109402,18060.77796178004,,,16161.99960977995,,,,,19932.315803888032
2021-04-19,,,,,,15442.224433560028,,,,,,,52726.96440492202,,14005.051478640731,,,,,,,15376.42753479403,,,12074.1742810799,,12328.492839838042,,11932.820053840023,,15356.177469603967,,,10912.482595527996,,,,11645.250397803991,,,,,11553.725529465972,10254.022172283987,,10991.059894139991,15243.16615169996,,,17508.453187998,11866.834459568017,30902.092974840016,,,,13600.039833907958,14399.498800159949,10422.657577013806,,18888.111647223348,,19422.685195420017,,,13596.502877399987,,18931.707168237994,,23486.40500084008,12410.630922781855,,11890.368623321987,,10990.855337639978,,,,,,23171.524737091993,,,10455.027122775999,,,,11331.475294332984,,12579.937362119963,,,,,17070.2193910398,,,,,13858.388363036043,,,9718.98303707801,7420.9145377512505,,10263.725824439993,12805.502938370226,,11769.133066399963,,,11098.567627245984,11657.341159699994,,,,,,,,,11611.501605164012,,10391.520723839985,15281.46244243998,,,,,,18020.974456368007,20240.165879735963,,,,,,,,,,,,,,,13591.124232600014,,,10559.422849614992,,14614.674752575991,,14539.12710077602,,,10382.82321789799,11556.443263182,,10629.507570659978,11302.260806477958,15507.346257419955,12022.741498199992,,,12467.848093680015,,,,,16976.23952286,12125.287826238005,,,15832.112226108007,,,,,,15451.839701403936,,,,,10189.719996800004,,,12326.792421063985,,,,,,12085.007738540007,19376.893169021943,15110.84664970202,18079.214298740037,,,16219.12478241995,,,,,19942.19001243003
2021-04-20,,,,,,15464.37753548003,,,,,,,52751.09560727402,,14021.85096709793,,,,,,,15433.743662778035,,,12331.110946239896,,12378.240120858043,,11934.020245360023,,15389.377657107956,,,10917.176082937996,,,,11650.88204256999,,,,,11556.283139321971,10261.345709239984,,11006.463052499988,15284.066390995962,,,17526.31767473,12213.855000679001,31164.46067962001,,,,13608.183486773958,14416.815089219946,10431.339653554809,,18904.256821662348,,19464.823409760014,,,13613.034252199985,,18963.355516847987,,23521.713001240074,12410.630922781855,,11892.725965629988,,10993.839563319978,,,,,,23187.6500770404,,,10484.561702529996,,,,11436.775906413985,,12590.993705419962,,,,,17080.182093111194,,,,,13886.189495218041,,,9718.96343003801,7484.4403354800115,,10263.681582399993,12820.20753224823,,11785.266308219963,,,11101.028235645985,11661.635489679997,,,,,,,,,11614.337923304012,,10420.582250139985,15310.605676829982,,,,,,18028.37720874001,20280.925093943963,,,,,,,,,,,,,,,13599.530333680012,,,10565.336685661992,,14618.161966015992,,14644.035327276026,,,10382.89965510799,11556.420146592,,10629.428313259978,11309.863177497959,15519.453602839954,12030.142730199992,,,12467.804437680015,,,,,16980.320088300003,12125.953300740004,,,15848.025724204008,,,,,,15457.219799955938,,,,,10189.689870440005,,,12337.126634037986,,,,,,12108.18944530001,19623.54428234705,15143.258646352015,18107.147487360042,,,16272.129760919948,,,,,19977.03801846003
2021-04-21,,,,,,15516.430194580034,,,,,,,52861.62367233602,,14052.748545520135,,,,,,,15486.747547852041,,,12336.449041239895,,12381.327994058041,,11946.086775000022,,15418.650502335966,,,10923.063443281995,,,,11668.931806301993,,,,,11560.61610813397,10276.183601961979,,11020.714704179989,15380.161450735963,,,17558.182990007997,12283.22289927402,31190.963099900004,,,,13622.930508069961,14448.799218959944,10447.911156847205,,18951.88413750235,,19525.764868700022,,,13624.963085239984,,19094.683699607987,,23535.030270200077,12410.630922781855,,11892.458197037991,,10994.096650959978,,,,,,23277.72562370199,,,10494.063530117997,,,,11469.370803209986,,12617.32304851996,,,,,17087.65057989659,,,,,13910.55016828804,,,9792.46254295801,7496.999475600013,,10268.276817111995,12833.410756088237,,11817.16073473996,,,11104.173650001983,12019.788718519987,,,,,,,,,11618.023919834013,,10667.118181039983,15323.422538133984,,,,,,18064.005618816005,20313.539695349962,,,,,,,,,,,,,,,13600.993277360012,,,10568.641826011593,,14636.29754296999,,14686.183803176025,,,10386.245567827991,11586.927835532002,,10645.339933539977,11323.94970465196,15545.988898159956,12032.460007719994,,,12489.624280040012,,,,,17037.4695713,12132.497580698006,,,15884.91248196201,,,,,,15476.427904305934,,,,,10191.803670460004,,,12346.782931867989,,,,,,12124.515668760005,20154.532426149923,15174.896368928015,18152.456020480047,,,16300.999669119947,,,,,20044.773591366033
2021-04-22,,,,,,15558.212546720028,,,,,,,52963.94707750402,,14062.791291650135,,,,,,,15535.97695446405,,,12667.714029559887,,12391.869801458042,,11965.30967732002,,15435.428399657956,,,10935.548067847994,,,,11685.135572931993,,,,,11568.162687573973,10293.453567825978,,11035.115043979993,15417.074606181963,,,17770.266384891995,12300.21093176802,31490.80819454,,,,13632.830904485962,14492.125313019946,10448.869815493807,,18981.47145654635,,19614.18220938001,,,13634.037944539983,,19102.883113019983,,23583.628992400074,12410.630922781855,,12239.452274653988,,10995.353709819978,,,,,,23334.76970375999,,,10504.467484619996,,,,11493.390422316385,,12623.21337903996,,,,,17089.52049028059,,,,,13916.880623800042,,,9797.459524838012,7505.288493720014,,10270.696472315996,12850.926281884245,,11837.63089375996,,,11104.792149025983,12031.07816713999,,,,,,,,,11648.462911806015,,10675.787014039983,15334.719802469985,,,,,,18065.757915692004,20338.96083468396,,,,,,,,,,,,,,,13604.491726640012,,,10585.089165993591,,14646.67963425199,,14693.154761312026,,,10388.61062122799,11591.296070408001,,10653.966516219978,11327.895600937962,15559.456664519957,12065.578597599995,,,12498.315477620012,,,,,17094.835000460007,12134.291878660006,,,15909.841482846014,,,,,,15489.914683583936,,,,,10198.069292160004,,,12357.88322874799,,,,,,12131.926647700006,20158.66620720592,15214.206860022017,18169.372405060047,,,16333.728434419943,,,,,20065.48723025203
2021-04-23,,,,,,15567.338626340026,,,,,,,52963.83026139202,,14098.363536546536,,,,,,,15588.529013710058,,,13195.542761679895,,12396.094493458042,,11967.90432532002,,15460.81656424795,,,10935.522763547995,,,,11690.651509333993,,,,,11575.035506763974,10299.430921547977,,11036.484192319993,15444.358403885959,,,17784.641393705995,12535.005581424022,31537.75771118,,,,13638.97537274396,14501.505252219944,10456.718220600405,,19109.952591825346,,19636.95240244,,,13648.440618739982,,19110.087608483984,,23590.509435040076,12410.630922781855,,12247.462475515988,,11006.145429019978,,,,,,23385.913730292,,,10524.592778397997,,,,11652.657021396586,,12627.26956897996,,,,,17096.892145434587,,,,,13938.238255542043,,,9798.122136398013,7508.880517440015,,10276.226649855997,12858.277007346249,,11844.91209375996,,,11106.809011145982,12031.33233545999,,,,,,,,,11653.689608046014,,10687.122459619986,15339.542422713983,,,,,,18067.030881612,20373.16078601796,,,,,,,,,,,,,,,13608.101787200012,,,10591.71821420879,,14649.06374557999,,14696.103912122026,,,10391.35548928799,11594.776555864,,10678.478564919978,11333.045949883966,15566.362461179959,12084.173349399993,,,12500.888974420013,,,,,17097.19645156001,12137.597988686006,,,15932.42589249801,,,,,,15502.335508959935,,,,,10201.959786300004,,,12377.279677895991,,,,,,12140.657201660006,20162.23222147792,15234.394184486016,18186.77384830006,,,16356.131925859945,,,,,20084.789829500034
2021-04-24,,,,,,15598.477682700026,,,,,,,53052.849542296026,,14145.821842352536,,,,,,,15646.778169302059,,,13024.408378459902,,12404.145641058043,,11969.48648982002,,15490.207856117937,,,10943.372808303995,,,,11710.745440739991,,,,,11578.956164385976,10317.297859485978,,11153.16291301999,15502.522681309958,,,17920.831903485992,12546.195760654025,31566.07409623999,,,,13673.821424115966,14516.26616167994,10512.005231371808,,19274.87929004735,,19714.882635480004,,,13660.914081059986,,19166.672568995986,,23615.643153080084,12410.630922781855,,12247.230619551987,,11014.645000459981,,,,,,23442.285824436003,,,10546.633393201995,,,,11910.51861958359,,12637.807575679959,,,,,17123.464610749386,,,,,13951.202349164045,,,9805.480290918014,7513.149548680018,,10293.979842579998,12864.247864044248,,11867.674997239961,,,11110.573903761984,12311.253689279987,,,,,,,,,11663.853668130014,,10711.028198319984,15387.832978735989,,,,,,18105.625188944006,20412.64981175995,,,,,,,,,,,,,,,13625.871178180012,,,10609.64304228559,,14685.419757621989,,14729.733097294027,,,10397.010551481986,11612.421205288001,,10696.611488739984,11340.498296239964,15579.709100039958,12090.57832785999,,,12535.740696040013,,,,,17109.939239720006,12139.168000098005,,,15957.029130746012,,,,,,15574.151202191937,,,,,10208.379825660002,,,12397.309649983992,,,,,,12181.685104540004,20169.78288929192,15257.823424318016,18210.446446460057,,,16376.840845519948,,,,,20104.782977194027
2021-04-25,,,,,,15624.734065040018,,,,,,,53239.11222484003,,14160.99736104394,,,,,,,15675.689388254057,,,13080.220720499901,,12406.396483058043,,11972.13046534002,,15505.561664223942,,,10944.529872629995,,,,11722.84164820199,,,,,11584.358278659976,10332.308004271978,,11173.62619583999,15544.215203535961,,,17959.18766646399,12558.099196758021,31619.80513315998,,,,13676.586008743963,14549.817356299944,10522.40743646681,,19343.761959739542,,19757.291780120006,,,13669.892546819985,,19207.720640885982,,23625.98721492009,12410.630922781855,,12247.389305331986,,11021.282458499978,,,,,,23467.090962872004,,,10549.280738737998,,,,11933.630707984592,,12650.098039879957,,,,,17137.660964251187,,,,,13963.32618524605,,,9814.559711398015,7521.495758300019,,10305.343769845997,12870.132325694247,,11889.058752879966,,,11111.827390261984,12315.373195079985,,,,,,,,,11670.202466586014,,10742.806967939981,15411.61126703799,,,,,,18157.801700262007,20444.917615273953,,,,,,,,,,,,,,,13637.273479540016,,,10614.92340518179,,14696.93074671399,,14803.513755492018,,,10401.889621375984,11626.803095656,,10697.086030759983,11347.101214567962,15589.69957303996,12138.894054099994,,,12550.616676440011,,,,,17134.105569200005,12139.029291738005,,,15988.318207954013,,,,,,15580.263576029938,,,,,10221.439496420002,,,12411.59748890999,,,,,,12253.07206216001,20650.43482899994,15290.644359644008,18238.291885220053,,,16399.64794163994,,,,,20128.070167182028
2021-04-26,,,,,,15668.338195280012,,,,,,,53239.86975949203,,14208.938154481744,,,,,,,15764.451431668058,,,12701.800537459902,,12406.667987054763,,11976.193321240018,,15541.980782929952,,,10944.504259109995,,,,11722.792839275988,,,,,11584.299456027977,10332.264685759978,,11267.452731679992,15629.027181753952,,,17959.12868146199,12776.031980182019,31905.58867459999,,,,13689.388219589962,14549.759007799943,10560.850865750208,,19413.892700418935,,19842.490598100012,,,13703.907418959989,,19456.116489173986,,23810.624847249423,12410.630922781855,,12245.766404337985,,11021.257865579979,,,,,,23934.339275390008,,,10552.277690445202,,,,12076.14989633159,,12669.782489299954,,,,,17137.626692237187,,,,,14001.627077892048,,,9840.095056258013,7521.4703356600185,,10305.299343505996,12886.802716254238,,11951.481673979966,,,11115.237751285984,12335.740715699982,,,,,,,,,11680.429057874015,,10758.86413817998,15428.851991890806,,,,,,18310.64162763401,20583.75169915794,,,,,,,,,,,,,,,13651.648485480018,,,10614.84861086359,,14696.84198007399,,14927.213224670017,,,10402.798039661975,11626.779827356,,10696.995269959983,11375.693874643957,15627.73658183996,12155.106044439995,,,12551.740266873858,,,,,17211.374038020007,12133.874776330003,,,16059.318720494011,,,,,,15580.185088697937,,,,,10221.409572680002,,,12464.264597025996,,,,,,12436.79107674001,20656.070665472027,15347.346269172007,18362.584305580043,,,16444.86934937995,,,,,20206.367384776026
2021-04-27,,,,,,15690.712724540012,,,,,,,53238.13475366603,,14247.535532469747,,,,,,,15803.113714736066,,,12150.307164219914,,12484.032250258042,,11976.142543000018,,15559.605226877946,,,10941.674801429996,,,,11722.499640729988,,,,,11575.429828849836,10335.391445694258,,11316.222123019994,15733.306306829949,,,17958.023896729992,12776.017955446463,32161.34143119998,,,,13710.944569945961,14549.759007799943,10588.889599629809,,19430.89496415113,,19888.094984420015,,,13736.462016419986,,19508.559661659987,,24127.398471420096,12410.630922781855,,12240.579742872113,,11019.843904092959,,,,,,23934.19943046001,,,10552.125376921202,,,,12279.50945091399,,12669.729876799955,,,,,17136.566749763984,,,,,14026.841884728048,,,9840.029746498014,7506.40062522002,,10302.764111563132,12900.576387996241,,12040.969215059964,,,11114.573381691984,12374.96404247998,,,,,,,,,11680.375660246014,,10769.84440855998,15430.093713514718,,,,,,18499.810900630007,20669.421691215943,,,,,,,,,,,,,,,13669.747068180019,,,10608.27408089226,,14691.572824027142,,14925.658242772013,,,10402.744106741975,11625.109214093998,,10685.466863132891,11387.799561619959,15691.99124447996,12159.689180439995,,,12551.522290233857,,,,,17250.526778380012,12132.720712371305,,,16092.926061932008,,,,,,15572.76228441649,,,,,10211.123035940003,,,12486.62139873,,,,,,12676.919588640023,20727.88006392593,15396.41379443,18394.021061460044,,,16464.765603899956,,,,,20275.300059393565
2021-04-28,,,,,,15778.211045080014,,,,,,,53442.12677997363,,14397.553267707151,,,,,,,15846.363080508061,,,12017.375399819914,,12499.837642858041,,11996.790491380014,,15584.24449765994,,,10966.677385345996,,,,11786.84647608599,,,,,11583.783710133133,10604.331927529975,,11338.219217899998,15810.224504391954,,,18188.851120541993,12962.322210794026,32219.41944937998,,,,13728.032122547964,14479.857023404591,10603.347570935008,,19433.815240211934,,19954.157952640016,,,13744.166729059985,,19602.04026957999,,24145.65559060009,12410.630922781855,,12240.410430134112,,11029.076345899977,,,,,,24152.260868740006,,,10606.586718756,,,,12331.297136536588,,12711.85418983995,,,,,17247.22254755274,,,,,14038.466123200049,,,9981.199677798011,7572.463671080025,,10321.885083977995,12906.92540381424,,12059.995326939961,,,11121.395555625986,12390.118873939984,,,,,,,,,11693.688313092016,,10799.997130979982,15499.104323973987,,,,,,18546.247824760005,20710.53110478994,,,,,,,,,,,,,,,13682.318489960016,,,10627.343452012272,,14765.827916805987,,14961.998705572016,,,10405.669736781985,11647.368146659997,,10729.128290979983,11402.166603357959,15713.95672111996,12164.204865219994,,,12610.327060780011,,,,,17346.782096740008,12432.575666568006,,,16119.47779930401,,,,,,15706.799929757939,,,,,10203.447981869345,,,12507.346821932002,,,,,,12800.476747780025,20873.369918601926,15418.425221862006,18412.650593740047,,,16511.73706493996,,,,,20773.284059200018
2021-04-29,,,,,,15818.133340460015,,,,,,,53677.78147008973,,14408.445355905156,,,,,,,15879.02582652806,,,11504.201053459912,,12515.465026858043,,12000.730820660016,,15601.618316931947,,,10969.707531865997,,,,11793.740738775992,,,,,11606.963616849971,10613.32663558998,,11438.91598836,15893.11057752996,,,18214.588474379994,13108.933374558026,32350.14248375998,,,,13736.123213943965,14417.250497153307,10612.236500021005,,19429.484154683327,,19986.944905440014,,,13746.078006679985,,19676.037001687986,,24155.05939130009,12410.630922781855,,12213.339092670472,,11035.644688659977,,,,,,24178.070826188006,,,10619.542308429998,,,,12348.359577865185,,12730.628059659946,,,,,17305.768696585594,,,,,14057.301992620045,,,9998.204773578009,7577.556656880024,,10321.788727361994,12912.644144428245,,12076.267049719962,,,11128.868096043987,12398.656495759986,,,,,,,,,11698.404059732016,,10805.997592419983,15503.672350911986,,,,,,18608.544267644,20734.101776575942,,,,,,,,,,,,,,,13689.479944340015,,,10636.44410951099,,14774.561907251986,,14965.723011192013,,,10406.409550893984,11655.412037503998,,10742.539561799982,11417.905393609957,15732.794827239963,12169.935081759993,,,12626.439303520012,,,,,17354.93583474001,12428.663527674007,,,16136.820459074008,,,,,,15714.459682459938,,,,,10193.580976551024,,,12511.139973428002,,,,,,12840.17800040003,20879.087902193925,15430.755726360007,18426.961861500047,,,16527.217092859966,,,,,20787.28408753202
2021-04-30,,,,,,15838.885938700014,,,,,,,53677.02178752973,,14413.244214641956,,,,,,,15901.711018944068,,,11336.970907959912,,12519.864175858043,,12005.081600660014,,15611.492697697944,,,10969.620343445997,,,,11796.649398473994,,,,,11606.92106463397,10613.28214207998,,11466.857102740005,15909.102086165962,,,18214.528662327994,13126.452064744024,32401.83202781998,,,,13735.846624499965,14352.608214558264,10614.131862964203,,19443.333677006525,,20064.61229282002,,,13751.791660039986,,19691.657299303988,,24155.790581540088,12410.630922781855,,12203.757939559984,,11035.593130819978,,,,,,24177.929393838007,,,10623.223212135998,,,,12362.751051495108,,12730.574878459947,,,,,17308.342699078792,,,,,14058.833075572045,,,10005.30883194397,7582.671734840024,,10318.970415487996,12921.436737834245,,12085.322956939963,,,11129.880759451986,12407.611085559985,,,,,,,,,11700.054378332015,,10807.558401859982,15506.184553975985,,,,,,18608.648747472,20737.000459274834,,,,,,,,,,,,,,,13694.947351560017,,,10636.369171566592,,14777.770016055985,,15038.16689683801,,,10407.401531385985,11656.760934787999,,10742.364138239982,11430.652916627962,15733.561872128746,12171.381101979992,,,12631.767486300012,,,,,17370.390613460007,12406.917699484673,,,16148.499811370008,,,,,,15719.949213023936,,,,,10185.81269844528,,,12519.682792702002,,,,,,12858.369218156335,20883.444778239926,15472.791920858006,18440.725643140056,,,16559.571349559978,,,,,20794.13592436631
2021-05-01,,,,,,15858.106357360015,,,,,,,53538.183889177875,,14512.025570232954,,,,,,,15927.459611094064,,,10991.739697279916,,12530.179834458046,,12004.917853100014,,15624.484699589939,,,10964.859028043165,,,,11800.998896677995,,,,,11606.648231771971,10609.80663624267,,11546.885870680006,15917.67850526196,,,18213.643526543987,13140.362069850025,32533.553359839978,,,,13748.818203945966,14255.326117320097,10616.196624508804,,19393.636697349128,,20087.14342130002,,,13770.365597319986,,19718.500240517984,,24366.956185961073,12410.630922781855,,12203.094947511983,,11035.45856047998,,,,,,24165.124828970493,,,10633.084971651997,,,,12389.832120912582,,12773.146255939948,,,,,17337.54715080879,,,,,14110.243443548043,,,10010.586278058014,7584.236317574864,,10313.721756836703,12929.696656968246,,12114.304118780416,,,11126.333861373985,12417.946229639987,,,,,,,,,11699.942475336016,,10809.824724879982,15505.804740961987,,,,,,18647.995697666003,20916.205318465945,,,,,,,,,,,,,,,13704.394580340015,,,10625.073721843844,,14777.408275203985,,15040.286090694011,,,10406.673644107987,11678.132795726,,10732.307429867875,11437.87105084596,15860.552474699962,12173.71621197999,,,12631.371764960013,,,,,17386.897528260008,12400.965800226326,,,16167.431907926006,,,,,,15742.442956173936,,,,,10182.58939402292,,,12537.060125938002,,,,,,12874.004051340029,20888.667948437578,15483.330103040005,18483.19850676005,,,16570.318757399982,,,,,20802.77335058607
