date,1000FLOKIUSDT,1000LUNCUSDT,1000PEPEUSDT,1000SATSUSDT,1000SHIBUSDT,1INCHUSDT,ACEUSDT,ACHUSDT,AEVOUSDT,AGIXUSDT,AGLDUSDT,AIUSDT,ALGOUSDT,ALPACAUSDT,ANKRUSDT,APEUSDT,API3USDT,APTUSDT,ARBUSDT,ARUSDT,ATAUSDT,ATOMUSDT,AUCTIONUSDT,AUDIOUSDT,AVAXUSDT,AXLUSDT,AXSUSDT,BAKEUSDT,BALUSDT,BANANAUSDT,BATUSDT,BBUSDT,BEAMXUSDT,BELUSDT,BICOUSDT,BIGTIMEUSDT,BLURUSDT,BLZUSDT,BNXUSDT,BOMEUSDT,BONDUSDT,BSVUSDT,BTCUSDT,CELRUSDT,CFXUSDT,CHRUSDT,CHZUSDT,CKBUSDT,COMBOUSDT,COMPUSDT,COTIUSDT,CRVUSDT,CTSIUSDT,CYBERUSDT,DARUSDT,DASHUSDT,DEFIUSDT,DENTUSDT,DODOXUSDT,DOGEUSDT,DOGSUSDT,DOTUSDT,DYDXUSDT,EDUUSDT,EGLDUSDT,ENAUSDT,ENJUSDT,ENSUSDT,EOSUSDT,ETCUSDT,ETHFIUSDT,ETHUSDT,ETHWUSDT,FLMUSDT,FLOWUSDT,FXSUSDT,GALAUSDT,GALUSDT,GASUSDT,GRTUSDT,GTCUSDT,GUSDT,HBARUSDT,HIFIUSDT,HIGHUSDT,HOOKUSDT,HOTUSDT,ICPUSDT,ICXUSDT,IDUSDT,ILVUSDT,IMXUSDT,INJUSDT,IOSTUSDT,IOTXUSDT,JASMYUSDT,JOEUSDT,JTOUSDT,KAVAUSDT,KEYUSDT,KLAYUSDT,KNCUSDT,KSMUSDT,LDOUSDT,LINAUSDT,LINKUSDT,LISTAUSDT,LITUSDT,LOOMUSDT,LPTUSDT,LRCUSDT,MANAUSDT,MANTAUSDT,MASKUSDT,MAVIAUSDT,MBOXUSDT,MEMEUSDT,METISUSDT,MEWUSDT,MINAUSDT,MKRUSDT,MOVRUSDT,MTLUSDT,NEOUSDT,NFPUSDT,NMRUSDT,NOTUSDT,NTRNUSDT,NULSUSDT,OCEANUSDT,OMGUSDT,OMNIUSDT,OMUSDT,ONDOUSDT,ONGUSDT,OPUSDT,OXTUSDT,PENDLEUSDT,PERPUSDT,PHBUSDT,PIXELUSDT,POLYXUSDT,POWRUSDT,PYTHUSDT,QNTUSDT,QTUMUSDT,RADUSDT,RDNTUSDT,REEFUSDT,RENDERUSDT,RENUSDT,REZUSDT,RLCUSDT,RONINUSDT,ROSEUSDT,RVNUSDT,SANDUSDT,SEIUSDT,SFPUSDT,SKLUSDT,SNXUSDT,SOLUSDT,SPELLUSDT,STGUSDT,STORJUSDT,STRKUSDT,STXUSDT,SUIUSDT,SUNUSDT,SUSHIUSDT,SXPUSDT,SYSUSDT,TAOUSDT,THETAUSDT,TIAUSDT,TLMUSDT,TNSRUSDT,TOKENUSDT,TONUSDT,TRXUSDT,TURBOUSDT,TUSDT,TWTUSDT,UMAUSDT,UNFIUSDT,USTCUSDT,VIDTUSDT,WAVESUSDT,WAXPUSDT,WIFUSDT,WOOUSDT,WUSDT,XAIUSDT,XEMUSDT,XMRUSDT,XRPUSDT,XTZUSDT,XVGUSDT,XVSUSDT,YFIUSDT,YGGUSDT,ZETAUSDT,ZKUSDT,ZROUSDT,ZRXUSDT
2020-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10013.920299064004,,,,,,,,,,,,,,,,,,,,,,,,,,10003.16132828,,,9996.422261035996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10030.981747067995,,,,,,,,,
2020-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10009.742249028004,,,,,,,,,,,,,,,,,,,,,,,,,,10046.918178250266,,,9993.035708869995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10036.136209765993,,,,,,,,,
2020-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10010.647139456005,,,,,,,,,,,,,,,,,,,,,,,,,,10154.448636520003,,,9992.464612383994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10036.571928373993,,,,,,,,,
2020-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10009.985211274005,,,,,,,,,,,,,,,,,,,,,,,,,,10170.257473620006,,,9992.415970019994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10037.581968395996,,,,,,,,,
2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10009.941456962006,,,,,,,,,,,,,,,,,,,,,,,,,,10407.296657580004,,,9992.374894481994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10062.929157347999,,,,,,,,,
2020-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10009.666385682003,,,,,,,,,,,,,,,,,,,,,,,,,,10426.826562540004,,,10001.33736274821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10003.646900090002,,,,,,,,,,,,,,,,10072.536013066,,,,,,,,,
2020-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10013.644108002003,,,,,,,,,,,,,,,,,,,,,,,,,,10429.064483120002,10001.83998422,,10006.681632776344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10010.06078666,,,,,,,,,,,,,,,,10076.978733458001,,,,,,,,,
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10013.636264198003,,,,,,,,,,,,,,,,,,,,,,,,,,10481.325256000006,10001.773668865999,,10006.645453868345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10009.705448606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10030.061864147998,,,,,,,,,,,,,,,,10082.674490502,,,,,,,,,
2020-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10013.593826486003,,,,,,,,,,,,,,,,,,,,,,,,,,10488.771673380004,10006.210798888,,9991.090212664973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10018.380819786007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10043.148553989999,,,,,,,,,,,,,,,,10090.785214467998,,,,,,,,,
2020-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10017.711234782004,,,,,,,,,,,,,,,,,,,,,,,,,,10492.943835780006,10006.190742964,,10043.01660917056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10023.25050105401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10047.359113893997,,,,,,,,,,,,,,,,10098.368427424004,,,,,,,,,
2020-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10017.796252142003,,,,,,,,,,,,,,,,,,,,,,,,,,10494.857970607103,10005.164037064,,10048.900817007994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10024.889052120008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10052.575871520577,,,,,,,,,,,,,,,,10101.673486928006,,,,,,,,,
2020-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10018.145608504003,,,,,,,,,,,,,,,,,,,,,,,,,,10497.301475820006,10006.223215083855,,10048.062717953995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10027.377007090003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10052.519684088578,,,,,,,,,,,,,,,,10107.427911424007,,,,,,,,,
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10018.325449268003,,,,,,,,,,,,,,,,,,,,,,,,,,10497.781103660005,10006.176081939855,,10047.977166823994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10028.632692964005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10046.362801785757,,,,,,,,,,,,,,,,10109.499037118007,,,,,,,,,
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10021.687511444,,,,,,,,,,,,,,,,,,,,,,,,,,10501.347817420006,10013.208599699996,,10051.643495303992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10028.632692964005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10060.433989801999,,,,,,,,,,,,,,,,10114.660448318005,,,,,,,,,
2020-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10022.680974812001,,,,,,,,,,,,,,,,,,,,,,,,,,10503.459645720008,10013.188516449996,,10052.874310211992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10031.344024880007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10062.68648551305,,,,,,,,,,,,,,,,10119.732228866009,,,,,,,,,
2020-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10024.298141794003,,,,,,,,,,,,,,,,,,,,,,,,,,10524.682113440007,10014.530267929997,,10054.004948443991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10033.551903972017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10065.489790447999,,,,,,,,,,,,,,,,10121.082743668007,,,,,,,,,
2020-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10023.398077798001,,,,,,,,,,,,,,,,,,,,,,,,,,10527.028576334556,10015.414600249997,,10052.19115455599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10034.105917278015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10065.437898909999,,,,,,,,,,,,,,,,10120.424003446009,,,,,,,,,
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10023.373864154002,,,,,,,,,,,,,,,,,,,,,,,,,,10526.981108474556,10015.321530439995,,10047.58389821999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10040.490969168013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10058.711353388486,,,,,,,,,,,,,,,,10119.207833333194,,,,,,,,,
2020-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10018.819187940002,,,,,,,,,,,,,,,,,,,,,,,,,,10592.425747390333,10015.260044901994,,10044.75027166799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10042.755589752014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10054.277076479906,,,,,,,,,,,,,,,,10116.871885813805,,,,,,,,,
2020-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10014.653323330002,,,,,,,,,,,,,,,,,,,,,,,,,,10591.770297902942,10007.29197811486,,10044.11201659799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10048.959172998013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10046.905224154945,,,,,,,,,,,,,,,,10136.021639812774,,,,,,,,,
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10013.16518636,,,,,,,,,,,,,,,,,,,,,,,,,,10726.467470220005,9993.889368969289,,10044.07577819399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10057.703384696018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10147.646613079996,,,,,,,,,,,,,,,,10137.96380360001,,,,,,,,,
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10015.769371194001,,,,,,,,,,,,,,,,,,,,,,,,,,10770.260767560001,9985.87773836331,,10043.07425874799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10059.548252318016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10148.566045629997,,,,,,,,,,,,,,,,10141.669623990012,,,,,,,,,
2020-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10015.726304550002,,,,,,,,,,,,,,,,,,,,,,,,,,10769.92078364,9985.82493507131,,10043.03298539799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10060.560183210015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10153.406889473998,,,,,,,,,,,,,,,,10142.90990426401,,,,,,,,,
2020-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10017.323353479998,,,,,,,,,,,,,,,,,,,,,,,,,,10772.07956418,9984.741747185446,,10041.46925575799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10062.638409850015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10160.114138753997,,,,,,,,,,,,,,,,10151.121008286013,,,,,,,,,
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10016.115045003995,,,,,,,,,,,,,,,,,,,,,,,,,,10771.198616120002,9981.586235496963,,10038.274459555987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10062.871987010016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10162.244867257996,,,,,,,,,,,,,,,9999.9794584,10153.473851680013,,,,,,,,,
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10018.196851719993,,,,,,,,,,,,,10004.509479292,,,,,,,,,,,,,10772.571477120004,9989.487122333883,,10039.990050093988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10063.361685374015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10160.912279923996,,,,,,,,,,,,,,,10001.921747724,10155.862177042014,,,,,,,,,
2020-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10018.154529207992,,,,,,,,,,,,,10004.424713328,,,,,,,,,,,,,10771.802982680003,9989.397704609883,,10038.027562369985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10067.190517626017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10155.597505879998,,,,,,,,,,,,,,,10001.901211488,10171.405603960016,,,,,,,,,
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10012.545848589532,,,,,,,,,,,,,10010.91326434,,,,,,,,,,,,,10916.575680279999,10294.688995763989,,10037.902665313984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10069.999148986017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10190.129629348,,,,,,,,,,,,,,,10003.44831774077,10176.476124790017,10004.68400162,,,,,,,,
2020-02-07,,,,,,,,,,,,,,,,,,,,,,10008.942721824,,,,,,,,,,,,,,,,,,,,,10008.285056611994,,,,,,,,,,,,,10015.415967464001,,,,,,,,,,,,,10916.554511139999,10297.935782229988,,10036.436769778958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10084.877830016023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10195.109041368,,,,,,,,,,,,,,,10005.861477182003,10177.786288564017,10010.935740979996,,,,,,,,
2020-02-08,,,,,,,,,,,,,,,,,,,,,,10014.451171748,,,,,,,,,,,,,,,,,,,,,10009.099948623994,,,,,,,,,,,,,10016.909899690001,,,,,,,,,,,,,10917.772342859998,10298.192907826182,,10014.358427160138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10093.95912671403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10195.383263681999,,,,,,,,,,,,,,,10008.163178870002,10183.747627382016,10029.88225408,,,,,,,,
2020-02-09,,,,,,,,,,,,,,,,,,,,,,10016.628200284005,,,,,,,,,,,,,,,,,,,,,10009.032912099994,,,,,,,,,,,,,10031.11511782,,,,,,,,,,,,,10934.58826435031,10301.582140271988,,10000.436343565707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10098.379875098033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10202.670636474002,,,,,,,,,,,,,,,10008.096857834003,10185.073547286018,10092.845194979996,,,,,,,,
