,adg_long,adg_per_exposure_long,adg_per_exposure_short,adg_short,adg_weighted_long,adg_weighted_per_exposure_long,adg_weighted_per_exposure_short,adg_weighted_short,avg_fills_per_day_long,avg_fills_per_day_short,closest_bkr_long,closest_bkr_short,drawdown_1pct_worst_mean_long,drawdown_1pct_worst_mean_short,drawdown_max_long,drawdown_max_short,eqbal_ratio_mean_long,eqbal_ratio_mean_of_10_worst_long,eqbal_ratio_mean_of_10_worst_short,eqbal_ratio_mean_short,eqbal_ratio_min_long,eqbal_ratio_min_short,eqbal_ratio_std_long,eqbal_ratio_std_short,equity_balance_ratio_mean_long,equity_balance_ratio_mean_short,equity_balance_ratio_std_long,equity_balance_ratio_std_short,exchange,exposure_ratios_mean_long,exposure_ratios_mean_short,fee_sum_long,fee_sum_short,final_balance_long,final_balance_short,final_equity_long,final_equity_short,gain_long,gain_short,hrs_stuck_avg_long,hrs_stuck_avg_short,hrs_stuck_max_long,hrs_stuck_max_short,loss_profit_ratio_long,loss_profit_ratio_short,loss_sum_long,loss_sum_short,n_closes_long,n_closes_short,n_days,n_entries_long,n_entries_short,n_fills_long,n_fills_short,n_ientries_long,n_ientries_short,n_normal_closes_long,n_normal_closes_short,n_rentries_long,n_rentries_short,n_unstuck_closes_long,n_unstuck_closes_short,n_unstuck_entries_long,n_unstuck_entries_short,net_pnl_plus_fees_long,net_pnl_plus_fees_short,pa_distance_1pct_worst_mean_long,pa_distance_1pct_worst_mean_short,pa_distance_max_long,pa_distance_max_short,pa_distance_mean_long,pa_distance_mean_short,pa_distance_std_long,pa_distance_std_short,pnl_sum_long,pnl_sum_short,profit_sum_long,profit_sum_short,sharpe_ratio_long,sharpe_ratio_short,sortino_ratio_long,sortino_ratio_short,starting_balance,symbol,time_at_max_exposure_long,time_at_max_exposure_short,volume_quote_long,volume_quote_short
INJUSDT,0.0013719710140704944,0.0013719710140704944,0.0,0.0,0.002198885157252373,0.002198885157252373,0.0,0.0,6.973029285796968,0.0,0.9998845390264939,1.0,0.01803006983165849,-0.0,0.063086780467413,-0.0,0.9995582032669699,0.9641397911849054,1.0,1.0,0.8969442081872794,,0.002041812287253108,0.0,0.9995582032669699,1.0,0.002041812287253108,0.0,binance,0.02952364286558064,0.0,-242.94329786000003,0.0,16380.621602140054,10000.0,16380.621602140054,10000.0,0.6380621602140055,0.0,3.4312674372259866,,115.25,,0.0024515046995576793,1.0,-16.277605105589217,0.0,904,0,359.9583333333333,1606,0,2510,0,858,0,901,0,748,0,3,0,0,0,6380.621602140013,0.0,0.03465120294635412,100.0,0.06712335869566816,100.0,0.012124903026306161,100.0,0.00895432380407925,1.0,6623.564900000013,0.0,6639.842505105602,0.0,0.2621351225539282,0.0,-0.9062753849532453,-0.999999999999991,10000.0,INJUSDT,0.004629629629629629,0.0,2365751.4183310857,0.0
XRPUSDT,0.0005036944306560098,0.0016789814355200328,0.0,0.0,0.0006012903419422733,0.002004301139807578,0.0,0.0,6.8174557240421345,0.0,1.0,1.0,0.03137899916122945,-0.0,0.06639802843978092,-0.0,0.9996391816096429,0.950540780968424,1.0,1.0,0.9334611438108348,,0.0030830258034198724,0.0,0.9996391816096429,1.0,0.0030830258034198724,0.0,binance,0.06324007903103533,0.0,-106.252173038,0.0,11987.308365896532,10000.0,11758.20263696201,10000.0,0.19873083658965318,0.0,3.512195950536758,,111.9,,0.20852520413515327,1.0,-551.5780679706828,0.0,982,0,359.9583333333333,1472,0,2454,0,665,0,797,0,628,0,185,0,179,0,1987.3083658965224,0.0,0.1058320922819875,100.0,0.28499359801256174,100.0,0.007113464153176191,100.0,0.01214080177258521,1.0,2093.5605389345224,0.0,2645.138606905205,0.0,0.15694679609972273,0.0,-0.9547531011177885,-0.999999999999991,10000.0,XRPUSDT,0.028587962962962964,0.0,1694941.2692102909,0.0
KAVAUSDT,0.000557247064313815,0.000557247064313815,0.0005566410174273617,0.0005566410174273617,0.0009562628440552556,0.0009562628440552556,0.0005356476722094383,0.0005356476722094383,6.08403750434078,3.6893158930431764,0.9998183316470421,0.806878212039636,0.05714063154434579,0.011491966092876114,0.09226345804786433,0.10698764925278133,0.998881920424105,0.9226836547149182,0.9731434061740358,0.9994704452005616,0.9079245763492878,0.8425711552419727,0.006679881794640914,0.0018010885901562424,0.998881920424105,0.9994704452005616,0.006679881794640914,0.0018010885901562424,binance,0.032052559067139205,0.027375790239160126,-80.310010956,-106.476528746,12220.500989044049,12217.836841254026,12220.500989044049,12211.373331254026,0.22205009890440497,0.2217836841254026,3.938312776001218,6.481173072092439,106.23333333333333,93.86666666666666,0.0,0.0,0.0,0.0,975,659,359.9583333333333,1215,669,2190,1328,961,542,975,659,254,127,0,0,0,0,2220.500989043996,2217.8368412539976,0.07197295548596985,0.048624539853094215,0.1288729461954212,0.09648761691132332,0.012661307574189224,0.014875814075066883,0.012300887739003143,0.011742697304183532,2300.810999999996,2324.3133699999976,2300.810999999996,2324.3133699999976,0.10352159516310541,0.2506375681060632,-0.8866415287988436,-0.9674402795324292,10000.0,KAVAUSDT,0.014814814814814815,0.0010416666666666667,344144.82118263573,769914.6203084686
ONEUSDT,0.00011221462744925859,0.0003740487581641953,0.0,0.0,-8.650098250841953e-05,-0.00028833660836139846,0.0,0.0,10.051163329089016,0.0,1.0,1.0,0.06380174040760543,-0.0,0.0954059669484775,-0.0,0.9993907017085443,0.9487954059432564,1.0,1.0,0.9287802176734105,,0.0035585516011811106,0.0,0.9993907017085443,1.0,0.0035585516011811106,0.0,binance,0.07861263726829602,0.0,-126.23746960400001,0.0,10412.171070396054,10000.0,10412.171070396054,10000.0,0.04121710703960546,0.0,2.3853423647590084,,69.75,,0.7587734979517313,1.0,-1693.554098550654,0.0,1723,0,359.9583333333333,1895,0,3618,0,899,0,1056,0,346,0,667,0,650,0,412.1710703959981,0.0,0.12020270799437598,100.0,0.31130057422680957,100.0,0.010788263221955537,100.0,0.017373697296650642,1.0,538.4085399999981,0.0,2231.962638550652,0.0,0.02923120028767965,0.0,-0.9140809883520947,-0.999999999999991,10000.0,ONEUSDT,0.04861111111111111,0.0,4372412.67638452,0.0
CHRUSDT,0.00022651231753401113,0.0007550410584467038,0.0,0.0,0.0005469114695442645,0.0018230382318142153,0.0,0.0,8.03148512559324,0.0,1.0,1.0,0.03986678063568123,-0.0,0.04828715662247996,-0.0,0.9989608325165195,0.9584404659785394,1.0,1.0,0.956045531538225,,0.003344127504714443,0.0,0.9989608325165195,1.0,0.003344127504714443,0.0,binance,0.10384596617729144,0.0,-74.58962356,0.0,10849.411689459941,10000.0,10849.838889459941,10000.0,0.08494116894599402,0.0,2.9863898500576704,,172.93333333333334,,0.438455243562229,1.0,-722.3946892587644,0.0,1347,0,359.9583333333333,1544,0,2891,0,1102,0,1262,0,364,0,85,0,78,0,850.606176440002,0.0,0.11507824308063795,100.0,0.171656865623511,100.0,0.017337255745902357,100.0,0.018646881548691617,1.0,925.195800000002,0.0,1647.5904892587664,0.0,0.08267193031659827,0.0,-0.9572045527302268,-0.999999999999991,10000.0,CHRUSDT,0.030555555555555555,0.0,867673.9662860772,0.0
SKLUSDT,0.0009376590501666282,0.0009376590501666282,0.0,0.0,0.0015079916299446828,0.0015079916299446828,0.0,0.0,5.595092024539878,0.0,0.9999622310463605,1.0,0.0537102438469509,-0.0,0.09213140920156905,-0.0,0.9991802881442297,0.9168808864045799,1.0,1.0,0.9080888301354764,,0.005647355876172913,0.0,0.9991802881442297,1.0,0.005647355876172913,0.0,binance,0.03715479655116759,0.0,-172.585433566,0.0,14012.43489643402,10000.0,14012.43489643402,10000.0,0.40124348964340206,0.0,4.276742838218248,,92.31666666666666,,0.011245728505633372,1.0,-47.598886577355444,0.0,731,0,359.9583333333333,1283,0,2014,0,690,0,725,0,593,0,6,0,0,0,4012.43489643399,0.0,0.05811736438961352,100.0,0.10121268746631679,100.0,0.012388137095563733,100.0,0.01119148556291066,1.0,4185.02032999999,0.0,4232.6192165773455,0.0,0.15945728743105148,0.0,-0.8412126149229247,-0.999999999999991,10000.0,SKLUSDT,0.015509259259259259,0.0,1644346.6329448884,0.0
ZILUSDT,0.0008397776596500428,0.0008397776596500428,0.0,0.0,0.0019241713230703007,0.0019241713230703007,0.0,0.0,4.3338349345989124,0.0,0.9999877353830827,1.0,0.08121743567261455,-0.0,0.11054940553465728,-0.0,0.9980755780780839,0.9078039090366723,1.0,1.0,0.8860361936939457,,0.009676332871253818,0.0,0.9980755780780839,1.0,0.009676332871253818,0.0,binance,0.059645077084326495,0.0,-140.011426656,0.0,13527.750993344029,10000.0,13527.750993344029,10000.0,0.352775099334403,0.0,5.50567671584349,,121.16666666666667,,0.05294118450900307,1.0,-205.03023026266703,0.0,545,0,359.9583333333333,1015,0,1560,0,504,0,533,0,511,0,12,0,0,0,3527.7509933440037,0.0,0.07968158668785603,100.0,0.11388376316939966,100.0,0.012472301454215774,100.0,0.014167515147982458,1.0,3667.7624200000037,0.0,3872.7926502626706,0.0,0.14304730585909473,0.0,-0.8531278193128048,-0.999999999999991,10000.0,ZILUSDT,0.03356481481481482,0.0,1581227.268412427,0.0
ALGOUSDT,0.001322138507369397,0.001322138507369397,0.0011420461922004854,0.0011420461922004854,0.0017739934757808663,0.0017739934757808663,0.001803667362600403,0.001803667362600403,3.5337423312883436,2.214145155689316,0.9855223720088518,0.7046318644461592,0.1192439980930554,0.11984080400710943,0.2414579849053237,0.16433393098995155,0.9971704756051809,0.8140279045245673,0.8553088668564746,0.995179317604208,0.759674781209061,0.8402608873351162,0.01427872098077625,0.01568409988602007,0.9971704756051809,0.995179317604208,0.01427872098077625,0.01568409988602007,binance,0.09799835005884447,0.12733564806837513,-165.459304664,-141.877132196,16089.800001690872,15081.058827803992,14373.271615336014,15064.152867803992,0.6089800001690873,0.5081058827803993,6.779202727511146,10.829731993299832,137.06666666666666,304.85,0.03316206238758315,0.03150225030523019,-214.55229599296808,-169.88602812134798,664,414,359.9583333333333,608,383,1272,797,271,248,619,388,337,135,45,26,0,0,6089.800001690863,5081.058827804005,0.13291766824460957,0.1083246271246295,0.31251256424008667,0.14409693058358344,0.013998339397269605,0.017893269784675037,0.017609104105970656,0.018741399380504942,6255.259306354863,5222.935960000005,6469.811602347831,5392.821988121354,0.09996722264960907,0.0814204706731175,-0.6546115247673773,-0.5967300746999562,10000.0,ALGOUSDT,0.05289351851851852,0.04780092592592593,3727764.505301892,1439028.3177809687
TRXUSDT,9.831099015289446e-05,9.831099015289446e-05,0.0,0.0,0.00013320328674391036,0.00013320328674391036,0.0,0.0,0.7473087162866073,0.0,1.0,1.0,0.009033529912225278,-0.0,0.029249306793302503,-0.0,0.9996843321290134,0.9808894930930666,1.0,1.0,0.9709223848667766,,0.0011212651656701768,0.0,0.9996843321290134,1.0,0.0011212651656701768,0.0,binance,0.022548008109880953,0.0,-13.866187112000002,0.0,10360.196602887994,10000.0,10354.522642887994,10000.0,0.03601966028879944,0.0,31.991853233830845,,245.45,,0.0,1.0,0.0,0.0,117,0,359.9583333333333,152,0,269,0,111,0,115,0,41,0,2,0,0,0,360.1966028880003,0.0,0.046341467439786954,100.0,0.0938274580002544,100.0,0.012077578968129266,100.0,0.010751784640441603,1.0,374.0627900000003,0.0,374.0627900000003,0.0,0.05297134439057863,0.0,-0.9852428733021705,-0.999999999999991,10000.0,TRXUSDT,0.0,0.0,76543.9456782336,0.0
ALPHAUSDT,0.0004326415001874029,0.0014421383339580096,0.0,0.0,0.0003958771375566439,0.0013195904585221465,0.0,0.0,3.4698460469961803,0.0,1.0,1.0,0.04367149132381103,-0.0,0.09640016247461465,-0.0,0.9991879730633093,0.9172840827127203,1.0,1.0,0.9037208952454355,,0.004798869206093793,0.0,0.9991879730633093,1.0,0.004798869206093793,0.0,binance,0.09517321686917461,0.0,-53.605997742,0.0,11684.747136933547,10000.0,11190.801452257978,10000.0,0.16847471369335465,0.0,6.908640491452991,,167.85,,0.16309072207028125,1.0,-338.75746801218276,0.0,556,0,359.9583333333333,693,0,1249,0,420,0,524,0,248,0,32,0,25,0,1684.7471369335706,0.0,0.1676845945304966,100.0,0.4725753009476369,100.0,0.015182025135400672,100.0,0.02628748319246592,1.0,1738.3531346755706,0.0,2077.1106026877533,0.0,0.08459574343223997,0.0,-0.925835549903663,-0.999999999999991,10000.0,ALPHAUSDT,0.04513888888888889,0.0,538485.5804686612,0.0
