date,ALGOUSDT,ALPHAUSDT,APEUSDT,AVAXUSDT,BNBUSDT,CHRUSDT,CHZUSDT,COMPUSDT,COTIUSDT,DOTUSDT,EGLDUSDT,EOSUSDT,ETCUSDT,GALUSDT,GMTUSDT,GRTUSDT,HOTUSDT,IMXUSDT,INJUSDT,KAVAUSDT,KSMUSDT,LTCUSDT,MATICUSDT,NEARUSDT,OMGUSDT,ONEUSDT,RNDRUSDT,SANDUSDT,SKLUSDT,SNXUSDT,SUSHIUSDT,TRXUSDT,WAVESUSDT,XRPUSDT,XTZUSDT,ZILUSDT
2021-09-20,24631.23363525013,14216.061463093925,,0.01,12094.35493895865,14462.381944520017,42794.764663766124,14239.65503942008,11957.918821516,0.01,0.01,29988.430054680077,24876.193922009916,,,17824.94446484824,17468.73623174156,,,27504.910586192014,0.01,18193.41900212807,14384.591158853853,13183.818052160312,0.01,17530.861531381986,,14506.847681872057,11357.302821506122,16073.054273859998,10618.11808346008,16281.273990298023,8898.818907490031,0.01,28942.4924198002,13846.445569362071
2021-09-21,24686.729586584144,14220.940922911926,,0.01,12094.35493895865,14482.394688320022,42851.70872518412,14247.716312000084,11964.478617616,0.01,0.01,29997.791634560082,24882.331856139917,,,17839.523314620255,17550.14647652955,,,27517.946481326013,0.01,18208.55342896806,14384.591158853853,13184.85434016031,0.01,17578.780623577975,,14513.760481104053,11359.645004188127,16079.3242459,10618.925910560078,16305.094037058027,8899.71063142203,0.01,28986.186355680213,13854.80195855407
2021-09-22,24825.980188578127,14226.073330907926,,0.01,12094.35493895865,14484.890570880021,43179.74181956012,14254.171802508083,11964.452615806,0.01,0.01,30013.292002280083,24884.376441099917,,,17867.192264752244,17572.31461046575,,,27605.09247669601,0.01,18228.91113625805,14384.591158853853,13192.32435480031,0.01,17645.08732561997,,14521.67511209205,11361.049339786128,16079.284823299999,10619.676679060078,16306.624568946027,8900.604898378027,0.01,29176.10650234021,13859.796796306071
2021-09-23,24953.56850905213,14241.621584625927,,0.01,12094.35493895865,14584.816630240022,43215.304667516124,14264.350054026085,11963.877210182,0.01,0.01,30130.65681610008,24884.376441099917,,,17880.027886702243,17637.03542434015,,,27655.30356955201,0.01,18234.774784474066,14384.591158853853,13199.789829500309,0.01,17669.411107979966,,14554.431826286052,11363.431954992131,16078.9085971,10621.263808060077,16305.566869268026,8900.604898378027,0.01,29403.97812374023,13868.19688054807
2021-09-24,24987.601504986123,14249.327288967925,,0.01,12094.35493895865,14597.612996680022,43266.229206102114,14272.946550504083,11963.877210182,0.01,0.01,30150.74007786008,24914.01849150792,,,17911.291309508248,17674.38448139215,,,27763.79671126801,0.01,18246.628264510076,14384.591158853853,13232.753805500306,0.01,17788.234141969973,,14559.388339566054,11364.36740462013,16154.72728698,10622.829522960074,16375.071682698024,8905.89387969403,0.01,29701.36745788023,13871.534455406072
2021-09-25,25013.84153833811,14255.318555679925,,0.01,12094.35493895865,14605.689920320025,43331.778362584126,14292.360482602093,11963.877210182,0.01,0.01,30166.39143326009,24935.374301647917,,,17921.496564934245,17719.42616176535,,,27845.066500328016,0.01,18273.402927832078,14384.591158853853,13242.685115900304,0.01,17987.445157261987,,14567.29574132606,11365.772030060132,16169.476637740003,10626.081653260073,16381.256904020029,8906.34263272603,0.01,29885.074430420213,13873.213585300071
2021-09-26,25040.347173564114,14258.534174195927,,0.01,12094.35493895865,14619.747537620025,43374.843830092126,14293.976963362093,11963.877210182,0.01,0.01,30227.7187245201,24953.489765793907,,,17950.097401846248,17734.422623675746,,,27858.265401750017,0.01,18290.070955052066,14384.591158853853,13249.044467580303,0.01,18103.941221454,,14569.272306946059,11367.175050738131,16175.807258320003,10626.956318740074,16386.63374736203,8907.721584064031,0.01,29950.37820192021,13876.556100988073
2021-09-27,25054.75546812212,14262.584708035927,,0.01,12094.35493895865,14645.782698560026,43389.43753116812,14309.735398022094,11963.877210182,0.01,0.01,30274.0953040601,24963.747304575903,,,17978.388020590228,17741.874890227744,,,27881.42937770602,0.01,18301.778051566067,14384.591158853853,13256.3009463603,0.01,18115.503702914,,14571.242477746056,11367.64392779813,16210.69710916,10632.756229420076,16400.73040717204,8910.864561088036,0.01,29978.332210860215,13878.231553228074
2021-09-28,25075.802323620122,14264.292804035926,,0.01,12094.35493895865,14654.548468920026,43433.22655323812,14317.837007746095,11963.877210182,0.01,0.01,30289.7307664401,25014.056453675898,,,17990.842131572223,17756.739273996947,,,27881.42937770602,0.01,18313.096360126066,14384.591158853853,13259.591190360294,0.01,18116.457561458,,14572.227420706056,11367.64392779813,16223.369546779999,10635.11931522008,16403.81120307604,8913.148993176033,0.01,30022.87478420023,13878.231553228074
2021-09-29,25107.731806080137,14276.421265633924,,0.01,12094.35493895865,14697.317952420028,43469.097535370114,14321.084507022093,11963.877210182,0.01,0.01,30306.819542760106,25020.2260200639,,,18004.714627330224,17771.660674131348,,,27885.836583506018,0.01,18328.72135233606,14384.591158853853,13268.929680000298,0.01,18126.757019705998,,14574.211248426054,11368.583317366129,16227.610600339998,10636.258088120077,16409.21537159604,8914.518946592034,0.01,30098.693499540237,13888.299366194075
2021-09-30,25123.969198124138,14280.709357015923,,0.01,12094.35493895865,14729.672428660027,43505.018483810105,14322.708894342091,11963.877210182,0.01,0.01,30351.722464520102,25031.384024111896,,,18013.259639856224,17771.451382503346,,,27900.18790832002,0.01,18348.033289306055,14384.591158853853,13275.4541447203,0.01,18140.083571835996,,14574.193086426054,11369.991398582128,16236.04509184,10636.246637360078,16409.18231074004,8914.508154210034,0.01,30232.601698600232,13905.117928428072
2021-10-01,25217.360559266155,14283.272457103925,,0.01,12094.35493895865,14729.602302820029,43810.018322260104,14322.576883940092,11963.877210182,0.01,0.01,30351.5431642201,25159.44381198991,,,18014.601067208227,17771.241303412346,,,27899.83808380602,0.01,18349.222803196055,14384.591158853853,13286.751227200306,0.01,18141.987234811997,,14573.742883286053,11369.955300560126,16235.964689819999,10636.236442660078,16409.11617996004,8914.497173526035,0.01,30445.59073824023,13906.785528620072
2021-10-02,25240.15889792216,14282.986575809926,,0.01,12094.35493895865,14729.602302820029,43860.9359057481,14345.889701758093,11963.877210182,0.01,0.01,30617.025699460104,25191.46877769192,,,18014.601067208227,17771.241303412346,,,28105.59042714202,0.01,18349.222803196055,14384.591158853853,13292.974967940307,0.01,18203.69824821,,14573.742883286053,11369.955300560126,16304.316036339998,10636.192489220077,16408.56445654004,8914.456176184036,0.01,30629.174017100224,13983.787100160069
2021-10-03,25333.09064941816,14308.747255755927,,0.01,12094.35493895865,14795.589886260028,43889.70260298409,14354.02015998009,11963.877210182,0.01,0.01,30841.167138020104,25193.54268352392,,,18014.601067208227,17769.368984253146,,,28165.611789342023,0.01,18387.000549016066,14384.591158853853,13302.196427140309,0.01,18262.088848641983,,14571.296733106055,11384.869466730126,16308.559914139998,10636.192489220077,16408.340970988043,8914.456176184036,0.01,30940.060629080217,13985.47749189607
2021-10-04,25437.250082060153,14314.769433991927,,0.01,12094.35493895865,14822.881182240022,43926.634119040085,14360.518977066087,11963.877210182,0.01,0.01,30876.1835525401,25201.83204087992,,,18014.601067208227,17847.966849789344,,,28196.787751808013,0.01,18399.71965018607,14384.591158853853,13313.761658740312,0.01,18312.304953277977,,14571.296733106055,11386.747912574127,16319.18969958,10640.002496220077,16457.22916573404,8917.161859356036,0.01,31074.76596590022,13992.22795730007
2021-10-05,25478.03926477216,14320.768346289926,,0.01,12094.35493895865,14831.859422160021,44254.03118793207,14367.029585974087,11963.877210182,0.01,0.01,30930.0440820001,25211.00622841592,,,18046.59016583023,17951.860208719136,,,28223.529855458015,0.01,18409.750764898083,14384.591158853853,13321.417199420312,0.01,18318.639889663977,,14584.006640941356,11390.505361388128,16325.58021982,10641.205447220078,16457.129625034042,8918.059355804036,0.01,31102.078169060213,14000.713213948073
2021-10-06,25515.438311600177,14325.693242701924,,0.01,12094.35493895865,14853.517475120021,44305.45454861207,14376.803949876086,11963.877210182,0.01,0.01,31068.0544390801,25238.925703127923,,,18062.727731186238,18065.97305156174,,,28227.986944664015,0.01,18421.652250336083,14384.591158853853,13325.78440386031,0.01,18331.139991815984,,14627.331105206054,11393.839026688127,16331.971368699998,10641.606737420077,16477.28554054206,8919.427681290037,0.01,31222.558307400217,14004.070838954072
2021-10-07,25549.999932178176,14336.014044729925,,0.01,12094.35493895865,14893.423785800022,44379.30187372808,14383.316061784086,11963.877210182,0.01,0.01,31102.880401840095,25251.394020771924,,,18075.100501834233,18119.235414677143,,,28260.379330810014,0.01,18463.0586083221,14384.591158853853,13337.46807352031,0.01,18359.030366315983,,14634.289411346052,11394.309234888127,16344.752005979997,10642.809657420079,16486.582194958064,8922.631352120035,0.01,31277.201145340223,14010.820288558072
2021-10-08,25602.471669478182,14338.607200851924,,0.01,12094.35493895865,14899.75365598002,44287.33898568682,14391.960093166088,11963.877210182,0.01,0.01,31131.54902380009,25257.63150233592,,,18079.129167224237,18172.777042316735,,,28288.349785368016,0.01,18475.854339706086,14384.591158853853,13343.213162920307,0.01,18710.536650726,,14642.068938928047,11394.779929708127,16344.752005979997,10642.809657420079,16486.532299904065,8923.522296890036,0.01,31300.16255384023,14010.820288558072
2021-10-09,25616.120403536184,14341.189696491923,,0.01,12094.35493895865,14901.030651700019,44224.67156088124,14391.919447850089,11963.877210182,0.01,0.01,31131.47343860009,25261.788368037916,,,18084.51577008424,18237.28676589154,,,28287.99539666802,0.01,18486.740249836083,14384.591158853853,13346.901327920303,0.01,18769.962590304007,,14643.062039608047,11396.186982670131,16346.881222399998,10644.057785720082,16486.482460826064,8923.965869180036,0.01,31306.72126590023,14020.98641633607
2021-10-10,25633.60329968419,14342.047454511923,,0.01,12094.35493895865,14908.661909180018,44519.45266464009,14398.487418726087,11963.877210182,0.01,0.01,31258.305517960096,25275.125595067915,,,18095.752597832256,18245.026079081937,,,28307.387287092017,0.01,18499.56181563807,14384.591158853853,13348.549016120303,0.01,18771.932644920005,,14645.048643448046,11396.655125254132,16349.001486399999,10644.888929920082,16521.749151066073,8924.408168280035,0.01,31368.876209260223,14020.98641633607
2021-10-11,25649.960136630183,14343.768200131924,,0.01,12094.35493895865,14916.643752940014,44526.93167786009,14405.014766808086,11963.877210182,0.01,0.01,31271.19656968009,25279.285032245916,,,18102.01381764626,18260.449175648337,,,28311.861462132016,0.01,18511.45367747207,14384.591158853853,13351.782122920307,0.01,18901.490837762005,,14647.031325728045,11396.655125254132,16351.125927319998,10645.294971320081,16526.425832006076,8924.860567040034,0.01,31397.788593660218,14022.67500083607
2021-10-12,25688.309799318187,14345.489256793924,,0.01,12094.35493895865,14925.861402340013,44593.655558006096,14409.925783468085,11963.877210182,0.01,0.01,31277.606193340085,25289.686044607923,,,18115.01583931228,18275.79045734594,,,28311.752624520017,0.01,18517.52850765005,14384.591158853853,13355.054410120307,0.01,18935.962370646004,,14650.011835028045,11398.067166454133,16361.767153359999,10647.231555020086,16529.534013902066,8928.357935364034,0.01,31510.58144312021,14022.630358700071
2021-10-13,25703.52687896219,14354.521944459924,,0.01,12094.35493895865,14948.90617258001,44714.34911166411,14414.817529398084,11963.877210182,0.01,0.01,31292.017782380084,25295.928602369924,,,18121.56541326828,18298.98841907994,,,28320.80413431002,0.01,18527.223603270053,14384.591158853853,13356.716743720306,0.01,18991.308075375997,,14653.993554728047,11400.416359318137,16366.02112186,10649.971252420088,16534.222994124062,8929.271125224035,0.01,31532.427764440206,14027.733573302072
2021-10-14,25781.271976350192,14354.521944459924,,0.01,12094.35493895865,14959.175051640008,44766.272145902105,14414.736042878083,11963.877210182,0.01,0.01,31338.70693380008,25295.721897693926,,,18120.869217848278,18314.386416444737,,,28320.44928043402,0.01,18541.65220646405,14384.591158853853,13362.880733920307,0.01,19009.820057734,,14667.417650688047,11400.404639038137,16365.9406099,10649.950655520086,16534.139729678063,8932.310958456035,0.01,31552.184524280205,14027.554307768072
2021-10-15,25797.489030390192,14362.234236897923,,0.01,12094.35493895865,14965.531945820008,44848.388401448094,14423.401352314084,11963.877210182,0.01,0.01,31353.113122640076,25319.792779953925,,,18210.1171447163,18329.872820866338,,,28339.86055709402,0.01,18556.93704623805,14384.591158853853,13376.03390968031,0.01,19024.774534708,,14673.391661380045,11415.75068541214,16381.115030860003,10649.939584120086,16554.83727353005,8933.633675576033,0.01,31561.446570840206,14041.313371296073
2021-10-16,25825.0204611602,14366.32405047392,,0.01,12094.35493895865,15125.724842920012,44871.01581519609,14428.720561988082,11963.877210182,0.01,0.01,31389.71416404007,25319.792779953925,,,18249.668496982315,18345.34934865634,,,28357.77309539002,0.01,18564.92230224404,14384.591158853853,13379.343541680308,0.01,19039.19346791799,,14675.376950980046,11448.690244580142,16381.115030860003,10649.925863320086,16556.386425738052,8935.145986544032,0.01,31572.497464860204,14043.003030036074
2021-10-17,25848.0742139142,14368.047065169922,,0.01,12094.35493895865,15138.862706960008,44886.11088922809,14431.990796106085,11963.877210182,0.01,0.01,31402.67795328007,25321.871776449927,,,18269.216129930322,18402.79017032693,,,28366.737363582026,0.01,18569.326505494035,14384.591158853853,13380.456778200305,0.01,19090.795887355976,,14676.369722260046,11451.053493572148,16387.519581880006,10652.453090760086,16561.84288982605,8935.600068944032,0.01,31581.797098480205,14044.682656158075
2021-10-18,25865.674501008205,14371.492566761923,,0.01,12094.35493895865,15144.319942880007,44931.412574564085,14440.173611148084,11963.877210182,0.01,0.01,31417.19780830007,25326.04243658593,,,18283.891823280333,18441.597035571136,,,28384.680200694027,0.01,18583.93012728602,14384.591158853853,13382.104426400307,0.01,19093.943137715974,,14681.345422204047,11452.987458990148,16393.9253513,10654.584672660085,16563.39488829805,8935.600068944032,0.01,31591.085658140208,14046.369595678076
2021-10-19,25877.338210274207,14374.073076429924,,0.01,12094.35493895865,15148.481365380008,44931.412574564085,14441.807585708084,11963.877210182,0.01,0.01,31423.613812480067,25330.209451749928,,,18289.35597329633,18457.11182065594,,,28398.14755397003,0.01,18590.57250347002,14384.591158853853,13382.069952400307,0.01,19142.233229577974,,14681.345422204047,11455.348210486145,16398.216539220004,10655.832801760085,16563.36148714405,8936.056881536031,0.01,31621.969349680203,14046.369595678076
2021-10-20,25878.698883644207,14376.669825831925,,0.01,12094.35493895865,15148.409201440008,44938.95592338808,14441.725927264084,11963.877210182,0.01,0.01,31423.428147640065,25330.002328413928,,,18289.12720374833,18456.89445660794,,,28397.791494298028,0.01,18591.765556936018,14384.591158853853,13381.978780800308,0.01,19157.627249851972,,14681.308670704047,11455.336417300145,16398.136011520004,10656.243132060086,16578.87158214405,8936.04593297603,0.01,31623.504664780205,14046.324890846076
2021-10-21,25970.07114608421,14383.591181291926,,0.01,12094.35493895865,15169.558846860005,44968.43190889808,14453.746352850087,11963.877210182,0.01,0.01,31683.73958506006,25466.840043315915,,,18326.90765605233,18501.555666615142,,,28426.245364646034,0.01,18651.820827130014,14384.591158853853,13381.639600600307,0.01,19202.75591650797,,14689.457718424046,11456.814442754143,16409.959556780002,10658.377041660084,16581.99142376405,8936.51787097403,0.01,31672.158508860204,14058.255898460075
2021-10-22,25993.464595396206,14386.814420267925,,0.01,12094.35493895865,15188.026075220005,44997.924259074076,14460.295326574083,11963.877210182,0.01,0.01,31690.30041506006,25477.320354715917,,,18346.979298980325,18540.600689117946,,,28430.741273126034,0.01,18657.32647961802,14384.591158853853,13412.662093000306,0.01,19247.83779903397,,14692.444470424047,11459.177179796141,16409.91927678,10659.229558360084,16584.32853341005,8936.97776586003,0.01,31679.86839912021,14071.873706756074
2021-10-23,26015.525790994205,14391.994721587922,,0.01,12094.35493895865,15189.300083140006,45013.07567914608,14468.491560718085,11963.877210182,0.01,0.01,31693.55429528006,25481.508001867922,,,18353.33950836431,18564.000533119943,,,28430.631951662035,0.01,18660.335553606023,14384.591158853853,13413.704942800307,0.01,19285.082671457974,,14694.436954684048,11459.649094132143,16409.878766100002,10660.473869860085,16584.32853341005,8937.88667782803,0.01,31687.600375160204,14078.639400350075
2021-10-24,26025.0715822542,14392.860653505923,,0.01,12094.35493895865,15199.937321880001,45020.65936214608,14475.044422430083,11963.877210182,0.01,0.01,31813.226230840064,25483.60650126792,,,18381.281730900308,18564.000533119943,,,28435.235132510035,0.01,18667.591149972017,14384.591158853853,13426.031144980298,0.01,19363.469042895973,,14697.415481904049,11460.122162978143,16416.3775624,10661.294048560083,16587.454801186046,8938.34312995203,0.01,31698.432570180197,14087.131549140076
2021-10-25,26098.349323812203,14392.838887677923,,0.01,12094.35493895865,15199.86509388,45297.965501078084,14474.962595340083,11963.877210182,0.01,0.01,31813.226230840064,25492.86440370793,,,18381.052623200307,18579.600576842742,,,28435.125785412034,0.01,18667.512905816016,14384.591158853853,13425.965637780297,0.01,19394.271840345973,,14701.17784048405,11460.594369950142,16416.29608576,10661.294048560083,16587.421400714044,8940.168385966032,0.01,31698.3099263602,14087.086700908076
2021-10-26,26133.6197690902,14404.230200301921,,0.01,12094.35493895865,15199.77481538,45342.90469171609,14498.389608108082,11963.877210182,0.01,0.01,31827.886921600064,25497.05936095593,,,18377.605598904305,18595.270000224144,,,28434.878679272035,0.01,18679.839121450015,14384.591158853853,13518.706477060294,0.01,19528.158642217968,,14711.276994024049,11461.066515326143,16439.086047340003,10663.590007160084,16601.75516356204,8941.55189239803,0.01,31804.280405700207,14093.958101612076
2021-10-27,26168.037741170203,14405.967011537921,,0.01,12094.35493895865,15226.26912154,45395.54651754609,14501.67587680208,12116.114494373998,0.01,0.01,31834.400201360062,25507.54933418993,,,18415.12978782231,18798.39874581134,,,28454.382126180033,0.01,18687.00398115201,14384.591158853853,13525.745828760291,0.01,19539.284524241968,,14716.058421004049,11461.066515326143,16467.011847000005,10665.303131500088,16611.84553220803,8947.396450332028,0.01,31830.73430902022,14095.660409356076
2021-10-28,26199.962646160202,14409.43837921392,,0.01,12094.35493895865,15246.413529020001,45470.461288604085,14506.605706042079,12116.088127773999,0.01,0.01,31860.754613120058,25523.121027919937,,,18432.95489866832,18917.71195368814,,,28458.880894440033,0.01,18695.58081327401,14384.591158853853,13537.72381426029,0.01,19662.176927003962,,14744.198983622047,11461.539654414144,16477.781546100006,10666.525119100088,16611.81203281803,8948.765070340029,0.01,31855.629882140216,14099.052465584076
2021-10-29,26214.124283922203,14412.899978071919,,0.01,12094.35493895865,15313.003121079999,45850.15977029006,14511.540161110079,12116.088127773999,0.01,0.01,31860.29612916006,25534.48947292194,,,18460.072004572314,18981.696034970148,,,28458.880894440033,0.01,18713.798437816,14384.591158853853,13543.35084946029,0.01,19662.176927003962,,14848.524442756048,11463.007261524142,16489.59954072001,10666.503395000089,16611.745094562033,8948.765070340029,0.01,31978.901553720225,14099.007579520076
2021-10-30,26230.8489700642,14414.629681023916,,0.01,12094.35493895865,15423.079452659998,47274.43358430804,14518.120024202077,12167.268070214,0.01,0.01,31887.076462940062,25540.79230440994,,,18476.05395260832,19048.93613025434,,,28510.705893764043,0.01,18725.098154951993,14384.591158853853,13544.503564660292,0.01,19683.815533519966,,15223.059585570058,11475.441909738143,16504.659243380014,10668.675642800088,16670.34704418003,8948.765070340029,0.01,31998.19611364022,14104.138387424075
2021-10-31,26253.301340388192,14417.226221923913,,0.01,12094.35493895865,15560.316213660002,47470.512833272056,14535.162575540078,12283.491523159997,0.01,0.01,31950.14566906007,25577.46982735794,,,18560.994225962313,19611.426837638144,,,28576.125325182038,0.01,18733.600276629983,14384.591158853853,13545.061372660293,0.01,19685.880576707965,,15484.483308856059,11496.14391034414,16515.43337630001,10669.953240100087,16675.036406498024,8948.765070340029,0.01,32027.401244420234,14250.739255266073
2021-11-01,26266.095566772194,14422.191489875915,,0.01,12094.35493895865,15644.665551159997,48279.08346202202,14543.835031354076,12296.952643841996,0.01,0.01,31981.25627492007,25583.78239756794,,,18594.52472923231,19819.264523219757,,,28604.405637578035,0.01,18749.668825687986,14384.591158853853,13551.87045426029,0.01,19705.061526609967,,15730.347641208067,11497.08878042014,16521.90616776001,10670.370218600086,16678.170061772023,8950.114453700031,0.01,32043.432871080237,14250.693889946073
2021-11-02,26287.0062033702,14424.788516051914,,0.01,12094.35493895865,16082.54031862,48779.14118514401,14543.477609852076,12296.952643841996,0.01,0.01,32008.726759060075,25597.29592620794,,,18607.970117484314,19950.981885769364,,,28633.896652828033,0.01,18760.446496743978,14384.591158853853,13557.367555940287,0.01,19719.474745513973,,15933.12208349606,11500.97459315814,16531.520308620013,10670.370218600086,16678.10275866002,8950.114453700031,0.01,32051.25708100024,14259.304213206073
2021-11-03,26315.10350210221,14450.458052069916,,0.01,12094.35493895865,16155.711565139998,48917.84437738002,14566.446593918077,12303.693106799996,0.01,0.01,32044.863916780065,25610.82813436994,,,18624.62679268632,19984.58004021076,,,28647.461842480032,0.01,18777.43329948198,14384.591158853853,13565.935911860286,0.01,19747.446011685977,,16036.592437466068,11503.817458638141,16551.08798578001,10673.338538800086,16719.680852204026,8950.114453700031,0.01,32068.726675120244,14259.304213206073
2021-11-04,26333.279114636203,14457.197065477914,,0.01,12094.35493895865,16581.74868537999,49348.59389656603,14578.65631281608,12310.432303403997,0.01,0.01,32051.442164780066,25617.15353445394,,,18659.00829622631,20063.435055320955,,,28661.042052006032,0.01,18789.205653251975,14384.591158853853,13576.648261300286,0.01,19747.446011685977,,16052.811083718072,11506.663836612148,16564.035069500012,10675.291361840087,16724.388627192024,8950.559597500032,0.01,32096.52816376024,14267.866873388073
2021-11-05,26347.522419130208,14464.771827293916,,0.01,12094.35493895865,16741.0345672,49519.72408851003,14583.61020501608,12310.432303403997,0.01,0.01,32058.008229980067,25629.80543816794,,,18682.301983662306,20139.639376256346,,,28679.16679983403,0.01,18796.101779689976,14384.591158853853,13579.928806260288,0.01,19763.43140266998,,16052.811083718072,11508.580947342149,16574.82396444002,10678.80679096009,16728.322515590025,8951.019579652033,0.01,32223.095121840244,14274.71809157807
2021-11-06,26348.896347374208,14465.638671551918,,0.01,12094.35493895865,16837.983666599997,50229.735373566036,14588.56582334808,12310.432303403997,0.01,0.01,32064.622347500066,25631.912329815943,,,18700.84030860832,20148.129833249146,,,28679.05657753403,0.01,18800.935876755986,14384.591158853853,13582.053356660288,0.01,19765.50314141398,,16074.482064744068,11515.322161642149,16581.310266700024,10679.71494576009,16729.888624144023,8951.019579652033,0.01,32245.840723960235,14276.44214627407
2021-11-07,26353.235461636206,14468.885987381918,,0.01,12094.35493895865,16867.75369657999,50288.85289100204,14588.483239382082,12310.432303403997,0.01,0.01,32064.432985580064,25631.702760073942,,,18723.545600560334,20185.60661390094,,,28679.05657753403,0.01,18806.21534331399,14384.591158853853,13582.020446260287,0.01,19765.41094023398,,16076.655484624067,11516.74488599815,16581.228421580025,10681.071485860091,16729.838064692023,8951.468135074034,0.01,32245.840723960235,14276.39669203207
2021-11-08,26442.011478266202,14472.348214655916,,0.01,12094.35493895865,16889.381758620002,50314.20140748403,14588.483239382082,12310.405585643997,0.01,0.01,32063.497456000066,25631.192779113942,,,18746.41806982034,20203.171123605243,,,28683.69510479403,0.01,18845.129416865984,14384.591158853853,13583.645684180286,0.01,19839.20186535599,,16085.146491030066,11517.692674646149,16581.228421580025,10681.071485860091,16729.787418328022,8952.368857078034,0.01,32255.827864300234,14276.39669203207
2021-11-09,26471.775507000213,14479.306816591916,,0.01,12094.35493895865,16914.491406940007,50381.065093102035,14595.598013712082,12310.405585643997,0.01,0.01,32058.209949940065,25626.786100393943,,,18816.41135380637,20228.171511362336,,,28683.335620970032,0.01,18936.37317495001,14384.591158853853,13596.925405340284,0.01,19850.82551676799,,16088.414232630064,11518.166622890149,16581.168079640025,10681.049906660091,16729.343215488025,8952.821619934033,0.01,32268.459328740235,14285.08559181007
2021-11-10,26629.29428902622,14485.160563083917,,0.01,12094.35493895865,17392.572675620002,50911.17913273,14602.205927956085,12317.167425323998,0.01,0.01,32129.975193520066,25679.975801825938,,,18836.964863692367,20287.931602521337,,,28707.537186698028,0.01,19021.061392388005,14384.591158853853,13604.413802720277,0.01,19851.86448282799,,16105.937995158061,11521.534168362152,16588.888964880025,10682.817998380091,16824.724816258014,8953.732763986032,0.01,32294.83810798023,14290.244295854069
2021-11-11,26679.33044280622,14493.876925381915,,0.01,12094.35493895865,17636.96402732001,51004.55592463,14605.515094516082,12317.167425323998,0.01,0.01,32143.218439040065,25690.53444258194,,,18850.556094072377,20322.18402985273,,,28712.070409938027,0.01,19049.544798678013,14384.591158853853,13606.109084320278,0.01,19874.70357041199,,16116.99339620806,11523.95652543415,16588.848187080024,10685.428337180092,16824.690961174016,8953.732763986032,0.01,32303.25805888023,14290.244295854069
2021-11-12,26896.532588938233,14505.200665771914,,0.01,12094.35493895865,17739.162210520022,51426.85835408401,14610.474330468081,12317.167425323998,0.01,0.01,32154.606511980066,25701.104779917947,,,18872.11821609439,20347.842550515532,,,28739.31261651003,0.01,19091.69729264601,14384.591158853853,13617.987638920275,0.01,19874.68335605199,,16162.44561659806,11524.906389820151,16604.046335600025,10687.15047938009,16831.825357016016,8954.195931408032,0.01,32319.070730340223,14290.244295854069
2021-11-13,26908.034117856227,14509.550475655915,,0.01,12094.35493895865,17819.440456500026,51831.18485745397,14610.391720960082,12317.140658987999,0.01,0.01,32157.908298780065,25701.104779917947,,,18881.985773282395,20407.967045851132,,,28739.31261651003,0.01,19113.224286532008,14384.591158853853,13619.728235720275,0.01,19884.706406287998,,16222.328422534058,11525.381391548151,16606.201746500024,10687.57080258009,16831.774522338015,8954.655145406032,0.01,32318.89162222022,14293.68051004607
2021-11-14,26915.081727054225,14512.163757243914,,0.01,12094.35493895865,17909.069604380027,51908.73947480597,14622.559756302082,12317.140658987999,0.01,0.01,32180.90856064006,25701.104779917947,,,18888.986306080395,20433.647756751932,,,28739.31261651003,0.01,19147.548346941985,14384.591158853853,13622.896638420274,0.01,19885.747885957997,,16235.42404845406,11526.805535104153,16625.848985380024,10687.57080258009,16831.454719384023,8955.114131658032,0.01,32384.756096100224,14297.111016020068
2021-11-15,26949.391264362217,14514.780189013914,,0.01,12094.35493895865,17978.15329808003,52299.82678956797,14624.214151926082,12323.917173036,0.01,0.01,32207.111092580057,25705.33321334995,,,18903.071709508393,20471.612665605735,,,28743.84989104203,0.01,19165.264867437993,14384.591158853853,13627.147326540273,0.01,19946.03649745,,16241.78427054406,11531.128665838154,16632.36152630002,10687.98921498009,16831.01286800002,8955.571150812033,0.01,32392.722229680225,14298.829072822069
2021-11-16,26962.32270765821,14515.647566069916,,0.01,12094.35493895865,18041.774243300028,52335.00580736797,14627.529755730084,12323.8903305,0.01,0.01,32207.111092580057,25709.559736115953,,,18904.4743831864,20480.217141302135,,,28757.486212946027,0.01,19166.443806183986,14384.591158853853,13627.147326540273,0.01,19946.03649745,,16308.705476032066,11531.128665838154,16643.21283328002,10688.365790980091,16999.647262726034,8957.405574278037,0.01,32428.557087500212,14298.829072822069
2021-11-17,26986.58591896221,14519.141101963916,,0.01,12094.35493895865,18096.178899900035,52448.55361625795,14640.80102440008,12330.683971788001,0.01,0.01,32210.47716956006,25722.25713040396,,,18917.644525934393,20497.447629044138,,,28757.37562020603,0.01,19184.251517583987,14384.591158853853,13628.833964340272,0.01,19957.385835218,,16393.94261811407,11532.555078402154,16656.285774920023,10690.392449900093,17010.811197884035,8957.394843528036,0.01,32454.38559400021,14300.55191233007
2021-11-18,27114.3456821202,14520.008687899915,,0.01,12094.35493895865,18241.35348942003,52492.65513990796,14642.455852288078,12330.683971788001,0.01,0.01,32231.856922380062,25732.834486059957,,,18954.5667532824,20531.94343511414,,,28762.02697966603,0.01,19194.548231547982,14384.591158853853,13630.513040340269,0.01,19993.927831138008,,16474.438842852072,11533.980927130155,16664.963969920023,10690.841481620095,17021.21131075804,8959.419035990037,0.01,32489.427021640196,14302.264228642069
