date,AAVEUSDT,ADAUSDT,AGIXUSDT,ALGOUSDT,ALPHAUSDT,ANKRUSDT,APEUSDT,APTUSDT,ATOMUSDT,AUDIOUSDT,AVAXUSDT,AXSUSDT,BNBUSDT,CHRUSDT,CHZUSDT,COMPUSDT,COTIUSDT,CRVUSDT,DOGEUSDT,DOTUSDT,DYDXUSDT,EGLDUSDT,ENJUSDT,ENSUSDT,EOSUSDT,ETCUSDT,FETUSDT,FTMUSDT,GALAUSDT,GALUSDT,GMTUSDT,GRTUSDT,HBARUSDT,HOTUSDT,IMXUSDT,INJUSDT,KAVAUSDT,KSMUSDT,LINKUSDT,LTCUSDT,MANAUSDT,MATICUSDT,NEARUSDT,OCEANUSDT,OMGUSDT,ONEUSDT,OPUSDT,RENUSDT,RNDRUSDT,ROSEUSDT,RUNEUSDT,SANDUSDT,SKLUSDT,SNXUSDT,SUSHIUSDT,SXPUSDT,THETAUSDT,TRXUSDT,UNIUSDT,VETUSDT,WAVESUSDT,WOOUSDT,XRPUSDT,XTZUSDT,ZILUSDT,ZRXUSDT
2020-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10013.868556459998,,,
2020-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10088.692700655996,,,
2020-01-08,,,,,,,,,,,,,,,,,,,,,,,,,9999.9600272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10126.158023793994,,,
2020-01-09,,,,,,,,,,,,,,,,,,,,,,,,,9999.42040528,,,,,,,,,,,,,,,10005.286841942,,,,,,,,,,,,,,,,,,,,,,,10136.988457669997,,,
2020-01-10,,,,,,,,,,,,,,,,,,,,,,,,,10036.560420440002,,,,,,,,,,,,,,,10005.206797441999,,,,,,,,,,,,,,,,,,,,,,,10137.225980869998,,,
2020-01-11,,,,,,,,,,,,,,,,,,,,,,,,,10037.206019240002,,,,,,,,,,,,,,,10009.665435633999,,,,,,,,,,,,,,,,,,,,,,,10151.667928235998,,,
2020-01-12,,,,,,,,,,,,,,,,,,,,,,,,,10042.174816360004,,,,,,,,,,,,,,,10025.826521233997,,,,,,,,,,,,,,,,,,,,,,,10165.586135223995,,,
2020-01-13,,,,,,,,,,,,,,,,,,,,,,,,,10042.134672620004,,,,,,,,,,,,,,,10029.518630533998,,,,,,,,,,,,,,,,,,,,,,,10166.307377841993,,,
2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,,10043.540534680003,,,,,,,,,,,,,,,10029.518630533998,,,,,,,,,,,,,,,,,,,,,,,10179.611512589994,,,
2020-01-15,,,,,,,,,,,,,,,,,,,,,,,,,10056.017338640004,,,,,,,,,,,,,,,10045.075002797998,,,,,,,,,,,,,,,,,,10015.529151480001,,,,,10244.026648983996,,,
2020-01-16,,,,,,,,,,,,,,,,,,,,,,,,,10063.480233500004,10017.978783554,,,,,,,,,,,,,,10062.741404779996,,,,,,,,,,,,,,,,,,10036.156832176004,,,,,10356.10948263,,,
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,,10081.083187640004,10041.470956117999,,,,,,,,,,,,,10025.328401112003,10076.626964598,,,,,,,,,,,,,,,,,,10047.601687006001,,,,,10363.991153264,,,
2020-01-18,,,,,,,,,,,,,,,,,,,,,,,,,10092.660583240004,10041.314306762,,,,,,,,,,,,,10046.706381992006,10096.221749848,,,,,,,,,,,,,,,,,,10056.280695961903,,,,,10378.380320422002,,,
2020-01-19,,,,,,,,,,,,,,,,,,,,,,,,,10097.422235860004,10445.943034525997,,,,,,,,,,,,,10076.972460132007,10117.293506806,,,,,,,,,,,,,,,,,,10059.911984044002,,,,,10585.896870614,,,
2020-01-20,,,,,,,,,,,,,,,,,,,,,,,,,10147.773748720003,10472.615349017997,,,,,,,,,,,,,10090.937572302008,10125.096848186,,,,,,,,,,,,,,,,,,10056.749621986226,,,,,10624.304490415998,,,
2020-01-21,,,,,,,,,,,,,,,,,,,,,,,,,10151.964557140003,10491.822940399998,,,,,,,,,,,,,10105.497103090009,10127.055456698,,,,,,,,,,,,,,,,,,10112.509427116003,,,,,10645.29847739,,,
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,,,10154.102905540003,10496.731202431996,,,,,,,,,,,,,10111.54828773801,10127.055456698,,,,,,,,,,,,,,,,,,10114.845015198003,,,,,10650.21941629,,,
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,,,10155.043418137488,10496.655513591997,,,,,,,,,,,,,10111.41653192601,10134.019207499354,,,,,,,,,,,,,,,,,,10113.698128441649,,,,,10651.407157623999,,,
2020-01-24,,,,,,,,,,,,,,,,,,,,,,,,,10199.2698828,10743.762292243997,,,,,,,,,,,,,10207.14206458601,10153.854301661999,,,,,,,,,,,,,,,,,,10135.24345654226,,,,,10641.426602031717,,,
2020-01-25,,,,,,,,,,,,,,,,,,,,,,,,,10199.267151459999,10743.684830763998,,,,,,,,,,,,,10215.599635688011,10165.935911663997,,,,,,,,,,,,,,,,,,10135.192827832261,,,,,10646.929021065993,,,
2020-01-26,,,,,,,,,,,,,,,,,,,,,,,,,10212.25953194,10745.084612727997,,,,,,,,,,,,,10216.662425844012,10166.690339719997,,,,,,,,,,,,,,,,,,10141.812153796003,,,,,10648.386643829994,,,
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,,,10218.115238100001,10745.084612727997,,,,,,,,,,,,,10216.597143446012,10166.690339719997,,,,,,,,,,,,,,,,,,10146.652350592001,,,,,10658.295477165992,,,
2020-01-28,,,,,,,,,,,,,,,,,,,,,,,,,10230.75516472,10745.084612727997,,,,,,,,,,,,,10229.631759236012,10180.133285446,,,,,,,,,,,,,,,,,,10169.815048284,,,,,10666.700800393994,,,
2020-01-29,,,,,,,,,,,,,,,,,,,,,,,,,10233.72076712,10745.084612727997,,,,,,,,,,,,,10232.897036244012,10189.289033639996,,,,,,,,,,,,,,,,,,10178.671333212002,,,,,10677.04649085273,,,
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,,10237.42193848,10759.725235139995,,,,,,,,,,,,,10236.130916460012,10190.488922279997,,,,,,,,,,,,,,,,,,10190.111005600002,,,,,10748.312440659989,,,
2020-01-31,,10033.117875599999,,,,,,,,,,,,,,,,,,,,,,,10239.10171132,10770.059969845226,,,,,,,,,,,,,10251.570113862013,10205.238804397999,,,,,,,,,,,,,,,,,,10190.018205076001,,,,,10883.829050719985,,,
2020-02-01,,10035.234211191999,,,,,,,,,,,,,,,,,,,,,,,10248.34353752,10802.864105501994,,,,,,,,,,,,,10257.933370398012,10209.417860975998,,,,,,,,,,,,,,,,,,10208.452015612,,,,,10894.383244071987,,,
2020-02-02,,10044.367346985997,,,,,,,,,,,,,,,,,,,,,,,10256.565197740003,10810.892266607996,,,,,,,,,,,,,10257.867828302013,10217.117387459999,,,,,,,,,,,,,,,,,,10215.860792070001,,,,,10904.992048963988,,,
2020-02-03,,10055.078154425997,,,,,,,,,,,,,,,,,,,,,,,10259.368504220001,10814.151520299996,,,,,,,,,,,,,10259.012506970013,10232.429954403999,,,,,,,,,,,,,,,,,,10220.842290462002,,,,,10922.881845507985,,,
2020-02-04,,10075.946775341998,,,,,,,,,,,,,,,,,,,,,,,10258.850061160003,10812.532718197997,,,,,,,,,,,,,10260.020623184011,10237.086721093998,,,,,,,,,,,,,,,,,,10225.560936938004,,,,,10950.545875055983,,,
2020-02-05,,10075.946775341998,,,,,,,,,,,,,,,,,,,,,,,10264.410921320003,10821.041123847997,,,,,,,,,,,,,10263.253311696011,10237.086721093998,,,,,,,,,,,,,,,,,,10239.224175162004,,,,,10967.095843699983,,,
2020-02-06,,10089.772683697998,,,,,,,,,,,,,,,,,,,,,,,10264.598136360004,10858.25273394278,,,,,,,,,,,,,10270.834356138012,10248.391446678,,,,,,,,,,,,,,,,,,10274.257956948832,,,,,11000.60353611598,10001.92385952,,
2020-02-07,,10094.229968933994,,,,,,,10018.409228956,,,,,,,,,,,,,,,,10271.129019400003,10898.768265159997,,,,,,,,,,,,,10273.20487972201,10253.823916928,,,,,,,,,,,,,,,,,,10284.968917364004,,,,,11006.832121881645,10005.390737200003,,
2020-02-08,,10493.924686565993,,,,,,,10066.74252834,,,,,,,,,,,,,,,,10273.538427400004,10929.411571411998,,,,,,,,,,,,,10280.640721814012,10255.6277377,,,,,,,,,,,,,,,,,,10320.077164508006,,,,,11146.050431567986,10050.884317000005,,
2020-02-09,,10493.848912365993,,,,,,,10074.210614363998,,,,,,,,,,,,,,,,10278.564901840004,10944.242575791997,,,,,,,,,,,,,10301.29773830401,10259.219816288003,,,,,,,,,,,,,,,,,,10324.756115721138,,,,,11152.07217519199,10050.884317000005,,
2020-02-10,,10535.994495765992,,,,,,,10091.26173678,,,,10018.719438377999,,,,,,,,,,,,10282.100602820004,10953.031146055997,,,,,,,,,,,,,10312.66019470401,10267.908592380003,,,,,,,,,,,,,,,,,,10338.311668436003,,,,,11230.61034437399,10099.635013280009,,
2020-02-11,,10536.12738154199,,,,,,,10095.984435125998,,,,10018.515075989999,,,,,,,,,,,,10287.899500220003,10966.459612123996,,,,,,,,,,,,,10319.232808400011,10269.372402924004,,,,,,,,,,,,,,,,,,10348.667027914003,,,,,11230.53722637799,10102.601035600008,,
2020-02-12,,10539.30904571799,,,,,,,10098.042965814,,,,9997.381003077999,,,,,,,,,,,,10295.114780460004,10974.237353375995,,,,,,,,,,,,,10334.71166654001,10271.044510188003,,,,,,,,,,,,,,,,,,10360.0702506365,,,,,11238.49946581599,10124.070785220008,,
2020-02-13,,10966.13490265799,,,,,,,10201.083834178,,,,10105.433592845997,,,,,,,,,,,,10304.279568840004,11005.098048187994,,,,,,,,,,,,,10364.94856924801,10296.388452186004,,,,,,,,,,,,,,,,,,10388.350507068008,,,,,11629.218061001984,10269.426487020013,,
2020-02-14,,10973.644500893992,,,,,,,10221.857922978,,,,10115.710016437997,,,,,,,,,,,,10308.575722400004,11013.686072419994,,,,,,,,,,,,,10379.40791205601,10296.306079930004,,,,,,,,,,,,,,,,,,10409.439954490006,,,,,11671.658463363985,10277.006344620015,,
2020-02-15,,11309.315205201981,,,,,,,10601.235025134,,,,10229.306364455999,,,,,,,,,,,,10308.483761280006,11013.606648763995,,,,,,,,,,,,,10420.35239170201,10307.699235098553,,,,,,,,,,,,,,,,,,10409.592603526777,,10206.000668901406,,,12092.463058716512,10502.23540326002,,
2020-02-16,,11939.261813225987,,,,,,,11010.969070414001,,,,10597.888430737998,,,,,,,,,,,,10307.327082360007,11012.539554645993,,,,,,,,,,,,,10502.721110894006,10427.643497254001,,,,,,,,,,,,,,,,,,10564.097381796004,,10434.426016762409,,,12371.635430867991,11399.06675184002,,
2020-02-17,,12806.086363073982,,,,,,,11523.760675892005,,,,10696.707916019996,,,,,,,,,,,,10282.400595598956,11075.870686218565,,,,,,,,,,,,,10573.880704748,10451.917307786,,,,,,,,,,,,,,,,,,10587.846609310003,,10595.74270833821,,,12467.15587888999,11863.461125400016,,
2020-02-18,,13053.274692319988,,,,,,,11647.112464236003,,,,10722.709865199999,,,,,,,,,,,,10665.181397040009,11386.433692523999,,,,,,,,,,,,,10597.786230404003,10469.517057244,,,,,,,,,,,,,,,,,,10599.055062850002,,10608.006758469412,,,12498.968060843985,11866.719476160017,,
2020-02-19,,13061.341299813987,,,,,,,11651.930662564006,,,,11076.810515841993,,,,,,,,,,,,10667.915499840008,11395.595108387997,,,,,,,,,,,,,10597.718517704003,10539.601810181997,,,,,,,,,,,,,,,,,,10606.279902778002,,11274.90968454881,,,12857.054250059982,11972.60924042002,,
2020-02-20,,12830.259407030806,,,,,,,11809.155463456005,,,,11145.661684101991,,,,,,,,,,,,10757.554838949987,11452.645788258,,,,,,,,,,,,,10670.896266644002,10591.663449311998,,,,,,,,,,,,,,,,,,10605.947939712003,,11306.466751773207,,,13007.851560879984,12082.049260600015,,
2020-02-21,,12737.167890451992,,,,,,,11814.421773324004,,,,11156.03054359999,,,,,,,,,,,,10864.034295820007,11476.540011194,,,,,,,,,,,,,10686.052223068002,10602.188828654,,,,,,,,,,,,,,,,,,10691.809905083563,,11311.476178962608,,,13027.772411975984,12124.431278880014,,
2020-02-22,,12745.542683611993,,,,,,,11832.735080534008,,,,11155.97210251999,,,,,,,,,,,,10871.187995900009,11502.389579306,,,,,,,,,,,,,10710.206137348003,10613.219387216002,,,,,,,,,,,,,,,,,,10693.098948103932,,11311.935560912407,,,13037.978026181985,12183.232804900017,,
2020-02-23,,12745.542683611993,,,,,,,11833.50512228201,,,,11155.79250373799,,,,,,,,,,,,10877.509058020009,11517.479728998,,,,,,,,,,,,,10714.066436806,10615.607762610003,,,,,,,,,,,,,,,,,,10707.048550000007,,11311.935560912407,,,13045.020040857988,12187.300358380016,,
2020-02-24,,12784.76901636999,,,,,,,12262.078034764018,,,,11186.463993873991,,,,,,,,,,,,10881.514310917055,11518.488562659195,,,,,,,,,,,,,10752.633300102003,10631.208827830002,,,,,,,,,,,,,,,,,,10710.271983688008,,11369.360519684411,,,13186.836783740837,12305.897436660021,,
2020-02-25,,12821.174869851991,,,,,,,12261.905767810018,,,,11216.630482179988,,,,,,,,,,,,10921.414061980007,11532.258223004,,,,,,,,,,,,,10801.011271550004,10638.000459704,,,,,,,,,,,,,,,,,,10707.612245968865,,11472.31404426281,,,13430.751150601984,12464.790804220025,,
2020-02-26,,12823.076110221991,,,,,,,12257.174761432016,,,,11722.418832303989,,,,,,,,,,,,10921.316537800007,11536.245814876,,,,,,,,,,,,,10864.782821376006,10789.124655530002,,,,,,,,,,,,,,,,,,10704.317928364135,,11702.039508334607,,,13879.584687123974,12693.949924040018,,
2020-02-27,,11755.559592079991,,,,,,,10934.596673517837,,,,11825.966062355988,,,,,,,,,,,,11465.50422812001,11906.681000169996,,,,,,,,,,,,,10882.393553962005,10851.784814342003,,,,,,,,,,,,,,,,,,11099.324635348008,,11834.461146563612,,,13919.137448097972,12857.358232460016,,
2020-02-28,,11965.564588667996,,,,,,,10503.545910356703,,,,11898.243818531988,,,,,,,,,,,,11508.550832680008,11926.746375835995,,,,,,,,,,,,,10916.945191478004,10908.015881812005,,,,,,,,,,,,,,,,,,11116.79002158601,,11889.006732200409,,,14185.893137841971,12991.182702380014,,
2020-02-29,,11974.566090723996,,,,,,,10092.670679882014,,,,11911.840948759987,,,,,,,,,,,,11510.78392548001,11931.689110402838,,,,,,,,,,,,,10922.866717346003,10912.018084172005,,,,,,,,,,,,,,,,,,11117.493384738009,,11892.485783806807,,,14207.442398543968,13004.386871560013,,
2020-03-01,,12236.069103187996,,,,,,,10216.828469648013,,,,11944.84421764999,,,,,,,,,,,,11515.001100240008,11946.599147665996,,,,,,,,,,,,,10970.680512268005,10923.913564422004,,,,,,,,,,,,,,,,,,11118.03289164201,,11988.311739426003,,,14248.95725051597,13057.081136460014,,
2020-03-02,,12236.353086469997,,,,,,,10219.971343536014,,,,11947.96695267399,,,,,,,,,,,,11524.970329140007,11946.599147665996,,,,,,,,,,,,,10974.061700606006,10923.913564422004,,,,,,,,,,,,,,,,,,11135.61024319601,,11988.311739426003,,,14252.257035023971,13066.000376160015,,
2020-03-03,,12245.765909037998,,,,,,,10243.439308672012,,,,11959.612702257993,,,,,,,,,,,,11529.828007600008,11973.528334376,,,,,,,,,,,,,10982.760777088006,10933.871125814005,,,,,,,,,,,,,,,,,,11135.50883135201,,11996.089501313201,,,14275.61793831397,13088.797928060012,,
2020-03-04,,12262.438015934002,,,,,,,10246.52755414601,,,,11966.435424565994,,,,,,,,,,,,11529.725046640007,11973.442001168,,,,,,,,,,,,,10990.479996472006,10937.290063986005,,,,,,,,,,,,,,,,,,11139.509032072014,,12008.5579678974,,,14305.58967356997,13098.172932100011,,
2020-03-05,,12262.349469854002,,,,,,,10256.08782801601,,,,11970.100859585993,,,,,,,,,,,,11538.014754800006,11987.380952597998,,,,,,,,,,,,,11007.231767994004,10940.839366918006,,,,,,,,,,,,,,,,,,11147.088142870014,,12008.5064112538,,,14308.726765289968,13134.205935400012,,
2020-03-06,,12264.918695208,,,,,,,10283.983708216007,,,,11984.646759299992,,,,,,,,,,,,11543.814161040007,12000.344346057998,,,,,,,,,,,,,11021.644217794003,10946.052894104005,,,,,,,,,,,,,,,,,,11153.976919382016,,12013.255365636598,,,14317.692347499968,13150.284205900016,,
2020-03-07,,12306.940891759998,,,,,,,10283.936212624007,,,,11996.768010153992,,,,,,,,,,,,11548.625632800007,12007.446069351998,,,,,,,,,,,,,11019.164507262001,10946.893000726006,,,,,,,,,,,,,,,,,,11153.930966450016,,12144.809200947402,,,14327.09883374296,13192.542526540015,,
2020-03-08,,12416.026415409999,,,,,,,10279.883553180007,,,,12238.441841917991,,,,,,,,,,,,11642.179190870533,12007.258727571998,,,,,,,,,,,,,11242.230996705995,11110.40010461131,,,,,,,,,,,,,,,,,,11152.773371531199,,12390.645727729598,,,14455.038721279172,13374.295656460015,,
2020-03-09,,11810.28255110762,,,,,,,10279.883553180007,,,,13160.141584525989,,,,,,,,,,,,11771.72369800561,12861.845720213998,,,,,,,,,,,,,11373.252611240001,11318.460940636003,,,,,,,,,,,,,,,,,,11273.429328112376,,11661.432755648742,,,12892.408054830708,13994.010583420015,,
2020-03-10,,11078.269418837992,,,,,,,8767.897709096642,,,,13188.09079556999,,,,,,,,,,,,12219.420645720005,12872.223399613998,,,,,,,,,,,,,11390.728799008,11325.931382360002,,,,,,,,,,,,,,,,,,11695.52632083202,,11076.39599085899,,,12084.003031623974,14007.974456580016,,
2020-03-11,,11427.66064927799,,,,,,,8428.15157458001,,,,13293.953501339993,,,,,,,,,,,,12235.184825340006,12922.999951631999,,,,,,,,,,,,,11455.623357934002,11372.065812056002,,,,,,,,,,,,,,,,,,11697.180031618018,,11321.505287940783,,,12166.435792677972,14177.566765880016,,
2020-03-12,,11427.57812943799,,,,,,,8428.11265206401,,,,13293.883874639992,,,,,,,,,,,,12235.135887300006,12922.906768969999,,,,,,,,,,,,,11455.550163954002,11488.54184237164,,,,,,,,,,,,,,,,,,12333.794316725429,,11519.956833301545,,,12167.15681718336,14612.605097680018,,
2020-03-13,,7088.382809918506,,,,,,,8428.11265206401,,,,6602.196759735991,,,,,,,,,,,,12199.46192654685,13869.064438262007,,,,,,,,,,,,,11455.550163954002,8074.277245490011,,,,,,,,,,,,,,,,,,13125.53988681803,,4225.667698507377,,,7784.637157473967,13138.120494620021,,
2020-03-14,,5900.059602642055,,,,,,,8428.11265206401,,,,6808.511092321989,,,,,,,,,,,,12156.086633475092,13914.317918640008,,,,,,,,,,,,,11455.550163954002,8107.274622948012,,,,,,,,,,,,,,,,,,13136.561333046027,,4348.23646143798,,,7885.356531376539,13278.312270480024,,
2020-03-15,,5480.267707051987,,,,,,,8428.11265206401,,,,6820.76304614399,,,,,,,,,,,,12097.422022153238,13922.652802222008,,,,,,,,,,,,,11455.550163954002,8123.196637582012,,,,,,,,,,,,,,,,,,13170.396741844026,,4373.122796174778,,,7925.6902065379645,13455.661636080025,,
2020-03-16,,5481.091985369986,,,,,,,8428.11265206401,,,,7471.0702129799865,,,,,,,,,,,,12011.432641198111,14362.327978082007,,,,,,,,,,,,,11455.550163954002,8236.330701196008,,,,,,,,,,,,,,,,,,13592.315497587519,,4386.551071591779,,,8403.980392195965,13905.970953100026,,
2020-03-17,,5412.28597144199,,,,,,,8428.11265206401,,,,7493.668293403986,,,,,,,,,,,,11944.262328959125,14405.749497888006,,,,,,,,,,,,,11455.550163954002,8252.03508149601,,,,,,,,,,,,,,,,,,13617.437994192029,,4040.9673760695787,,,8426.307573255965,13920.624152780027,,
2020-03-18,,5574.895603047991,,,,,,,8428.11265206401,,,,7569.692620015988,,,,,,,,,,,,11875.505935781697,14426.234441128005,,,,,,,,,,,,,11455.550163954002,8277.283786248012,,,,,,,,,,,,,,,,,,13622.78443304403,,4103.227694586779,,,8575.870823069967,14057.361707980026,,
2020-03-19,,5574.855347367991,,,,,,,8428.11265206401,,,,7572.789509309989,,,,,,,,,,,,12521.504541100017,14430.272776286005,,,,,,,,,,,,,11455.550163954002,8277.283786248012,,,,,,,,,,,,,,,,,,13659.755938574026,,4103.4686309707795,,,8576.746877525968,14059.051748680025,,
2020-03-20,,5801.113367282655,,,,,,,8428.11265206401,,,,7706.7451689679865,,,,,,,,,,,,12713.150251740019,14443.446269576005,,,,,,,,,,,,,11455.550163954002,8478.147983154016,,,,,,,,,,,,,,,,,,13848.535511310025,,4188.61277549778,,,9009.664513267964,14896.003564040027,,
2020-03-21,,5884.595337939989,,,,,,,8428.11265206401,,,,7756.162374813987,,,,,,,,,,,,12748.125312040016,14537.712372790005,,,,,,,,,,,,,11455.550163954002,8500.432854620018,,,,,,,,,,,,,,,,,,13858.458477452024,,4199.117241986579,,,9036.505164351966,14969.677261480027,,
2020-03-22,,6043.925586297986,,,,,,,8428.11265206401,,,,7801.544550953988,,,,,,,,,,,,12761.958664113248,14537.607548314005,,,,,,,,,,,,,11455.550163954002,8522.895280380017,,,,,,,,,,,,,,,,,,13862.466203180024,,4210.7799723449225,,,9114.955918371568,15100.975707840023,,
2020-03-23,,6046.897117825986,,,,,,,8428.11265206401,,,,7867.355335201989,,,,,,,,,,,,12811.84056184002,14578.506589544006,,,,,,,,,,,,,11455.550163954002,8526.545217410017,,,,,,,,,,,,,,,,,,14049.249877378023,,3979.390688323178,,,9253.973468355965,15193.50525288002,,
2020-03-24,,6048.401470883987,,,,,,,8428.11265206401,,,,7876.521604919988,,,,,,,,,,,,12821.643083680017,14596.269088880006,,,,,,,,,,,,,11455.550163954002,8533.488781394015,,,,,,,,,,,,,,,,,,14053.836697518022,,3980.5358246999785,,,9259.586890769966,15202.86883156002,,
2020-03-25,,6061.717783361986,,,,,,,8428.11265206401,,,,7895.827860311988,,,,,,,,,,,,12823.736047360018,14624.567984968005,,,,,,,,,,,,,11455.550163954002,8548.343271936017,,,,,,,,,,,,,,,,,,14061.373867172484,,3985.9874129401787,,,9273.262681127968,15237.979627380018,,
2020-03-26,,6062.832826759985,,,,,,,8428.11265206401,,,,7900.805038265988,,,,,,,,,,,,12829.245356760017,14631.842959258005,,,,,,,,,,,,,11455.550163954002,8558.013116822016,,,,,,,,,,,,,,,,,,14068.620859706023,,3986.739453796179,,,9278.238386851966,15246.422445660019,,
2020-03-27,,6067.482442789987,,,,,,,8428.11265206401,,,,7910.7958316199865,,,,,,,,,,,,12840.351784120017,14639.221366130005,,,,,,,,,,,,,11455.550163954002,8562.291244494012,,,,,,,,,,,,,,,,,,14072.651090022022,,3993.036265397579,,,9293.883156035967,15259.614218220016,,
2020-03-28,,6336.328589913989,,,,,,,8428.11265206401,,,,8185.885409391986,,,,,,,,,,,,12874.995190140018,14656.48341316498,,,,,,,,,,,,,11455.550163954002,8578.044822056012,,,,,,,,,,,,,,,,,,14129.817482098022,,4065.6009466305786,,,9652.31078097797,15393.755544020021,,
2020-03-29,,6343.236878274233,,,,,,,8428.11265206401,,,,8190.570867567985,,,,,,,,,,,,12879.227232140018,14665.709030388003,,,,,,,,,,,,,11455.550163954002,8584.902774408012,,,,,,,,,,,,,,,,,,14129.688801458022,,4081.5019153631524,,,9663.884810389072,15411.713738940023,,
2020-03-30,,6351.517348289989,,,,,,,8428.11265206401,,,,8170.705610117985,,,,,,,,,,,,12891.57768436002,14677.639814736001,,,,,,,,,,,,,11455.550163954002,8581.658018006014,,,,,,,,,,,,,,,,,,14165.554637284022,,4085.640523390378,,,9599.503759291976,15365.504820540022,,
2020-03-31,,6352.9885036179885,,,,,,,8428.11265206401,,,,8177.643200647985,,,,,,,,,,,,12894.573432340021,14687.958038692002,,,,,,,,,,,,,11455.550163954002,8588.236779712013,,,,,,,,,,,,,,,,,,14167.464404192022,,4088.798480145778,,,9604.84099989598,15372.56960296002,,
2020-04-01,,6355.224336689988,,,,,,,8428.11265206401,,,,8190.298894059985,,,,,,,,,,,,12904.087830820019,14698.754007992004,,,,,,,,,,,,,11455.550163954002,8591.464498742012,,,,,,,,,,,,,,,,,,14180.600997430023,,4093.2911706065775,,,9698.81581853198,15378.588841300018,,
2020-04-02,,6358.054935971988,,,,,,,8428.11265206401,,,,8193.774029647984,,,,,,,,,,,,12905.459841520018,14705.357231438004,,,,,,,,,,,,,11455.550163954002,8603.368510352015,,,,,,,,,,,,,,,,,,14202.078928062025,,4095.449634010777,,,9714.725661239983,15381.797532020018,,
2020-04-03,,6361.133064431989,,,,,,,8428.11265206401,,,,8201.369827459985,,,,,,,,,,,,12907.025810260018,14705.251194492004,,,,,,,,,,,,,11455.550163954002,8604.458814108015,,,,,,,,,,,,,,,,,,14205.234943542026,,4096.949976462577,,,9726.962963319982,15405.622563220018,,
2020-04-04,,6361.175242017989,,,,,,,8428.11265206401,,,,8207.986360055984,,,,,,,,,,,,12913.12338482002,14716.158092442005,,,,,,,,,,,,,11455.550163954002,8609.999833912014,,,,,,,,,,,,,,,,,,14212.623165470024,,4099.677095904375,,,9731.06285063198,15426.131076620024,,
2020-04-05,,6361.42531705399,,,,,,,8428.11265206401,,,,8211.069213197985,,,,,,,,,,,,12913.89603012002,14716.051983210005,,,,,,,,,,,,,11455.550163954002,8612.208288114014,,,,,,,,,,,,,,,,,,14226.733741894024,,4100.106479560374,,,9733.457302447981,15433.532891420024,,
2020-04-06,,6361.42531705399,,,,,,,8428.11265206401,,,,8211.069213197985,,,,,,,,,,,,12916.54212412002,14712.749010466005,,,,,,,,,,,,,11455.550163954002,8612.208288114014,,,,,,,,,,,,,,,,,,14245.14595139402,,4100.106479560374,,,9733.457302447981,15436.666774420022,,
2020-04-07,,6375.53618904199,,,,,,,8428.11265206401,,,,8245.487661861987,,,,,,,,,,,,12918.52621740002,14712.642922442004,,,,,,,,,,,,,11455.550163954002,8626.232644746013,,,,,,,,,,,,,,,,,,14256.288345118022,,4106.373915047374,,,9746.577796058344,15478.032501740025,,
2020-04-08,,6377.60395826599,,,,,,,8428.11265206401,,,,8249.178573787989,,,,,,,,,,,,12944.282575120022,14712.297931270004,,,,,,,,,,,,,11455.550163954002,8632.392746996013,,,,,,,,,,,,,,,,,,14272.090480284021,,4108.268314078374,,,9832.994464941981,15494.714796600023,,
2020-04-09,,6393.582267301989,,,,,,,8428.11265206401,,,,8264.746340725987,,,,,,,,,,,,12950.610453380023,14719.347989906006,,,,,,,,,,,,,11455.550163954002,8639.628832398012,,,,,,,,,,,,,,,,,,14273.733284505306,,4111.826712055575,,,9843.621464431979,15537.82894222002,,
2020-04-10,,6393.53610006199,,,,,,,8428.11265206401,,,,8266.109456725988,,,,,,,,,,,,12950.494898500023,14719.241858430005,,,,,,,,,,,,,11455.550163954002,8723.614692712008,,,,,,,,,,,,,,,,,,14273.659534947306,,4173.926157076773,,,9844.143798223979,15650.653316840018,,
2020-04-11,,6409.512625435992,,,,,,,8428.11265206401,,,,8245.619866359988,,,,,,,,,,,,12950.569156570915,14731.915052069278,,,,,,,,,,,,,11455.550163954002,8726.867859820011,,,,,,,,,,,,,,,,,,14277.492915524734,,4180.171722336173,,,9917.055402091979,15684.96615336002,,
2020-04-12,,6409.466338095992,,,,,,,8428.11265206401,,,,8246.357564199987,,,,,,,,,,,,13041.717414380024,14769.339094268002,,,,,,,,,,,,,11455.550163954002,8726.798046796011,,,,,,,,,,,,,,,,,,14468.143748700018,,4180.153775752973,,,9917.61853101198,15697.88996276002,,
2020-04-13,,6532.216422507994,,,,,,,8428.11265206401,,,,8283.029996943987,,,,,,,,,,,,13066.334069120025,14781.264983496001,,,,,,,,,,,,,11455.550163954002,8758.301568236011,,,,,,,,,,,,,,,,,,14491.454236618018,,4271.401661844573,,,10212.738278389983,15697.81016348002,,
