date,AAVEUSDT,ALGOUSDT,APEUSDT,APTUSDT,ATOMUSDT,AUDIOUSDT,AXSUSDT,BNBUSDT,CHRUSDT,CHZUSDT,COMPUSDT,COTIUSDT,CRVUSDT,DOGEUSDT,DOTUSDT,EGLDUSDT,ENJUSDT,ENSUSDT,EOSUSDT,ETCUSDT,GALUSDT,GMTUSDT,HOTUSDT,IMXUSDT,KAVAUSDT,KSMUSDT,LTCUSDT,OMGUSDT,RENUSDT,ROSEUSDT,SANDUSDT,SKLUSDT,SUSHIUSDT,SXPUSDT,TRXUSDT,WOOUSDT,XTZUSDT,ZILUSDT,ZRXUSDT
2020-12-02,11349.143773500013,14235.102920762036,,,20212.9926730779,,10323.109234331987,13521.963373724118,,,11739.644092463996,,13494.880050359996,10930.037963022793,12010.296470800075,10608.702810879999,10816.837509978039,,14801.210432880036,13870.28097563601,,,,,12710.17473817604,11107.232353040032,13261.792425195994,16333.030480878042,10883.427903752025,,,,15695.583153839889,11504.7173106739,16396.806664668093,,20333.602591240022,13800.069761580009,13944.108031636022
2020-12-03,11376.40119634002,14256.788834250036,,,20226.399203379897,,10341.736212931994,13522.313206958119,,,11739.462794901998,,13539.163155879995,10933.05424598879,12024.449528940071,10692.218148019996,10852.721571118038,,14806.435505460035,13871.44030581201,,,,,12738.954714606036,11120.17936464003,13264.542536787994,16342.618983848042,10883.303711746024,,,,15712.492221319879,11511.550751285895,16404.497171908093,,20357.90081860002,13783.800816295909,13944.108031636022
2020-12-04,11387.43115776002,14303.786395528037,,,20241.477399091902,,10345.821785731992,13528.791546346116,,,11739.462794901998,,13545.164153179994,10935.077169670789,12036.122950240071,10760.220844880001,10903.947316436033,,14821.539852480038,13877.65850079401,,,,,12745.013969130032,11132.73285564003,13270.037966951993,16554.42309086804,10936.796094860023,,,,15740.220445319877,11512.118910305893,16405.83775302409,,20379.983990940025,13752.82596695001,13955.016670484023
2020-12-05,11398.80249996002,14303.743759090037,,,20249.279592155905,,10355.855444731993,13529.633362824115,,,11739.462794901998,,13548.117458079994,10936.45366698679,12036.05409880007,10788.364990079992,10919.288623376036,,14821.503862680038,13878.82175907401,,,,,12744.964875204032,11159.73005884003,13281.103711463993,16564.149823444044,10936.767724644023,,,,15798.086105019878,11515.531461671893,16406.54269308409,,20379.909016340025,13753.59497539601,13954.962387092022
2020-12-06,11401.929734960018,14318.277205076036,,,20254.637567507903,,10356.909316531992,13531.515433838114,,,11739.462794901998,,13559.757301679994,10940.666988957586,12048.54004870007,10793.855655479987,10921.582800758037,,14826.865004800036,13882.292120204007,,,,,12751.069771622033,11164.43186044003,13286.649865595995,16567.502893516044,10940.719610320024,,,,15819.33782391988,11517.235232781894,16413.829938948093,,20383.108696540028,13696.358216233823,13969.658253332023
2020-12-07,11417.771589360018,14329.089691908033,,,20260.1499428919,,10448.254748113992,13531.515433838114,,,11739.462794901998,,13570.451293319995,10941.005092083586,12051.40670898007,10797.564071079982,10926.295288818039,,14830.657593140035,13883.445905538008,,,,,12757.122862138034,11166.010126240031,13289.427545827995,16574.207694588047,10940.662758214025,,,,15821.46499653988,11518.943467099894,16415.213877534097,,20386.245380700027,13599.990073789435,13969.658253332023
2020-12-08,11417.771589360018,14336.330188966034,,,20270.8660105999,,10470.088929513993,13539.103967034116,,,11737.296378067997,,13582.303020839992,10943.994659941585,12061.602624080067,10802.090427879979,10951.824472270042,,14832.179721180035,13885.737717830008,,,,,12759.133694698034,11169.614123840032,13292.177477039995,16601.05672275405,10948.581350878025,,,,15893.053562199879,11520.088141923894,16415.213877534097,,20436.10332018003,13594.389118670013,13974.570737684024
2020-12-09,11428.600999560023,14339.917176966035,,,20282.237821663904,,10499.45571943399,13542.062120562117,,,11714.437155601145,,13582.264015019993,10948.649543535586,12068.92412516007,10873.69111431998,10958.919394594044,,14833.728065340036,13890.316768862009,,,,,12765.177465188033,11215.657499860032,13294.942789003995,16614.499608496044,10952.509298398025,,,10123.106261138002,15912.440194339877,11525.760987259888,16416.5793614541,,20439.286233820032,13643.342745414013,13974.516381284024
2020-12-10,11428.600999560023,14343.513507178035,,,20293.184992449904,,10504.55667223399,13543.249927754117,,,11698.772045098956,,13588.380531399993,10950.502162009585,12079.964083000072,10875.472379719979,10974.753807974044,,14842.214878360035,13905.81893424601,,,,,12773.24965411003,11223.56422566003,13297.725236943996,16634.344386876044,10960.373784048024,,,10162.235289225999,15927.412517519875,11528.05034504589,16421.5011523501,,20455.331972740034,13732.504691774006,13979.496031484023
2020-12-11,11433.296129360022,14343.470754474036,,,20343.063522907913,,10523.976798633994,13548.068127690116,,,11817.776182592594,,13591.219971499993,10953.726995322186,12085.90465748007,10941.098427219977,10986.737109966047,,14846.829202700039,13912.792372260012,,,,,12775.26589863803,11223.53178966003,13300.477496427997,16657.605450732048,10960.345362432025,,,10180.449103736,15938.137556719874,11529.77011192189,16422.192163250103,,20474.089825480034,13763.906168466016,13984.432871966023
2020-12-12,11437.460061360023,14343.427480124035,,,20342.97322113191,,10536.73855103399,13547.961555592115,,,11817.776182592594,,13601.774940779995,10953.621506704185,12092.609815240072,10944.821579619975,10986.737109966047,,14846.741518460038,13916.701854360012,,,,,12775.26589863803,11250.720168160029,13300.272473863997,16657.44628694005,10960.316755392025,,,10212.497488895997,15938.100003439873,11532.70822421789,16424.461281644104,,20485.675025760032,13799.048677422013,13984.310592100022
2020-12-13,11452.337326360024,14343.427480124035,,,20458.8174824899,,10541.69969563399,13547.750039452116,,,11817.776182592594,,13633.770800359993,10953.303821350184,12092.434942800071,11004.35270761998,10986.416811426046,,14846.615586620037,13916.588046258012,,,,,12798.17518143203,11293.696989160033,13393.458387077999,16737.894455200047,10960.191192172026,,,10236.737027219997,15936.895551339872,11533.84783355389,16424.325036086106,,20485.39602096003,13811.478255858012,13984.310592100022
