date,AAVEUSDT,ALGOUSDT,APEUSDT,APTUSDT,ATOMUSDT,AUDIOUSDT,AXSUSDT,BNBUSDT,CHRUSDT,CHZUSDT,COMPUSDT,COTIUSDT,CRVUSDT,DOGEUSDT,DOTUSDT,EGLDUSDT,ENJUSDT,ENSUSDT,EOSUSDT,ETCUSDT,GALUSDT,GMTUSDT,HOTUSDT,IMXUSDT,KAVAUSDT,KSMUSDT,LTCUSDT,OMGUSDT,RENUSDT,ROSEUSDT,SANDUSDT,SKLUSDT,SUSHIUSDT,SXPUSDT,TRXUSDT,WOOUSDT,XTZUSDT,ZILUSDT,ZRXUSDT
2020-01-20,,,,,,,,,,,,,,,,,,,10478.412978720009,10241.413416818014,,,,,,,10199.749891313993,,,,,,,,10038.636959975995,,,,
2020-01-21,,,,,,,,,,,,,,,,,,,10479.485578560008,10246.849518198018,,,,,,,10204.038866471992,,,,,,,,10043.353038818,,,,
2020-01-22,,,,,,,,,,,,,,,,,,,10483.194582560009,10259.985632574015,,,,,,,10204.038866471992,,,,,,,,10046.663350686002,,,,
2020-01-23,,,,,,,,,,,,,,,,,,,10492.978523560014,10265.082769162012,,,,,,,10206.157350439991,,,,,,,,10047.070574586,,,,
2020-01-24,,,,,,,,,,,,,,,,,,,10494.079849960013,10276.584214114015,,,,,,,10208.277048467991,,,,,,,,10049.800778629999,,,,
2020-01-25,,,,,,,,,,,,,,,,,,,10512.847310320016,10281.696531666015,,,,,,,10212.507236855992,,,,,,,,10051.992349337997,,,,
2020-01-26,,,,,,,,,,,,,,,,,,,10512.821784160016,10282.552100938015,,,,,,,10214.628507175992,,,,,,,,10054.313553293996,,,,
2020-01-27,,,,,,,,,,,,,,,,,,,10549.599669780016,10403.899058008014,,,,,,,10214.063819295992,,,,,,,,10086.135735295993,,,,
2020-01-28,,,,,,,,,,,,,,,,,,,10587.344367120015,10435.42789045202,,,,,,,10280.73423277199,,,,,,,,10155.656261315995,,,,
2020-01-29,,,,,,,,,,,,,,,,,,,10597.147225900015,10459.493468028015,,,,,,,10297.006567013987,,,,,,,,10194.658900946,,,,
2020-01-30,,,,,,,,,,,,,,,,,,,10636.527100320014,10465.891291054017,,,,,,,10369.573076221983,,,,,,,,10229.401980770002,,,,
2020-01-31,,,,,,,,,,,,,,,,,,,10644.726313220013,10473.17894436202,,,,,,,10382.516258925983,,,,,,,,10236.675912621999,,,,
2020-02-01,,,,,,,,,,,,,,,,,,,10649.588219440011,10485.164756950018,,,,,,,10394.646610149985,,,,,,,,10239.421240743997,,,,
2020-02-02,,,,,,,,,,,,,,,,,,,10652.919176040012,10485.139676950019,,,,,,,10396.811966499985,,,,,,,,10252.178385552,,,,
2020-02-03,,,,,,,,,,,,,,,,,,,10671.033913640007,10489.869694498017,,,,,,,10405.461147689985,,,,,,,,10253.042552472001,,,,
2020-02-04,,,,,,,,,,,,,,,,,,,10674.309197340008,10491.608852562018,,,,,,,10409.795939693984,,,,,,,,10258.878410868003,,,,
2020-02-05,,,,,,,,,,,,,,,,,,,10674.15553494001,10491.523038906018,,,,,,,10411.959779263985,,,,,,,,10294.159358068004,,,,
2020-02-06,,,,,,,,,,,,,,,,,,,10750.559196000004,10543.976112210019,,,,,,,10439.884585151984,,,,,,,,10422.308537816,,,,
2020-02-07,,,,,,,,,,,,,,,,,,,10760.473221780001,10548.338118324016,,,,,,,10439.884585151984,,,,,,,,10458.28572067799,,10014.982787459998,,
2020-02-08,,,,,10005.382572702001,,,,,,,,,,,,,,10761.5938327,10554.822403276017,,,,,,,10442.060441903983,,,,,,,,10463.800833135992,,10054.633945239995,,
2020-02-09,,,,,10010.840955788002,,,,,,,,,,,,,,10760.669626600002,10560.433169280019,,,,,,,10452.023526419984,,,,,,,,10467.783850665992,,10162.344772459994,,
2020-02-10,,,,,10016.231265406004,,,10008.366474029996,,,,,,,,,,,10845.173897400004,10567.804410376017,,,,,,,10456.381714379982,,,,,,,,10470.77320767199,,10216.381248639991,,
2020-02-11,,,,,10055.935039886006,,,10012.232369387995,,,,,,,,,,,10846.286693860005,10571.291784748018,,,,,,,10456.336785539983,,,,,,,,10486.755956619996,,10306.797211779998,,
2020-02-12,,,,,10068.52657266201,,,10019.695322239997,,,,,,,,,,,10873.073967995962,10571.205349230018,,,,,,,10456.220552339983,,,,,,,,10500.131471280001,,10306.721181459998,,
2020-02-13,,,,,10076.69609246001,,,10033.359330885993,,,,,,,,,,,10928.996120960013,10588.709611150018,,,,,,,10530.603477063982,,,,,,,,10552.12382489801,,10394.746275899997,,
2020-02-14,,,,,10079.43227893401,,,10038.831830203988,,,,,,,,,,,10932.849179820012,10589.583087034018,,,,,,,10532.800428143983,,,,,,,,10603.618202338013,,10435.395527586285,,
2020-02-15,,,,,10090.207150848011,,,10052.326940607993,,,,,,,,,,,10937.370732280013,10591.338720374017,,,,,,,10539.360797191983,,,,,,,,10607.692655924022,,10479.33621308,,
2020-02-16,,,,,10094.779404204015,,,10070.18150517398,,,,,,,,,,,10937.370732280013,10598.346744962015,,,,,,,10548.133638003983,,,,,,,,10612.236258194023,,10482.492319,,
